"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#","MINUTES","29.468502","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#","MINUTES","27.867398","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#","MINUTES","29.950043","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#","MINUTES","31.195078","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#","MINUTES","31.281754","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#","MINUTES","29.9","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#","MINUTES","29.054532","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#","MINUTES","31.045544","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#","MINUTES","27.064443","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#","MINUTES","26.867806","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#","MINUTES","27.83519","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#","MINUTES","29.704054","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#","MINUTES","31.508405","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#","MINUTES","30.035179","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#","MINUTES","33.105146","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#","MINUTES","30.895048","U.S. CENSUS BUREAU; BEACON ECONOMICS"
