"fiscal_year","dollar_amount","account_name"
"2014","357121.66","SUN VALLEY REC CTR FIELD & RESTROOM"
"2014","35957.09","STUDIO CITY NC"
"2014","33992.41","VALLEY VILLAGE NC"
"2014","33876.40","MID-TOWN NORTH HOLLYWOOD NC"
"2014","33512.61","SUN VALLEY AREA NC"
"2014","30770.56","NORTH HOLLYWOOD NORTH EAST NC"
"2014","25944.33","NORTH HOLLYWOOD WEST NC"
"2014","22519.59","VAN NUYS NC"
"2014","21207.33","GREATER VALLEY GLEN COMM NC"
"2014","3000","STUDIO CITY PARKING STRUCTURE"
