"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"72889.501","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"61276.206","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"52522.848","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"82380.652","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"84648.639","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"79853.176","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"63742.595","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"65126.747","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"72690.414","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"59215.754","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"74490.898","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"47179.893","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"58416.52","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#",,"971316","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"48679.791","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"71865.484","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"62373.153","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"74441.7","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"33178.986","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"81071.254","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"65369.673","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"64732.622","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"77817.754","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"73028.92","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"54658.807","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"58833.692","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"65752.626","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"51222.901","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"61770.688","U.S. CENSUS BUREAU; BEACON ECONOMICS"
