"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"65636.587","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"68268.688","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"69730.679","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"73881.382","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#",,"986166","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"75822.622","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#",,"1089777","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"86526.1","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"58247.54","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"63728.125","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"55147.415","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"59284.599","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"82812.857","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"47101.889","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"54808.972","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"57614.96","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"56849.554","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"96844.319","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"65065.545","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"68148.875","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"52605.309","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"58801.472","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"71924.629","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"51346.894","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"64646.728","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"67776.606","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"71776.024","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"74383.727","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"37977.904","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"71073.519","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"67012.501","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#",,"837081","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","20 TO 34 YEARS","LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"54902.291","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"49748.187","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"65611.566","U.S. CENSUS BUREAU; BEACON ECONOMICS"
