"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","59511.623","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","59086.431","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","118087.64","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","87662.838","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","65126.039","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","62061.917","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","60278.632","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","81376.698","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","89875.346","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","97551.037","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","102639.47","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","64694.718","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","66268.533","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","46303.524","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","40428.166","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","78045","U.S. CENSUS BUREAU; BEACON ECONOMICS"
