"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","%",,"7.6777301","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","%",,"5.8144889","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","%",,"6.4551606","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","%",,"3.1604087","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","%",,"7.1711059","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","%",,"7.9870701","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","%",,"6.7403007","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","%",,"4.8408656","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","%",,"7.1206875","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","%",,"6.5547662","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","%",,"6.3908205","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","%",,"4.569737","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","%",,"5.0485859","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","%",,"7.3099203","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","%",,"7.0874615","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSING VACANCY RATE",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","%",,"6.2","U.S. CENSUS BUREAU; BEACON ECONOMICS"
