"project_address","city","state","zip","latitude","longitude","program_types","of_programs"
"8711 S Harvard Boulevard",,"CA","90047","33.958562200000003","-118.30754589999999","Bond","69"
"7500 Alabama Avenue",,"CA","91303","34.207453999999998","-118.598607","Bond","48"
"7500 Alabama Avenue",,"CA","91303","34.207453999999998","-118.598607","Land Use","38"
"201 N Beacon Street",,"CA","90731","33.744615600000003","-118.2805786","Major Projects","23"
"917 S Boyle Avenue",,"CA","90023","34.035505499999999","-118.21902830000001","Major Projects","23"
"935 S Boyle Avenue",,"CA","90023","34.0352149","-118.21938400000001","Bond","19"
"935 S Boyle Avenue",,"CA","90023","34.0352149","-118.21938400000001","Land Use","8"
"960 W 62nd Place",,"CA","90044","33.982391399999997","-118.29068479999999","Major Projects","78"
"235 S Berendo",,"CA","90004","34.069845000000001","-118.29453100000001","Major Projects","24"
"1035 E 27th Street",,"CA","90011","34.018184499999997","-118.255616","Major Projects","40"
"369 S Columbia Avenue",,"CA","90017","34.058105099999999","-118.2657576","CRA","9"
"5311 E Huntington Dr N",,"CA","90032","34.090970900000002","-118.1650624","CRA","3"
"810 S Flower Street",,"CA","90017","34.046621299999998","-118.2602167","CRA","53"
"2222 S Marvin Avenue",,"CA","90016","34.036969900000003","-118.362961","CRA","9"
"2501 S W View Street",,"CA","90016","34.033566999999998","-118.348341","CRA","1"
"14700 W Friar Street",,"CA","91411","34.185516700000001","-118.45328499999999","CRA","9"
"1820 S Menlo Avenue",,"CA","90006","34.040695999999997","-118.2902971","CRA","3"
"323 N Burlington Avenue",,"CA","90026","34.068575000000003","-118.265203","CRA","1"
"2401 S Santa Fe Avenue",,"CA","90058","34.0160196","-118.2307315","CRA","10"
"11136 W Chandler Street",,"CA","91601","34.168665500000003","-118.3682287","CRA","28"
"3827 S Wisconsin Street",,"CA","90037","34.016463999999999","-118.29341700000001","CRA","4"
"1015 W 39th Street",,"CA","90037","34.015779999999999","-118.292225","CRA","14"
"1726 N Gower Street",,"CA","90028","34.102654999999999","-118.321961","CRA","69"
"200 S Olive Street",,"CA","90012","34.053224","-118.248851","CRA","330"
"5225 N Blakeslee Avenue",,"CA","91601","34.1651965","-118.3727473","CRA","1"
"6419 S 10th Avenue",,"CA","90043","33.981211000000002","-118.328335","CRA","1"
"1050 S Flower Street",,"CA","90015","34.042931899999999","-118.2633476","CRA","53"
"1050 S Flower Street",,"CA","90015","34.042931899999999","-118.2633476","Bond","1"
"1115 W 37th Place",,"CA","90007","34.020190399999997","-118.2923328","CRA","101"
"3100 S Vermont Avenue",,"CA","90007","34.026189199999997","-118.2909124","CRA","168"
"1243-1251 Innes Avenue",,"CA","90026","34.071393299999997","-118.2497504","Land Use","18"
"6926-6940 S Hoover Street",,"CA","90044","33.976205999999998","-118.28671900000001","Major Projects","11"
"11850 Foothill Boulevard",,"CA","91342","34.273507000000002","-118.39498879999999","Major Projects","35"
"13655 Woodcock Avenue",,"CA","91342","34.318426700000003","-118.4732764","Major Projects","4"
"9205 N White Oak Avenue",,"CA","91325","34.237614000000001","-118.52047","Major Projects","3"
"1934 Allesandro Street",,"CA","90039","34.090942699999999","-118.2579872","Major Projects","17"
"6639 Darby Avenue",,"CA","91355","34.191475099999998","-118.5340734","Major Projects","23"
"6639 Darby Avenue",,"CA","91335","34.191475099999998","-118.5340734","Land Use","26"
"3431-3523 S La Brea Avenue",,"CA","90016","34.022775000000003","-118.35618599999999","Major Projects","185"
"3434-77 S La Brea Avenue",,"CA","90019","34.024586399999997","-118.3552212","Bond","74"
"247 S Avenue 50",,"CA","90042","34.103130200000003","-118.2006669","Major Projects","89"
"1608 W 38th Place",,"CA","90062","34.016421800000003","-118.30777569999999","Major Projects","36"
"16930 Chatsworth Street",,"CA","91344","34.263969299999999","-118.50097220000001","Major Projects","42"
"16930 Chatsworth Street",,"CA","91344","34.263969299999999","-118.50097220000001","Land Use","48"
"9229 N Sepulveda Boulevard",,"CA","91343","34.2384579","-118.4680415","Major Projects","62"
"1021 N Hoover Street",,"CA","90029","34.090164000000001","-118.285043","Major Projects","37"
"1021 N Hoover Street",,"CA","90029","34.090164000000001","-118.285043","Bond","3"
"417-419 N Soto Street",,"CA","90033","34.048391000000002","-118.20716229999999","CRA","7"
"14649 Saticoy Street",,"CA","91405","34.208961000000002","-118.45250299999999","Major Projects","28"
"14649 Saticoy Street",,"CA","91405","34.208961000000002","-118.45250299999999","Land Use","1"
"3215 W Pico Boulevard",,"CA","90019","34.0475019","-118.3123488","CRA","71"
"1011 W 42nd Place",,"CA","90037","34.006419299999997","-118.29202549999999","Major Projects","15"
"14185 Astoria Street",,"CA","91342","34.308701900000003","-118.442459","Major Projects","6"
"2501-2505 W 6th Street",,"CA","90057","34.061662200000001","-118.27917100000001","Bond","20"
"2505 W 6th Street",,"CA","90057","34.061662200000001","-118.27917100000001","Major Projects","47"
"17831 San Jose Street",,"CA","91344","34.261645000000001","-118.522774","Major Projects","6"
"240-242 S Broadway",,"CA","90012","34.0512759","-118.24743789999999","Major Projects","18"
"4647-4651 N Huntington Drive",,"CA","90032","34.086545999999998","-118.185694","Land Use","47"
"4651 Huntington Drive N",,"CA","90032","34.086545999999998","-118.185694","CRA","48"
"6026 E Echo Street",,"CA","90042","34.110624299999998","-118.18767130000001","Major Projects","22"
"1301 W Court Street",,"CA","90026","34.064314500000002","-118.2566183","Land Use","13"
"1301 W Court Street",,"CA","90026","34.064314500000002","-118.2566183","Major Projects","10"
"4827 S Central Avenue",,"CA","90011","33.999607400000002","-118.2567931","Major Projects","41"
"4827 S Central Avenue",,"CA","90011","33.999607400000002","-118.2567931","Bond","37"
"4201 W Sunset Boulevard",,"CA","90029","34.094323299999999","-118.28183559999999","Bond","23"
"4201 W Sunset Boulevard",,"CA","90029","34.094323299999999","-118.28183559999999","Major Projects","15"
"801 W 23rd Street",,"CA","90007","34.032648999999999","-118.277584","Major Projects","14"
"254 W 78th Street",,"CA","90003","33.9687366","-118.27802130000001","Major Projects","7"
"1462 N Playground Street",,"CA","90033","34.061982","-118.199156","NPP","5"
"347-353 E 1st Street",,"CA","90012","34.049691699999997","-118.23943850000001","Major Projects","16"
"625 N Hill Street",,"CA","90012","34.059843899999997","-118.2413969","Major Projects","49"
"438 S Evergreen Street",,"CA","90033","34.036093000000001","-118.204734","NPP","4"
"621 N Cummings Street",,"CA","90033","34.050846999999997","-118.211457","NPP","4"
"319 N Fickett Street",,"CA","90033","34.044856500000002","-118.2063567","NPP","3"
"13457 W Vanowen Street",,"CA","91405","34.194279999999999","-118.42645400000001","Major Projects","7"
"13457 W Vanowen Street",,"CA","91405","34.194279999999999","-118.42645400000001","Land Use","7"
"10914 Avalon Boulevard",,"CA","90061","33.936765000000001","-118.26482799999999","NPP","4"
"635 - 643 S San Pedro Street",,"CA","90014","34.041504600000003","-118.2463712","Major Projects","43"
"5950 S Main Street",,"CA","90003","33.985588","-118.2735933","Major Projects","24"
"5950 S Main Street",,"CA","90003","33.985588","-118.2735933","Land Use","2"
"1075 W 39th Place",,"CA","90037","34.014505","-118.293959","Bond","2"
"1225 W 39th Place",,"CA","90037","34.014510999999999","-118.298194","Bond","7"
"1525 S St Andrews Place",,"CA","90019","34.044477000000001","-118.312011","Bond","14"
"1809 S Van Ness",,"CA","90019","34.041314","-118.316756","Bond","7"
"1935 La Salle Avenue",,"CA","90018","34.038983500000001","-118.3024547","Bond","14"
"2120 2nd Avenue",,"CA","90018","34.037323499999999","-118.3185983","Major Projects","135"
"2120 S 2nd Avenue",,"CA","90018","34.037323499999999","-118.3185983","Bond","9"
"1602 N Ivar Avenue",,"CA","90028","34.100140199999998","-118.3277528","CRA","100"
"1602 N Ivar Avenue",,"CA","90028","34.100140199999998","-118.3277528","Major Projects","3"
"1320-1328 W Sunset Boulevard",,"CA","90027","34.072049200000002","-118.2511015","Major Projects","16"
"2407 E 1st Street",,"CA","90033","34.043718800000001","-118.2092574","NPP","5"
"1328 W James M Wood Boulevard",,"CA","90015","34.049155200000001","-118.26999790000001","Land Use","18"
"1405 W James M Wood Boulevard",,"CA","90015","34.049712399999997","-118.2697659","Land Use","39"
"1405 W James M Wood Boulevard",,"CA","90015","34.049712399999997","-118.2697659","Major Projects","3"
"1405 W James M Wood Boulevard",,"CA","90015","34.049712399999997","-118.2697659","Bond","1"
"19455 Parthenia Street",,"CA","91324","34.228687000000001","-118.557502","Major Projects","33"
"19455 Parthenia Street",,"CA","91324","34.228687000000001","-118.557502","Land Use","43"
"8760 S Main Street",,"CA","90003","33.957612300000001","-118.2735577","Land Use","34"
"8760 S Main Street",,"CA","90003","33.957612300000001","-118.2735577","Major Projects","29"
"8760 S Main Street",,"CA","90003","33.957612300000001","-118.2735577","CRA","1"
"950 - 960 1/2 S Harvard Boulevard",,"CA","90006","34.053817000000002","-118.303854","Major Projects","22"
"1421 W Temple Street",,"CA","90026","34.067674699999998","-118.2573041","Land Use","41"
"1421 W Temple Street",,"CA","90026","34.067674699999998","-118.2573041","Major Projects","11"
"1345 Emerald Drive",,"CA","90026","34.059882700000003","-118.259964","Major Projects","42"
"201-207 S Lake Street",,"CA","90057","34.066294900000003","-118.27274800000001","Major Projects","22"
"6230 Afton Place",,"CA","90028","34.095026900000001","-118.32511049999999","Major Projects","70"
"6230 Afton Place",,"CA","90028","34.095026900000001","-118.32511049999999","Bond","29"
"5416 N Fair Avenue",,"CA","91601","34.169121799999999","-118.37336070000001","CRA","115"
"4518-4520 S Figueroa Street",,"CA","90037","34.002175100000002","-118.2823796","Major Projects","10"
"4520 S Figueroa Street",,"CA","90037","34.002175100000002","-118.2823796","Land Use","21"
"225 N Avenue 25",,"CA","90031","34.078562499999997","-118.2188039","Land Use","139"
"225 N Avenue 25",,"CA","90031","34.078562499999997","-118.2188039","Major Projects","7"
"9050 Laurel Canyon Boulevard",,"CA","91352","34.234026499999999","-118.4055111","Land Use","38"
"9050 Laurel Canyon Boulevard",,"CA","91352","34.234026499999999","-118.4055111","Major Projects","21"
"717-721 W El Segundo Boulevard",,"CA","90247","33.916795999999998","-118.287898","Major Projects","56"
"15532-15538 W Nordoff Street",,"CA","91343","34.235275999999999","-118.47104299999999","Major Projects","14"
"15532-15538 W Nordoff Street",,"CA","91343","34.235275999999999","-118.47104299999999","Land Use","17"
"1315 E 21 Street",,"CA","90011","34.022192599999997","-118.25171570000001","Bond","12"
"1315 E 21 Street",,"CA","90011","34.022192599999997","-118.25171570000001","Major Projects","41"
"11650 Towne Avenue",,"CA","90061","33.928253099999999","-118.266188","NPP","50"
"425 N Wilmington Boulevard",,"CA","90744","33.774928000000003","-118.274833","Major Projects","56"
"8900-8906 N Columbus Avenue",,"CA","91343","34.232091799999999","-118.4652768","CRA","2"
"625-633 S San Pedro Street",,"CA","90014","34.041541700000003","-118.246019","Major Projects","54"
"625-633 S San Pedro Street",,"CA","90014","34.041541700000003","-118.246019","Bond","19"
"204 Lucas Avenue",,"CA","90026","34.060377799999998","-118.2598998","Major Projects","10"
"212 S Lucas Avenue",,"CA","90026","34.060165699999999","-118.26009449999999","Land Use","5"
"6941 Owensmouth Avenue",,"CA","91303","34.197094","-118.60211700000001","CRA","23"
"12360 Osborne Street",,"CA","91331","34.261536700000001","-118.4019088","CRA","50"
"420 Union Drive",,"CA","90017","34.058361300000001","-118.2676132","Major Projects","10"
"420-426 S Union Drive",,"CA","90017","34.058301","-118.26761","Land Use","21"
"116-124 S Witmer Street",,"CA","90026","34.061589099999999","-118.2608372","Land Use","49"
"116-124 S Witmer Street",,"CA","90026","34.061589099999999","-118.2608372","Major Projects","24"
"14419 Vanowen Street",,"CA","91405","34.194328499999997","-118.44712989999999","Major Projects","11"
"14419 Vanowen Street",,"CA","91405","34.194328499999997","-118.44712989999999","Land Use","13"
"1229 N Bronson Avenue",,"CA","90038","34.093566000000003","-118.318296","Land Use","32"
"1235 N Bronson Avenue",,"CA","90038","34.093741700000002","-118.3179514","CRA","15"
"816 S Carondelet Street",,"CA","90057","34.056074299999999","-118.28211279999999","CRA","29"
"816 S Carondelet Street",,"CA","90051","34.056074299999999","-118.28211279999999","Land Use","2"
"12129 El Dorado Boulevard",,"CA","91342","34.290508799999998","-118.4510817","Land Use","59"
"413 E 7th Street",,"CA","90014","34.041885000000001","-118.24790299999999","Major Projects","52"
"5417 S Figueroa Street",,"CA","90037","33.992677999999998","-118.2829962","Major Projects","9"
"5417 S Figueroa Street",,"CA","90037","33.992677999999998","-118.2829962","Land Use","12"
"7301-7315 S Crenshaw Boulevard",,"CA","90013","33.960034299999997","-118.3265699","Major Projects","24"
"7301-7315 S Crenshaw Boulevard",,"CA","90013","33.960034299999997","-118.3265699","Bond","4"
"1230 Cole Avenue",,"CA","90038","34.093707999999999","-118.329403","Major Projects","60"
"330 W Avenue 26",,"CA","90031","34.079902699999998","-118.2190368","Major Projects","49"
"2301 N Humboldt Street",,"CA","90031","34.079524999999997","-118.21961210000001","Major Projects","58"
"1671 N Western Avenue",,"CA","90028","34.101218000000003","-118.309577","CRA","11"
"1671 N Western Avenue",,"CA","90028","34.101218000000003","-118.309577","Major Projects","1"
"924 S Hobart Boulevard",,"CA","90006","34.054923600000002","-118.3049705","Land Use","25"
"924 S Hobart Boulevard",,"CA","90006","34.054923600000002","-118.3049705","CRA","24"
"10408 S Central Avenue",,"CA","90002","33.941855599999997","-118.2537992","Major Projects","44"
"3414-3430 E Manitou Avenue",,"CA","90029","34.070666799999998","-118.2042646","Major Projects","23"
"1309 S 2nd Avenue",,"CA","90019","34.046795899999999","-118.3192406","Major Projects","8"
"1800-1812 W Temple Street",,"CA","90026","34.069066900000003","-118.26501570000001","Major Projects","25"
"456 S Lake Street",,"CA","90057","34.061167400000002","-118.2748862","Land Use","73"
"456 S Lake Street",,"CA","90057","34.061167400000002","-118.2748862","Major Projects","1"
"9618 N Van Nuys Boulevard",,"CA","91402","34.245120499999999","-118.4497286","Land Use","49"
"9618 N Van Nuys Boulevard",,"CA","91402","34.245120499999999","-118.4497286","Major Projects","6"
"2114-2126 W Clinton Street",,"CA","90026","34.073766900000003","-118.2665262","Land Use","35"
"2114-2126 W Clinton Street",,"CA","90026","34.073766900000003","-118.2665262","Major Projects","1"
"1805 N Sichel Street",,"CA","90031","34.064295100000002","-118.21311040000001","Land Use","20"
"1805 N Sichel Street",,"CA","90031","34.064295100000002","-118.21311040000001","Major Projects","17"
"521 S San Pedro Street",,"CA","90013","34.043712499999998","-118.24466719999999","CRA","74"
"1410 E 41st Street",,"CA","90011","34.008560500000002","-118.24888919999999","Major Projects","12"
"412-412 1/2  S Boyle Avenue",,"CA","90033","34.0426115","-118.21933370000001","NPP","1"
"1011 E Adams Boulevard",,"CA","90011","34.019357499999998","-118.25574570000001","CRA","76"
"1011 E Adams Boulevard",,"CA","90011","34.019357499999998","-118.25574570000001","Bond","3"
"9628 N Van Nuys Boulevard",,"CA","91402","34.245322299999998","-118.44962","CRA","33"
"9640 Van Nuys Boulevard",,"CA","91402","34.2453802","-118.44900370000001","CRA","80"
"8947-8955 N Orion Avenue",,"CA","91345","34.233405599999998","-118.47233730000001","CRA","15"
"9222-9252 N Van Nuys Boulevard",,"CA","91402","34.237842100000002","-118.45023209999999","Major Projects","29"
"1100 E 33rd Street",,"CA","90011","34.013385100000001","-118.2556865","Major Projects","49"
"3300-3320 S Central Avenue",,"CA","90011","34.013014599999998","-118.2563131","Land Use","50"
"2507 S Bronson Avenue",,"CA","90018","34.034335900000002","-118.333398","Major Projects","29"
"2618 W 7th Street",,"CA","90057","34.058967000000003","-118.28305","CRA","27"
"1511 S Street Andrews Place",,"CA","90019","34.045006700000002","-118.31202949999999","Major Projects","20"
"959 - 963 Ardmore Avenue",,"CA","90006","34.120919600000001","-118.37572059999999","CRA","23"
"506 S Julian Street",,"CA","90013","34.044139299999998","-118.2449859","Land Use","52"
"508 E 5th Street  (506 S San Julian Street)",,"CA","90045","34.044139299999998","-118.2449859","Major Projects","25"
"9305 S Firth Boulevard",,"CA","90002","33.9521686","-118.2477044","Major Projects","31"
"15320 Rayen Street",,"CA","91343","34.231366000000001","-118.46659200000001","Major Projects","9"
"15320 Rayen Street",,"CA","91343","34.231366000000001","-118.46659200000001","Land Use","39"
"2233-2237 Whittier Boulevard",,"CA","90023","34.0352368","-118.2174598","NPP","2"
"208 S Bonnie Brae Street",,"CA","90057","34.063962500000002","-118.26838669999999","Land Use","91"
"208 S Bonnie Brae Street",,"CA","90057","34.063962500000002","-118.26838669999999","Major Projects","1"
"952 N Harvard Boulevard",,"CA","90029","34.087938000000001","-118.30379499999999","Major Projects","19"
"4103 W Rosewood Avenue",,"CA","90004","34.079051499999998","-118.2933756","Major Projects","53"
"4343 N Toland Way",,"CA","90041","34.121945500000002","-118.2211385","Major Projects","45"
"809 23rd Street",,"CA","90007","34.032708100000001","-118.2777665","Major Projects","90"
"20138 Cantara Street",,"CA","91306","34.218752000000002","-118.572287","Land Use","3"
"15305 W Lanark Street",,"CA","91406","34.218001299999997","-118.4675276","CRA","46"
"8561 Columbus Avenue",,"CA","91343","34.226462699999999","-118.46567159999999","Major Projects","63"
"1901 W 7th Street",,"CA","90057","34.055740700000001","-118.2748053","Major Projects","89"
"12005 S Broadway",,"CA","90061","33.923601699999999","-118.2782416","Land Use","1"
"12005 S Broadway",,"CA","90061","33.923601699999999","-118.2782416","Major Projects","9"
"240 S Westlake Avenue",,"CA","90057","34.063758100000001","-118.2700825","Major Projects","113"
"831 W 70th Street",,"CA","90044","33.976822599999998","-118.2877696","Major Projects","24"
"831 W 70th Street",,"CA","90044","33.976822599999998","-118.2877696","Land Use","9"
"820 S Burlington Avenue",,"CA","90017","34.052723499999999","-118.27454299999999","Major Projects","20"
"510 Alexandria Avenue",,"CA","90020","34.065028099999999","-118.2975658","Major Projects","15"
"501-511 S Bonnie Brae",,"CA","90057","34.059142000000001","-118.272367","CRA","26"
"1020 Kingsley Drive",,"CA","90006","34.052025899999997","-118.3028394","Major Projects","82"
"1015 N Kingsley Drive",,"CA","90029","34.088931199999998","-118.30461630000001","Major Projects","81"
"13751 W Sherman Way",,"CA","91405","34.201991999999997","-118.43279","CRA","41"
"13751 W Sherman Way",,"CA","91405","34.201991999999997","-118.43279","Land Use","6"
"975 N Vendome Street",,"CA","90026","34.084153800000003","-118.2747135","Major Projects","35"
"4774-4779 S Broadway Avenue",,"CA","90013","33.999341800000003","-118.2785044","Major Projects","25"
"7826 Topanga Canyon Boulevard",,"CA","91304","34.212766600000002","-118.60550979999999","Land Use","16"
"6651 Haskell Avenue",,"CA","91406","34.191620100000002","-118.4752809","Land Use","4"
"959 S Gramercy Place",,"CA","90019","34.053989299999998","-118.3135444","CRA","1"
"11777 Foothill Boulevard",,"CA","91342","34.2732472","-118.39222789999999","Bond","25"
"200 W 108th Street",,"CA","90061","33.938062299999999","-118.2764603","CRA","1"
"7507 Woodman Avenue",,"CA","91405","34.206779599999997","-118.431781","Land Use","9"
"15543 Rayen Street",,"CA","91343","34.232173600000003","-118.471394","Land Use","12"
"4211 Laurel Canyon Boulevard",,"CA","90405","34.147668899999999","-118.39682209999999","Land Use","4"
"101 Bridewell Street",,"CA","90042","34.112605100000003","-118.1781033","Land Use","31"
"5700 W 6th Street",,"CA","90036","34.064444700000003","-118.3529513","Major Projects","23"
"1156-1158 S Clark Drive",,"CA","90035","33.987218499999997","-118.46199319999999","CRA","40"
"6643 Haskell Avenue",,"CA","91406","34.191350900000003","-118.47523080000001","Land Use","4"
"1045 S Ardmore Avenue",,"CA","90006","34.120919600000001","-118.37572059999999","Land Use","15"
"235-245 Main Street",,"CA","90291","33.996602299999999","-118.4786478","Land Use","23"
"15150 Sherman Way",,"CA","91405","34.200882","-118.4631243","Land Use","13"
"9129 Tobias Avenue",,"CA","91402","34.236319000000002","-118.45217","Land Use","7"
"6525 Woodley Avenue",,"CA","91406","34.189487999999997","-118.48389539999999","Land Use","8"
"12300 Osborne Place",,"CA","91331","34.2602671","-118.40057849999999","Land Use","22"
"13603 Marina Pointe Drive",,"CA","90292","33.985540200000003","-118.4448713","Bond","117"
"221 W 11th Street",,"CA","90731","33.733953","-118.281904","Land Use","2"
"7266 Franklin Avenue",,"CA","90046","34.102919999999997","-118.347981","Land Use","18"
"7140 Bellaire Avenue",,"CA","91605","34.200485999999998","-118.408781","Land Use","6"
"13719 Oxnard Street",,"CA","91401","34.179865499999998","-118.4321961","Land Use","8"
"14153 Erwin Street",,"CA","91401","34.183907699999999","-118.4417377","Land Use","2"
"1615 Yosemite Drive",,"CA","90041","34.133276000000002","-118.202337","Land Use","8"
"4821 S Sepulveda Boulevard",,"CA","90230","34.000675800000003","-118.4034576","Land Use","4"
"722 N Orlando Avenue",,"CA","90069","34.084335199999998","-118.3727741","Land Use","3"
"825 Forest Avenue",,"CA","90033","34.049598899999999","-118.1988119","Bond","4"
"2500 W 4th Street",,"CA","90020","34.064015400000002","-118.27745299999999","Major Projects","23"
"2500 W 4th Street",,"CA","90057","34.064015400000002","-118.27745299999999","Land Use","5"
"7660 Beverly Boulevard",,"CA","90036","34.075543500000002","-118.35694030000001","Bond","56"
"735 S Gramercy Drive",,"CA","90005","34.058613000000001","-118.312501","Land Use","28"
"12569 Van Nuys Boulevard",,"CA","91331","34.277348099999998","-118.40706609999999","Land Use","13"
"7526 Simpson Avenue",,"CA","91605","34.207326999999999","-118.38869","Land Use","9"
"14121 Friar Street",,"CA","91401","34.185963999999998","-118.44086","Land Use","2"
"10711 Woodbridge Street",,"CA","91602","34.149087999999999","-118.364197","Land Use","6"
"4300 Beverly Glen Boulevard",,"CA","91423","34.148865000000001","-118.4459951","Land Use","10"
"9400 Maie Avenue",,"CA","90002","33.951665599999998","-118.2444689","Land Use","26"
"17102 Chatsworth Street",,"CA","91344","34.264476999999999","-118.50563","Land Use","3"
"1246 W 30th Street",,"CA","90066","34.027155","-118.290479","Land Use","35"
"23100 Avenue San Luis",,"CA","91364","34.161830999999999","-118.629435","Land Use","38"
"219 E Avenue 31",,"CA","90031","34.081218","-118.21317000000001","Land Use","1"
"36 Anchorage Street",,"CA","90292","33.9789618","-118.465239","Land Use","1"
"1316-1320 E 21st Street",,"CA","90011","34.021748600000002","-118.25207709999999","Major Projects","7"
"245 S Avenue 54",,"CA","90042","34.1046853","-118.1954267","Major Projects","8"
"555 W Cesar E Chavez Avenue",,"CA","90012","34.0601439","-118.24209430000001","Bond","15"
"555 W Cesar E Chavez Avenue",,"CA","90012","34.0601439","-118.24209430000001","Major Projects","7"
"1303 S Leland Street",,"CA","90731","33.732289999999999","-118.30149299999999","Land Use","1"
"13805 Sherman Way",,"CA","91405","34.201602800000003","-118.4337422","Land Use","6"
"7249 Baird Avenue",,"CA","91335","34.202610499999999","-118.5364008","Land Use","8"
"3325 Castle Heights Avenue",,"CA","90034","34.030632099999998","-118.4005176","Land Use","11"
"1052 S Mariposa Avenue",,"CA","90006","34.051081199999999","-118.2986113","Land Use","6"
"12330 Osborne Place",,"CA","91331","34.260019399999997","-118.4009148","Land Use","1"
"8616 Willis Avenue",,"CA","91402","34.226779999999998","-118.4547","Land Use","10"
"18405 S Vermont Avenue",,"CA","90248","33.863562100000003","-118.2909179","Land Use","9"
"11657 Oxnard Street",,"CA","91606","34.179834200000002","-118.3867229","Land Use","20"
"3839 Motor Avenue",,"CA","90232","34.019391900000002","-118.40338010000001","Land Use","4"
"9575 Laurel Canyon Boulevard",,"CA","91331","34.243076000000002","-118.4163777","Land Use","9"
"12100 W Sheldon Street",,"CA","91352","34.227455900000002","-118.41103889999999","Land Use","97"
"206 S Coronado",,"CA","90057","34.067644600000001","-118.2763933","Bond","4"
"13274 Dronfield & 10454 Amestoy Avenue",,"CA","91342","34.305827899999997","-118.4571974","Major Projects","24"
"3210 W Adams Boulevard",,"CA","90018","34.032274899999997","-118.3194491","Major Projects","27"
"1231 W Boulevard",,"CA","90019","34.033474099999999","-118.340529","Major Projects","8"
"3987 W 7th Street",,"CA","90005","34.060198100000001","-118.3141646","Major Projects","9"
"14825-14600 Parthenia Street",,"CA","91402","34.227057199999997","-118.4502976","Major Projects","12"
"913-915 E 50th Street",,"CA","90011","33.9978154","-118.25958780000001","Major Projects","6"
"14540 Blythe Street",,"CA","91402","34.2149286","-118.450472","Major Projects","24"
"722-738 S Coronado Street",,"CA","90057","34.057888400000003","-118.28247949999999","Major Projects","30"
"722-738 S Coronado Street",,"CA","90057","34.057888400000003","-118.28247949999999","CRA","1"
"727-737 S Carondelet Street",,"CA","90057","34.057596500000002","-118.2819186","Major Projects","23"
"200 N Bixel Street",,"CA","90026","34.062704699999998","-118.2551263","Major Projects","14"
"11047 Strathern Street",,"CA","91352","34.2161112","-118.37201109999999","Major Projects","13"
"12408 Van Nuys Boulevard",,"CA","91331","34.279011099999998","-118.4038767","Major Projects","24"
"12408 Van Nuys Boulevard",,"CA","91331","34.279011099999998","-118.4038767","NPP","8"
"345 4th Avenue",,"CA","90291","33.996254","-118.47421799999999","Major Projects","12"
"908-916 W Florence Avenue",,"CA","90044","33.974317900000003","-118.289715","Major Projects","9"
"319 Witmer Street",,"CA","90017","34.058588999999998","-118.264081","Major Projects","7"
"1721 W 8th Street",,"CA","90017","34.053421999999998","-118.274028","Major Projects","55"
"13436 Victory Boulevard",,"CA","91401","34.186332","-118.425629","Major Projects","7"
"13436 Victory Boulevard",,"CA","91401","34.186332","-118.425629","Land Use","1"
"4862 Twining Street",,"CA","90032","34.083251099999998","-118.1775298","Land Use","1"
"2203 E 1st Street",,"CA","90033","34.044918600000003","-118.21179619999999","Major Projects","62"
"725 Witmer Street",,"CA","90017","34.051781499999997","-118.2684277","Major Projects","32"
"1924 Argyle Avenue",,"CA","90068","34.106058400000002","-118.3248526","Major Projects","21"
"107 S Carondelet",,"CA","90054","34.068463999999999","-118.27514499999999","Major Projects","20"
"3317-3327 W Washington Boulevard",,"CA","90019","34.040218000000003","-118.320711","Major Projects","16"
"7843 N Vineland Place",,"CA","91352","34.213386","-118.370959","Major Projects","8"
"2605-2627 E Olympic Boulevard",,"CA","90023","34.025373000000002","-118.2215602","Major Projects","87"
"7317-7323 S Main Street/ 101 W 74th Street",,"CA","90003","33.972964400000002","-118.274191","Major Projects","14"
"517 S San Julian Street",,"CA","90013","34.044156000000001","-118.24561799999999","Major Projects","57"
"2328 W Temple Street",,"CA","90026","34.071058700000002","-118.2712183","Major Projects","15"
"2902 Maple Avenue",,"CA","90011","34.0208388","-118.2668001","Major Projects","4"
"738 S Union Avenue",,"CA","90017","34.052746399999997","-118.2715577","Major Projects","40"
"6309-6323 S 10th Avenue",,"CA","90043","33.982261999999999","-118.328329","Major Projects","14"
"1632 N Normandie Avenue",,"CA","90027","34.101022800000003","-118.30014540000001","Earthquake","12"
"1632 N Normandie Avenue",,"CA","90027","34.101022800000003","-118.30014540000001","Bond","13"
"418 N E Edgeware Road",,"CA","90026","34.065694999999998","-118.25466710000001","Bond","56"
"418 N E Edgeware Road",,"CA","90026","34.065694999999998","-118.25466710000001","Major Projects","50"
"6301 S Normandie Avenue",,"CA","90044","33.9819435","-118.300568","Major Projects","37"
"420-426 N Evergreen Avenue",,"CA","90033","34.044260800000004","-118.1996852","Major Projects","26"
"12000 Foothill Boulevard",,"CA","91342","34.276589000000001","-118.398297","Major Projects","24"
"8750 Memory Park Avenue",,"CA","91345","34.2297747","-118.46412719999999","Earthquake","53"
"14567 Dickens Street",,"CA","91403","34.150498800000001","-118.45103090000001","Major Projects","82"
"8758-8806  Topanga Canyon Boulevard",,"CA","91304","34.230249000000001","-118.60233700000001","Earthquake","16"
"2573-2577 S Spaulding Avenue",,"CA","90016","34.0329312","-118.3691042","Earthquake","1"
"2209 Michigan Avenue",,"CA","90033","34.046173400000001","-118.2108375","Major Projects","55"
