"month_reported","state","make","model","color","year","last_inspection_month","number_of_trips","multiple_tnps"
"2022-06","IL","Mazda","Cx-9","White","2019","2021-09","57","false"
"2022-06","IL","Pontiac","Vibe","Black","2009","2021-07","0","true"
"2022-06","IL","Kia","Telluride","Black","2022","2022-06","28","false"
"2022-06","IL","Mitsubishi","Outlander Sport","Blue","2012","2021-09","0","false"
"2022-06","IL","Toyota","Highlander","Black","2021","2022-04","0","false"
"2022-06","IL","Scion","Xb","Red","2014","2021-10","42","false"
"2022-06","IL","Mazda","Cx-9","Silver","2012","2022-04","0","false"
"2022-06","IL","Honda","Accord","Silver","2012","2022-06","0","false"
"2022-06","IL","Kia","Rio","Black","2021","2022-05","8","false"
"2022-06","IL","Toyota","Venza","Blue","2021","2021-09","0","false"
"2022-06","IL","Chevrolet","Equinox","Black","2015","2022-01","0","false"
"2022-06","IL","Chrysler","200","Gray","2015","2022-01","56","false"
"2022-06","IL","Kia","Sportage","Silver","2014","2021-12","0","false"
"2022-06","IL","Toyota","Sienna","Silver","2015","2021-11","0","false"
"2022-06","IL","Toyota","Prius","Silver","2021","2021-05","385","false"
"2022-06","IL","Chevrolet","Cruze","Blue","2014","2021-11","0","false"
"2022-06","IL","Ford","Fusion",,"2014","2022-04","0","false"
"2022-06","MI","Chevrolet","Malibu","Silver","2013","2021-12","361","false"
"2022-06","IL","Honda","Accord","Blue","2014","2022-01","13","false"
"2022-06","IL","Toyota","Rav4","Silver","2007","2021-09","83","false"
"2022-06","IL","Toyota","Highlander","Black","2020","2022-01","351","false"
"2022-06","IL","Toyota","Rav4 Hybrid","White","2017","2022-05","14","false"
"2022-06","IL","Tesla","Model 3","Blue","2022","2022-04","57","true"
"2022-06","IL","Kia","Optima","Brown","2012","2021-12","77","false"
"2022-06","IL","Toyota","Sienna","Gray","2017","2021-08","0","false"
"2022-06","IL","Kia","Optima","White","2014","2022-01","0","false"
"2022-06","IL","Hyundai","Elantra","Gray","2019",,"3","false"
"2022-06","IL","Lexus","Rx","White","2014","2022-06","81","false"
"2022-06","IL","Hyundai","Elantra","Silver","2017","2022-06","0","false"
"2022-06","IL","Chevrolet","Cruze","Silver","2019","2022-05","2","false"
"2022-06","IL","Gmc","Yukon Xl","Black","2018","2021-12","535","true"
"2022-06","IL","Nissan","Altima","Blue","2010","2022-06","2","false"
"2022-06","FL","Mitsubishi","Eclipse Cross","Silver","2020","2022-05","65","false"
"2022-06","IL","Acura","Mdx","Silver","2011","2021-10","0","false"
"2022-06","IL","Lincoln","Mkz","Black","2015","2022-01","239","true"
"2022-06","IL","Lincoln","Mks","White","2009","2021-07","0","false"
"2022-06","IL","Toyota","Prius","White","2015","2022-05","0","false"
"2022-06","IL","Chrysler","300","Gray","2012","2022-06","0","false"
"2022-06","IL","Kia","Soul","Black","2014","2022-06","0","false"
"2022-06","IL","Nissan","Murano","Silver","2020","2021-11","8","false"
"2022-06","IL","Ford","Escape Hybrid","Red","2022","2022-05","55","false"
"2022-06","IL","Ford","C-Max Hybrid","White","2014","2022-05","0","false"
"2022-06","IL","Hyundai","Elantra","Silver","2009","2022-03","343","false"
"2022-06","IL","Toyota","Rav4","White","2017","2021-07","0","false"
"2022-06","IL","Lincoln","Continental","Black","2017","2022-06","0","false"
"2022-06","IL","Chrysler","200","Black","2015","2022-06","166","false"
"2022-06","IL","Lincoln","Mkz","Black","2015","2021-12","0","false"
"2022-06","IL","Chevrolet","Equinox","Silver","2021","2021-07","12","false"
"2022-06","IL","Toyota","Camry","Silver","2007","2022-06","133","false"
"2022-06","IL","Toyota","Camry Hybrid","White","2013","2022-02","0","false"
"2022-06","IL","Hyundai","Santa Fe","Silver","2009","2022-01","144","false"
"2022-06","IL","Jeep","Renegade","Black","2018","2022-03","14","false"
"2022-06","IL","Toyota","Camry","White","2019","2021-11","0","false"
"2022-06","IL","Chevrolet","Equinox","Silver","2018","2021-08","65","false"
"2022-06","IL","Mazda","Cx-3","Red","2016","2022-06","22","false"
"2022-06","IL","Nissan","Rogue","Black","2017","2021-07","50","false"
"2022-06","IL","Toyota","Camry Hybrid","White","2018","2022-03","113","true"
"2022-06","IL","Ford","Fusion","Silver","2013","2021-10","0","false"
"2022-06","IL","Gmc","Acadia","Black","2011","2021-12","0","false"
"2022-06","IL","Jeep","Renegade","Blue","2018","2022-04","0","false"
"2022-06","IL","Toyota","Camry","White","2017","2021-10","0","true"
"2022-06","IL","Kia","Sorento","Black","2017","2022-01","16","false"
"2022-06","IL","Ford","Focus","Black","2016","2021-08","0","false"
"2022-06","IL","Chrysler","200","White","2015","2021-12","0","false"
"2022-06","IL","Toyota","Sienna","Silver","2021","2022-04","611","false"
"2022-06","IL","Acura","Mdx","Silver","2017","2022-06","13","false"
"2022-06","IL","Honda","Civic","Silver","2017","2022-03","0","false"
"2022-06","IL","Honda","Cr-V","White","2016","2022-04","65","true"
"2022-06","IL","Toyota","Prius","Silver","2013","2022-03","405","true"
"2022-06","IN","Ford","Fusion","Black","2019",,"1","false"
"2022-06","IL","Hyundai","Elantra","Black","2020","2021-10","0","false"
"2022-06","IL","Honda","Accord","Black","2019","2022-05","0","false"
"2022-06","IN","Toyota","Corolla","Blue","2022","2021-09","90","false"
"2022-06","IL","Chevrolet","Equinox","Silver","2015","2022-06","41","false"
"2022-06","IL","Kia","Optima","Tan","2014","2022-01","46","false"
"2022-06","IL","Nissan","Altima","Red","2013","2022-02","0","false"
"2022-06","IN","Kia","Optima","Black","2019","2021-08","0","false"
"2022-06","IL","Honda","Civic","Silver","2012","2022-03","0","false"
"2022-06","IL","Nissan","Maxima","Black","2012","2021-07","2","false"
"2022-06","IL","Toyota","Corolla","White","2020","2022-04","19","true"
"2022-06","IL","Ford","Fusion Hybrid","Silver","2018","2022-03","190","false"
"2022-06","IL","Honda","Civic Hatchback","Gray","2017","2022-03","54","false"
"2022-06","IL","Toyota","Prius","White","2014","2021-11","51","false"
"2022-06","IL","Toyota","Rav4","Silver","2017","2022-04","82","false"
"2022-06","FL","Toyota","Corolla","White","2021","2022-03","206","true"
"2022-06","IL","Chevrolet","Malibu","Blue","2018","2021-12","58","false"
"2022-06","IL","Nissan","Rogue","Silver","2017","2021-07","18","false"
"2022-06","IL","Honda","Cr-V","Black","2013","2022-06","16","false"
"2022-06","IL","Mercedes-Benz","Cla-Class","Silver","2014","2021-08","2","false"
"2022-06","IL","Chevrolet","Equinox","White","2018","2021-09","79","false"
"2022-06","IL","Jeep","Renegade","Silver","2016","2022-06","9","false"
"2022-06","IL","Ford","Escape","Red","2014","2022-03","0","false"
"2022-06","IL","Subaru","Forester","Black","2019","2022-03","28","false"
"2022-06","IL","Kia","Niro","Silver","2019","2022-02","147","true"
"2022-06","IL","Mercedes-Benz","Gls-Class","White","2018","2022-03","0","false"
"2022-06","IL","Hyundai","Elantra","Silver","2020","2022-06","1","false"
"2022-06","IL","Chevrolet","Tahoe","Black","2008","2022-02","0","false"
"2022-06","IL","Toyota","Rav4","Black","2014","2021-09","0","false"
"2022-06","IL","Nissan","Rogue","Silver","2020","2021-11","160","false"
"2022-06","CA","Tesla","Model 3","Blue","2022","2022-04","53","false"
"2022-06","IL","Hyundai","Tucson","Blue","2019","2022-01","136","true"
"2022-06","IL","Honda","Pilot","Black","2019","2021-08","0","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Black","2017","2022-03","685","false"
"2022-06","IL","Hyundai","Elantra","Black","2020","2022-03","32","false"
"2022-06","IL","Toyota","Prius","Black","2013","2022-04","237","false"
"2022-06","IL","Audi","Q5","Silver","2018","2022-06","0","false"
"2022-06","IL","Jeep","Compass","Silver","2019","2021-12","0","false"
"2022-06","IL","Nissan","Kicks","Black","2019","2022-01","229","true"
"2022-06","IL","Buick","Enclave","Silver","2013","2022-03","44","false"
"2022-06","IL","Toyota","Corolla","Gray","2019","2021-12","5","false"
"2022-06","IL","Chevrolet","Tahoe","Black","2007","2021-07","0","false"
"2022-06","IL","Chevrolet","Equinox","Red","2016","2022-03","47","false"
"2022-06","IL","Toyota","Camry","Gray","2013","2021-10","411","false"
"2022-06","IL","Toyota","Camry","Silver","2012","2022-05","9","false"
"2022-06","IL","Lincoln","Mkz","Black","2014","2022-05","0","false"
"2022-06","IL","Jeep","Cherokee","White","2019","2022-01","63","false"
"2022-06","IL","Toyota","Camry","Silver","2007","2022-07","24","false"
"2022-06","IL","Jeep","Renegade","Black","2020","2021-09","0","false"
"2022-06","IN","Ford","Explorer","White","2015","2021-07","1","false"
"2022-06","IL","Toyota","Camry","Blue","2014","2022-04","2","false"
"2022-06","IL","Lincoln","Mkz","Black","2016","2021-08","425","false"
"2022-06","IL","Toyota","Rav4","Silver","2022","2022-06","11","false"
"2022-06","IL","Bmw","X3","Blue","2022","2022-06","0","false"
"2022-06","IL","Lincoln","Mkz","Silver","2017","2022-05","156","false"
"2022-06","IL","Ford","Focus","Gray","2018","2022-04","42","false"
"2022-06","IL","Nissan","Altima","Red","2018","2022-05","44","false"
"2022-06","IL","Kia","Forte","Brown","2013","2022-05","265","false"
"2022-06","IL","Buick","Encore","Black","2021","2022-05","34","false"
"2022-06","IL","Ford","Escape","Black","2011","2021-07","108","false"
"2022-06","IL","Honda","Odyssey","White","2017","2022-01","147","true"
"2022-06","IL","Nissan","Versa","Silver","2021","2021-07","9","false"
"2022-06","MS","Hyundai","Elantra","Silver","2020","2022-04","88","false"
"2022-06","IL","Toyota","Camry","White","2020","2021-11","66","true"
"2022-06","IL","Toyota","Camry Hybrid","Black","2016","2021-11","105","false"
"2022-06","IL","Honda","Accord","Blue","2021","2021-06","0","false"
"2022-06","IL","Toyota","Camry","Blue","2017","2022-04","68","true"
"2022-06","IL","Ford","Escape","Silver","2008","2021-09","125","false"
"2022-06","IL","Toyota","Highlander Hybrid","Black","2021","2021-09","13","false"
"2022-06","IL","Honda","Odyssey","Silver","2009","2022-05","0","false"
"2022-06","IL","Nissan","Rogue","Silver","2017","2021-08","165","false"
"2022-06","IL","Mitsubishi","Galant","White","2009","2022-02","0","false"
"2022-06","IL","Honda","Civic","Brown","2013","2022-04","0","false"
"2022-06","IL","Kia","Optima","Black","2017","2021-09","6","false"
"2022-06","IN","Hyundai","Elantra","Blue","2017","2021-06","0","false"
"2022-06","IL","Nissan","Altima","Silver","2017","2022-01","119","false"
"2022-06","IL","Lexus","Rx Hybrid","Black","2006","2022-04","0","false"
"2022-06","IL","Kia","Sorento","Black","2014","2022-03","5","false"
"2022-06","IL","Ford","Focus","Silver","2008","2022-01","5","false"
"2022-06","IL","Toyota","Sienna","White","2021","2021-09","13","false"
"2022-06","IL","Chevrolet","Equinox","Blue","2016","2021-07","0","false"
"2022-06","IL","Toyota","Prius","White","2014","2021-11","50","false"
"2022-06","IN","Infiniti","G37","Silver","2012","2022-04","0","false"
"2022-06","IL","Mazda","Cx-5","Silver","2019","2021-09","91","false"
"2022-06","IL","Ford","Focus","White","2012","2021-11","83","false"
"2022-06","IL","Chevrolet","Malibu","Silver","2014","2022-06","12","false"
"2022-06","IL","Honda","Accord","White","2015","2022-03","181","true"
"2022-06","IL","Ford","Focus","Silver","2018","2021-07","33","false"
"2022-06","IL","Nissan","Altima","White","2017","2021-12","150","true"
"2022-06","IL","Toyota","Highlander","White","2012","2022-04","56","false"
"2022-06","IL","Volkswagen","Passat","Black","2013","2022-01","6","false"
"2022-06","IL","Honda","Civic","Gray","2014","2021-06","0","false"
"2022-06","IL","Honda","Civic","Gray","2014","2021-06","0","false"
"2022-06","IL","Chevrolet","Traverse","Black","2020","2022-04","161","false"
"2022-06","IL","Toyota","Camry","Silver","2017","2022-03","602","false"
"2022-06","IL","Honda","Cr-V","White","2018","2021-11","161","true"
"2022-06","IL","Toyota","Prius C","Silver","2012","2022-02","0","false"
"2022-06","IL","Chrysler","Town And Country","Silver","2012","2021-09","185","false"
"2022-06","IL","Toyota","Camry","Black","2018","2021-09","0","false"
"2022-06","IL","Ford","Ecosport","White","2019","2021-08","0","false"
"2022-06","IL","Nissan","Rogue","Gray","2017","2021-12","127","false"
"2022-06","IL","Audi","Q5","Blue","2012","2021-09","65","false"
"2022-06","IL","Lexus","Rx","Black","2009","2022-01","0","false"
"2022-06","IL","Chevrolet","Cruze","Black","2016","2021-06","0","false"
"2022-06","FL","Buick","Encore","Brown","2018",,"407","false"
"2022-06","IL","Toyota","Camry","Silver","2012","2022-03","0","false"
"2022-06","IL","Toyota","Camry","Silver","2012","2022-03","0","false"
"2022-06","IL","Toyota","Camry Hybrid","White","2022","2021-10","152","false"
"2022-06","IL","Chevrolet","Equinox","Red","2018","2022-03","0","false"
"2022-06","IL","Toyota","Corolla","Gray","2020","2022-02","174","false"
"2022-06","IL","Honda","Cr-V","Silver","2021","2022-05","49","false"
"2022-06","IL","Chevrolet","Sonic","Black","2018","2021-09","0","false"
"2022-06","IL","Kia","Niro Ev","Black","2022","2022-06","133","false"
"2022-06","IL","Toyota","Camry Hybrid","White","2017","2022-06","51","true"
"2022-06","IL","Honda","Cr-V","Brown","2013","2022-06","29","false"
"2022-06","IL","Toyota","Camry Hybrid","Silver","2020","2022-03","238","false"
"2022-06","IL","Toyota","Prius","White","2010","2021-09","433","false"
"2022-06","IL","Toyota","Sienna","Silver","2022","2022-03","20","false"
"2022-06","IL","Toyota","Corolla","Blue","2014","2021-08","0","false"
"2022-06","IL","Hyundai","Tucson Hybrid","White","2022","2021-10","10","false"
"2022-06","IL","Honda","Pilot","Gray","2010","2022-04","0","false"
"2022-06","IL","Nissan","Kicks","Gray","2020","2022-06","52","false"
"2022-06","IL","Toyota","Camry","Blue","2016","2022-03","100","false"
"2022-06","IL","Mitsubishi","Outlander Sport","Red","2019","2021-11","0","false"
"2022-06","IL","Mitsubishi","Outlander Sport","Red","2019","2021-11","0","false"
"2022-06","IL","Honda","Cr-V","Silver","2012","2021-10","139","true"
"2022-06","IL","Nissan","Pathfinder","Red","2017","2022-04","282","true"
"2022-06","IL","Dodge","Grand Caravan","Gray","2019","2021-09","0","false"
"2022-06","IL","Honda","Accord Hybrid","Black","2018","2021-11","1","false"
"2022-06","IL","Toyota","Rav4","Black","2020","2021-11","0","true"
"2022-06","IL","Lincoln","Mks","White","2012","2021-08","10","false"
"2022-06","IL","Honda","Pilot","Gray","2015","2022-03","0","false"
"2022-06","IN","Toyota","Corolla","Silver","2013","2022-05","181","false"
"2022-06","IL","Toyota","Highlander","Silver","2019","2021-11","75","false"
"2022-06","IL","Kia","Niro","Silver","2018","2022-04","563","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Silver","2017","2021-12","0","false"
"2022-06","IL","Hyundai","Santa Fe","White","2021","2022-04","0","false"
"2022-06","IL","Chrysler","Town And Country","Silver","2012","2021-07","4","false"
"2022-06","IL","Hyundai","Tucson","Blue","2021","2021-11","1","false"
"2022-06","IL","Ford","Focus","White","2012","2022-03","6","false"
"2022-06","IL","Ford","Fusion Hybrid","Silver","2018","2021-12","3","false"
"2022-06","IL","Toyota","Highlander","Blue","2021","2022-06","26","false"
"2022-06","IL","Volkswagen","Passat","Blue","2018","2022-02","0","true"
"2022-06","IL","Toyota","Camry","White","2020","2022-02","0","true"
"2022-06","IL","Mercedes-Benz","M-Class","Silver","2015","2022-05","186","false"
"2022-06","IL","Mercedes-Benz","Glc-Class","Black","2019","2022-06","53","false"
"2022-06","IL","Toyota","Sienna","Black","2015","2022-05","333","true"
"2022-06","IL","Hyundai","Elantra","Black","2020","2021-10","4","false"
"2022-06","IL","Toyota","Sienna","White","2021","2022-02","577","false"
"2022-06","IL","Toyota","Corolla","Black","2015","2022-04","336","true"
"2022-06","IL","Ford","Explorer","Black","2016","2021-07","0","false"
"2022-06","IL","Acura","Mdx","Black","2020","2022-06","52","true"
"2022-06","TX","Toyota","Highlander Hybrid","Silver","2008","2022-05","338","false"
"2022-06","IL","Lexus","Is","Black","2007","2022-05","0","false"
"2022-06","IL","Chevrolet","Malibu","Black","2020","2022-03","137","false"
"2022-06","IL","Toyota","Sienna","Silver","2013","2021-12","55","false"
"2022-06","IL","Toyota","Highlander Hybrid","Silver","2021","2021-10","11","false"
"2022-06","IL","Hyundai","Tucson","Blue","2010","2021-10","31","false"
"2022-06","IL","Nissan","Altima","Black","2015","2022-03","190","false"
"2022-06","IL","Hyundai","Sonata","Blue","2022","2022-03","0","false"
"2022-06","IL","Lincoln","Mkz","Black","2018","2021-12","0","false"
"2022-06","IL","Toyota","Prius","White","2012","2022-05","269","true"
"2022-06","WA","Subaru","Impreza","White","2021","2022-03","0","false"
"2022-06","MI","Kia","Forte","Black","2021","2022-04","831","true"
"2022-06","IL","Toyota","Camry","Silver","2010","2021-08","68","false"
"2022-06","IL","Hyundai","Elantra","Brown","2013","2021-10","38","false"
"2022-06","IL","Toyota","Camry Hybrid","Green","2013","2021-12","159","false"
"2022-06","IL","Honda","Accord","Blue","2011","2022-03","8","true"
"2022-06","IL","Gmc","Yukon Denali","Black","2008","2022-05","25","false"
"2022-06","IL","Toyota","Corolla","Red","2008","2022-06","185","false"
"2022-06","IL","Chevrolet","Tahoe","Tan","2007","2022-01","80","false"
"2022-06","IL","Toyota","Camry","White","2019","2022-07","0","false"
"2022-06","IL","Chevrolet","Malibu","White","2017","2021-12","0","false"
"2022-06","IL","Toyota","Corolla","Black","2020","2022-04","222","false"
"2022-06","IL","Toyota","Sienna","Silver","2022","2021-11","308","false"
"2022-06","TX","Nissan","Altima","Gray","2020",,"4","false"
"2022-06","IL","Honda","Pilot","Silver","2022","2021-10","69","false"
"2022-06","IL","Jeep","Renegade","Black","2018","2021-09","53","false"
"2022-06","IL","Toyota","Rav4","Red","2021","2022-02","231","false"
"2022-06","IL","Toyota","Prius","Black","2013","2022-06","29","true"
"2022-06","IL","Nissan","Armada","Black","2012","2022-02","91","false"
"2022-06","IL","Audi","A6","Black","2011","2021-10","0","false"
"2022-06","IL","Toyota","Corolla Hybrid","White","2022","2022-02","82","false"
"2022-06","IL","Toyota","Corolla","Red","2018","2022-04","0","false"
"2022-06","IL","Ford","Escape","Blue","2008","2021-07","76","false"
"2022-06","IL","Lincoln","Mkz","Black","2017","2022-05","142","false"
"2022-06","IL","Kia","Forte","Silver","2013","2022-04","0","false"
"2022-06","IL","Honda","Accord Hybrid","Black","2020","2022-04","520","true"
"2022-06","IL","Ford","Fusion","Black","2015","2022-05","254","false"
"2022-06","IL","Toyota","Camry","Blue","2016","2021-09","315","false"
"2022-06","IL","Toyota","Corolla","Red","2010","2022-06","0","false"
"2022-06","IL","Toyota","Camry","Silver","2017","2022-04","35","false"
"2022-06","IL","Cadillac","Ct6","White","2018","2022-04","6","false"
"2022-06","WI","Toyota","Prius","Silver","2022",,"0","false"
"2022-06","IL","Chevrolet","Tahoe","Silver","2017","2022-03","123","false"
"2022-06","IL","Nissan","Sentra","Black","2013","2022-02","271","false"
"2022-06","IL","Nissan","Sentra","Black","2021","2021-08","15","false"
"2022-06","IL","Kia","Sportage","Silver","2020","2022-05","0","false"
"2022-06","IL","Jeep","Cherokee","Brown","2017","2022-01","0","false"
"2022-06","IL","Scion","Xb","White","2012","2022-02","196","false"
"2022-06","IL","Honda","Cr-V","Black","2021","2022-06","0","false"
"2022-06","IL","Toyota","Corolla","Silver","2010","2022-02","306","false"
"2022-06","IL","Ford","Transit Connect Wagon","Gray","2019","2021-11","0","false"
"2022-06","IL","Gmc","Yukon Xl","Black","2021","2021-11","4","false"
"2022-06","IL","Toyota","Highlander","Silver","2019","2022-05","0","false"
"2022-06","IL","Toyota","Rav4","Silver","2014","2021-07","0","false"
"2022-06","IL","Toyota","Camry","Silver","2014","2021-08","119","false"
"2022-06","IL","Acura","Mdx","Black","2014","2022-04","165","true"
"2022-06","IL","Honda","Cr-V","Black","2021","2022-05","312","true"
"2022-06","IL","Honda","Accord","Silver","2018","2022-01","0","false"
"2022-06","IL","Nissan","Sentra","Silver","2015","2022-06","17","false"
"2022-06","IL","Nissan","Altima","Black","2020","2021-08","0","true"
"2022-06","IL","Porsche","Macan","Silver","2017","2022-04","1","false"
"2022-06","OH","Toyota","Camry","Silver","2021","2022-03","125","false"
"2022-06","IL","Infiniti","Qx80","Silver","2015","2022-03","0","false"
"2022-06","IL","Hyundai","Elantra","Black","2021","2021-07","16","true"
"2022-06","IL","Chevrolet","Traverse","White","2021","2022-05","18","false"
"2022-06","IL","Honda","Accord","White","2020","2022-04","457","false"
"2022-06","IL","Hyundai","Kona","Red","2022","2022-04","0","false"
"2022-06","IL","Ford","Fusion Hybrid","Black","2013","2022-05",,"true"
"2022-06","IL","Tesla","Model 3","Black","2022","2022-04","177","false"
"2022-06","IL","Hyundai","Santa Fe","White","2020","2022-06","123","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Silver","2018","2021-06","204","false"
"2022-06","IL","Toyota","Camry","Black","2011","2022-02","34","true"
"2022-06","IL","Volkswagen","Passat","Blue","2017","2021-07","108","false"
"2022-06","IL","Acura","Mdx","Black","2016","2021-08","206","true"
"2022-06","IL","Toyota","Camry","Red","2016","2022-03","10","false"
"2022-06","IL","Ford","Escape","Red","2021","2021-11","13","true"
"2022-06","MD","Kia","Optima","Silver","2020","2021-09","26","false"
"2022-06","IL","Toyota","Corolla","Silver","2015","2022-06","258","false"
"2022-06","IL","Ford","Escape","Gray","2014","2021-08","0","false"
"2022-06","IL","Toyota","Camry Hybrid","Blue","2016","2021-08","47","false"
"2022-06","IL","Chevrolet","Equinox","Red","2016","2021-11","9","false"
"2022-06","IL","Lexus","Nx","Black","2019","2022-05","157","true"
"2022-06","IL","Hyundai","Elantra","Silver","2021","2022-05","0","false"
"2022-06","IL","Honda","Cr-V","Silver","2019","2022-01","0","false"
"2022-06","IL","Chevrolet","Equinox","Gold","2019","2022-01","29","false"
"2022-06","IL","Jeep","Grand Cherokee","White","2013","2022-02","94","false"
"2022-06","IL","Toyota","Camry","White","2011","2022-05","237","true"
"2022-06","IL","Honda","Civic","Gray","2017","2022-02","0","false"
"2022-06","IL","Jeep","Grand Cherokee","White","2007","2022-06","2","false"
"2022-06","IL","Nissan","Altima","Silver","2011","2021-07","21","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Black","2022","2022-03","250","true"
"2022-06","IL","Toyota","Camry","White","2014","2022-05","117","false"
"2022-06","IN","Chevrolet","Cruze","Red","2014","2021-10","0","false"
"2022-06","OH","Bmw","5-Series","Black","2017","2022-02","379","false"
"2022-06","IL","Toyota","Prius","Black","2017","2022-04","12","true"
"2022-06","IN","Mitsubishi","Outlander Sport","Black","2018","2021-10","53","false"
"2022-06","IL","Lincoln","Mkc","White","2015","2021-08","14","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Silver","2016","2021-10","0","false"
"2022-06","IL","Cadillac","Srx","Black","2016","2022-06","0","false"
"2022-06","IL","Hyundai","Elantra","Blue","2016","2022-01","160","false"
"2022-06","IL","Toyota","Avalon","Silver","2014","2022-03","14","false"
"2022-06","WI","Toyota","Corolla Hybrid","Gray","2022",,"1","false"
"2022-06","IL","Toyota","Prius","White","2015","2022-04","283","true"
"2022-06","IL","Toyota","Rav4","White","2020","2021-08","298","false"
"2022-06","IL","Nissan","Versa Note","Blue","2015","2021-08","53","true"
"2022-06","IL","Ford","Explorer","Silver","2021","2021-12","0","false"
"2022-06","IL","Toyota","Sienna","Gray","2019","2022-03","0","false"
"2022-06","IL","Toyota","Prius V","Red","2014","2022-01","21","false"
"2022-06","IL","Dodge","Journey","Black","2015","2021-07","42","true"
"2022-06","IL","Honda","Civic","Blue","2006","2021-10","0","false"
"2022-06","IL","Toyota","Rav4","Silver","2013","2021-06","0","false"
"2022-06","IL","Volkswagen","Jetta","Orange","2019","2022-06","13","true"
"2022-06","IL","Honda","Accord","Silver","2009","2022-05","597","false"
"2022-06","IL","Toyota","Camry","Black","2018","2022-01","4","false"
"2022-06","IL","Toyota","Rav4 Hybrid","Black","2021","2021-12","225","false"
"2022-06","IL","Toyota","Camry Hybrid","Black","2015","2022-05","0","false"
"2022-06","FL","Kia","Forte","Silver","2021","2022-04","35","false"
"2022-06","IL","Toyota","Prius","Black","2012","2021-07","0","true"
"2022-06","IL","Hyundai","Elantra","White","2016","2021-12","218","true"
"2022-06","IL","Ford","Fusion","Black","2012","2022-04","43","false"
"2022-06","IL","Ford","Fusion","White","2010","2022-05","35","false"
"2022-06","IL","Jeep","Cherokee","Silver","2022","2022-04","5","false"
"2022-06","IL","Honda","Accord Hybrid","Silver","2020","2021-11","33","false"
"2022-06","WI","Toyota","Camry","Silver","2013","2022-05","0","false"
"2022-06","IL","Honda","Civic","Gray","2013","2022-01","0","false"
"2022-06","IL","Toyota","Corolla","White","2018","2022-01","0","false"
"2022-06","IL","Toyota","Corolla","White","2018","2022-01","0","false"
"2022-06","IL","Toyota","Prius","Silver","2018","2021-09","0","false"
"2022-06","IL","Nissan","Altima","Burgundy","2017","2021-08","23","false"
"2022-06","IL","Toyota","Camry","White","2016","2022-03","382","false"
"2022-06","IL","Hyundai","Elantra","Silver","2015","2022-03","53","false"
"2022-06","IL","Toyota","Camry","Silver","2018","2021-08","108","false"
"2022-06","IL","Dodge","Charger","Gray","2011","2022-04","6","false"
"2022-06","IL","Toyota","Corolla","Silver","2009","2021-10","96","true"
"2022-06","IL","Toyota","Camry","White","2012","2021-11","51","false"
"2022-06","IL","Kia","Soul","Red","2011","2022-05","1","false"
"2022-06","IL","Chevrolet","Traverse","Silver","2011","2021-11","0","false"
"2022-06","IL","Lincoln","Mkz Hybrid","Black","2015","2021-12","0","false"
"2022-06","IN","Dodge","Grand Caravan","Black","2016","2022-02","200","false"
"2022-06","IL","Volkswagen","Passat","Silver","2016","2021-09","18","true"
"2022-06","IL","Volkswagen","Jetta","Black","2011","2022-01","0","true"
"2022-06","IL","Toyota","Sienna Hybrid","Red","2021","2021-10","3","false"
"2022-06","IL","Toyota","Corolla","Red","2015","2022-02","97","false"
"2022-06","IL","Toyota","Prius","Red","2011","2022-04",,"true"
"2022-06","IL","Lexus","Es","Burgundy","2008","2022-05","0","false"
"2022-06","IL","Dodge","Grand Caravan","White","2019","2022-02","340","true"
"2022-06","IL","Subaru","Outback","Silver","2021","2022-05","10","true"
"2022-06","IL","Buick","Encore","Black","2020","2021-07","0","false"
"2022-06","IL","Honda","Odyssey","Black","2008","2022-04","0","false"
"2022-06","IL","Chevrolet","Suburban","White","2016","2021-09","0","false"
"2022-06","MO","Toyota","Prius","Silver","2008","2021-08","57","false"
"2022-06","IL","Lincoln","Aviator","Black","2022","2022-04","51","false"
"2022-06","AZ","Nissan","Sentra","Silver","2019","2021-08","104","false"
"2022-06","IL","Volkswagen","Passat","White","2018","2021-08","0","false"
"2022-06","IL","Toyota","Rav4","Gray","2021","2021-11","15","false"
"2022-06","IL","Toyota","Highlander","Red","2007","2021-07","89","false"
"2022-06","IN","Ford","Taurus","White","2013","2022-07","7","false"
"2022-06","IL","Dodge","Avenger","Red","2008","2022-04","215","false"
"2022-06","IL","Hyundai","Kona","Silver","2018","2022-01","30","false"
"2022-06","IL","Nissan","Murano","White","2007","2021-12","0","true"
"2022-06","AZ","Nissan","Altima","Silver","2021","2022-06","107","false"
"2022-06","IL","Honda","Pilot","White","2018","2022-05","155","true"
"2022-06","IL","Honda","Accord","Silver","2022","2022-05","203","false"
"2022-06","IL","Mitsubishi","Outlander","Black","2022","2021-12","419","false"
"2022-06","IL","Mazda","Mazda3","White","2018","2022-03","0","true"
"2022-06","IL","Toyota","Corolla","Gray","2022","2022-05","35","false"
"2022-06","IN","Kia","Soul","White","2018","2021-07","41","false"
"2022-06","WI","Honda","Cr-V","Gray","2019",,"1","false"
"2022-06","IL","Buick","Encore","Silver","2017","2021-07","2","false"
"2022-06","IL","Tesla","Model 3","Blue","2022","2022-04","161","false"
