"pin","property_class","tax_year","neighborhood_code","land_square_feet","town_code","type_of_residence","apartments","wall_material","roof_material","rooms","bedrooms","basement","basement_finish","central_heating","other_heating","central_air","fireplaces","attic_type","attic_finish","half_baths","design_plan","cathedral_ceiling","construction_quality","renovation","site_desireability","garage_1_size","garage_1_material","garage_1_attachment","garage_1_area","garage_2_size","garage_2_material","garage_2_attachment","garage_2_area","porch","other_improvements","building_square_feet","repair_condition","multi_code","number_of_commercial_units","prior_tax_year_market_value","prior_tax_year_market_value_1","sale_date","deed_no","sale_price","longitude","latitude","census_tract","total_building_square_feet","multi_property_indicator","property_address","modeling_group","full_baths","age","use","number_of_units","percent_ownership","condo_class_factor","multi_family_indicator","large_lot","geocoded_column"
"1123030520000","295","2018","31","3674","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","10100","438540",,,,"-88.1338326508488","42.1266318389032","804202",,"0","813  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1338326508488 42.1266318389032)"
"1123030530000","295","2018","31","3689","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10140","503070",,,,"-88.1338303494603","42.1267661417488","804202",,"0","815  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1338303494603 42.1267661417488)"
"1123030540000","295","2018","31","3573","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","9820","438820",,,,"-88.135268767495","42.1277301395071","804202",,"0","523  BRIDGESTONE CT INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.135268767495 42.1277301395071)"
"1123030550000","295","2018","31","2836","10","2","0","3","1","9","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2786","2","2","0","7790","492010",,,,"-88.1352965540867","42.1276126728746","804202",,"0","525  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1352965540867 42.1276126728746)"
"1123030560000","295","2018","31","3041","10","2","0","3","1","9","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2786","2","2","0","8360","441920",,,,"-88.1353220292228","42.1275049799787","804202",,"0","527  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1353220292228 42.1275049799787)"
"1123030570000","295","2018","31","3556","10","2","0","3","1","7","3","1","1","1","5","1","1","2","3","1","2","1","2",,"2","3","2","1","1","7","0","0","0",,"0","2746","2","2","0","9770","438870",,,,"-88.1353518852084","42.1273843146935","804202",,"0","529  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1353518852084 42.1273843146935)"
"1133050241021","299","2018","24","593392","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46670","434430",,,,"-88.1354888050523","42.1165054602449","804202",,"0","28  KINGSBOROUGH  COVE  INVERNESS","NCHARS","1","10","1","39","0.03","299",,"1","POINT (-88.1354888050523 42.1165054602449)"
"1123030580000","295","2018","31","3705","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10180","503070",,,,"-88.135538529179","42.1272067031998","804202",,"0","531  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.135538529179 42.1272067031998)"
"1133050241032","299","2018","24","593392","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46500","432910",,,,"-88.1354888050523","42.1165054602449","804202",,"0","1  CARLETON CT INVERNESS","NCHARS","1","10","1","39","0.03","299",,"1","POINT (-88.1354888050523 42.1165054602449)"
"1123030590000","295","2018","31","3567","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","9800","438840",,,,"-88.1355794736934","42.1270772363198","804202",,"0","533  BRIDGESTONE CT INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1355794736934 42.1270772363198)"
"1123030600000","295","2018","31","3699","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","3","0","10170","438470",,,,"-88.1348505865086","42.1269552676859","804202",,"0","530  BRIDGESTONE CT INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1348505865086 42.1269552676859)"
"1133050241037","299","2018","24","593392","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46500","432910",,,,"-88.1354888050523","42.1165054602449","804202",,"0","19  LOCH BROOK  INVERNESS","NCHARS","1","10","1","39","0.03","299",,"1","POINT (-88.1354888050523 42.1165054602449)"
"1123030610000","295","2018","31","3642","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2925","2","2","0","10010","452460",,,,"-88.1348193738515","42.127087109956","804202",,"0","528  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1348193738515 42.127087109956)"
"1123030620000","295","2018","31","3620","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3403","2","2","0","9950","489960",,,,"-88.1348644988129","42.127323931602","804202",,"0","526  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1348644988129 42.127323931602)"
"1123030630000","295","2018","31","2844","10","2","0","3","1","9","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2786","2","2","0","7820","458680",,,,"-88.134827728876","42.1274409759285","804202",,"0","524  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.134827728876 42.1274409759285)"
"1241000631045","299","2018","24","1758562","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44970","728280",,,,"-88.135417265175","42.1066419194999","804202",,"0","500  HADDINGTON CIR INVERNESS","NCHARS","1","10","1","120","0.01","299",,"1","POINT (-88.135417265175 42.1066419194999)"
"1123030640000","295","2018","31","2842","10","2","0","3","1","8","3","3","3","1","5","1","1","3",,"1","2","1","2",,"2","3","1","1","1","7","0","0","0",,"0","2684","2","2","0","7810","433050",,,,"-88.1347954691158","42.1275439442873","804202",,"0","522  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1347954691158 42.1275439442873)"
"1123030650000","295","2018","31","3614","10","2","0","3","1","7","3","1","1","1","5","1","1","3",,"1","2","2","2",,"2","3","3","1","1","7","0","0","0",,"0","2925","2","2","0","9930","452540",,,,"-88.134758840796","42.1276608632686","804202",,"0","520  BRIDGESTONE CT INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.134758840796 42.1276608632686)"
"1123030660000","295","2018","31","3685","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","3040","2","2","0","10130","437700",,,,"-88.1338172823486","42.1269760601721","804202",,"0","817  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1338172823486 42.1269760601721)"
"1123030670000","295","2018","31","3690","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10140","503070",,,,"-88.1338167933161","42.1271106302062","804202",,"0","819  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1338167933161 42.1271106302062)"
"1123030680000","295","2018","31","3689","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10140","503070",,,,"-88.133817932275","42.1279293795207","804202",,"0","825  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.133817932275 42.1279293795207)"
"1123030690000","295","2018","31","3356","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","9220","439420",,,,"-88.1338367634448","42.1280588051865","804202",,"0","827  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1338367634448 42.1280588051865)"
"1123030700000","295","2018","31","3639","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","10000","438640",,,,"-88.1343508659906","42.125103119443","804202",,"0","727  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1343508659906 42.125103119443)"
"1123030710000","295","2018","31","2919","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2684","2","2","0","8020","432840",,,,"-88.1345108869893","42.1251020461833","804202",,"0","725  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1345108869893 42.1251020461833)"
"1123030720000","295","2018","31","2921","10","2","0","3","1","9","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2786","2","2","0","8030","442250",,,,"-88.1346527804926","42.1251010947819","804202",,"0","723  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1346527804926 42.1251010947819)"
"1123030730000","295","2018","31","3797","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10440","503070",,,,"-88.1348152913544","42.1251000042814","804202",,"0","721  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1348152913544 42.1251000042814)"
"1123030740000","295","2018","31","3560","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","9790","438850",,,,"-88.1367984037099","42.1251880761892","804202",,"0","701  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1367984037099 42.1251880761892)"
"1123030750000","295","2018","31","2894","10","2","0","3","1","9","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","1","1","1","7","0","0","0",,"0","2786","2","3","0","7950","442330",,,,"-88.1366520260799","42.1251437531598","804202",,"0","703  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1366520260799 42.1251437531598)"
"1123030760000","295","2018","31","2886","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","1","1","1","7","0","0","0",,"0","2684","2","2","0","7930","432930",,,,"-88.1365203514669","42.1251043401578","804202",,"0","705  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1365203514669 42.1251043401578)"
"1123030770000","295","2018","31","3503","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","9630","503070","2017-06-05T00:00:00.000","1715617078","638000","-88.1363723505612","42.1250628905493","804202",,"0","707  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1363723505612 42.1250628905493)"
"1123030780000","295","2018","31","3689","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","3040","2","2","0","10140","437700",,,,"-88.1338268622834","42.1254028320248","804202",,"0","801  STONE CANYON CIR INVERNESS","SF","3","13","1","1","1.00",,,"0","POINT (-88.1338268622834 42.1254028320248)"
"1133050241033","299","2018","24","593392","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46500","432910",,,,"-88.1354888050523","42.1165054602449","804202",,"0","5  CARLETON CT INVERNESS","NCHARS","1","10","1","39","0.03","299",,"1","POINT (-88.1354888050523 42.1165054602449)"
"1123030790000","295","2018","31","3684","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10130","503070",,,,"-88.1338057429242","42.1255361328995","804202",,"0","803  STONE CANYON CIR INVERNESS","SF","2","13","1","1","1.00",,,"0","POINT (-88.1338057429242 42.1255361328995)"
"1164000110000","241","2018","21","4748","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3560","0","2017-09-18T00:00:00.000","1726104231","1175000","-88.1836781837972","42.1160555462487","804201",,"0","134  BRINKER RD BARRINGTON HILLS","NCHARS","1","10","1","1","1.00","200",,"0","POINT (-88.1836781837972 42.1160555462487)"
"1123030800000","295","2018","31","3685","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","2","1","2","7","0","0","0",,"0","2382","2","2","0","10130","376950",,,,"-88.1364503742178","42.1259899607139","804202",,"0","624  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1364503742178 42.1259899607139)"
"1123030810000","295","2018","31","3545","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","2","2",,"2","3","1","1","2","7","0","0","0",,"0","2382","2","2","0","9740","377340",,,,"-88.1365140581095","42.1258661574231","804202",,"0","626  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1365140581095 42.1258661574231)"
"1123030820000","295","2018","31","3716","10","2","0","3","1","7","3","1","1","1","5","1","1","3",,"1","2","2","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10210","503070","2018-11-01T00:00:00.000","1830519392","1","-88.1360654426952","42.1271780408578","804202",,"0","608  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1360654426952 42.1271780408578)"
"1123030830000","295","2018","31","2832","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","2","7","0","0","0",,"0","2789","2","2","0","7780","442980",,,,"-88.1360895389591","42.1270597675989","804202",,"0","610  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1360895389591 42.1270597675989)"
"1123030840000","295","2018","31","2829","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","2","2",,"2","3","1","1","2","7","0","0","0",,"0","2382","2","2","0","7770","379310",,,,"-88.1361104048762","42.12695734807","804202",,"0","612  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1361104048762 42.12695734807)"
"1123030850000","295","2018","31","3744","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","2746","2","2","0","10290","438350",,,,"-88.1361346749972","42.1268382249694","804202",,"0","614  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1361346749972 42.1268382249694)"
"1123030860000","295","2018","31","3562","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","2","1","1","7","0","0","0",,"0","3494","2","2","0","9790","503070",,,,"-88.135107797058","42.1250797575397","804202",,"0","719  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.135107797058 42.1250797575397)"
"1123030870000","295","2018","31","3628","10","2","0","3","1","7","3","1","1","1","5","1","1","2","3","1","2","1","2",,"2","3","2","1","1","7","0","0","0",,"0","2746","2","2","0","9970","438670",,,,"-88.1352882914111","42.1250744620487","804202",,"0","717  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1352882914111 42.1250744620487)"
"1123030880000","295","2018","31","3590","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","2","7","0","0","0",,"0","2789","2","2","0","9870","440890",,,,"-88.1363031270265","42.1263118572246","804202",,"0","620  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1363031270265 42.1263118572246)"
"1123030890000","295","2018","31","3655","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","2","1","2","7","0","0","0",,"0","2789","2","2","0","10050","440710",,,,"-88.1363511022416","42.1261822404207","804202",,"0","622  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1363511022416 42.1261822404207)"
"1123030900000","295","2018","31","3806","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10460","503070",,,,"-88.1362289496635","42.1266432243797","804202",,"0","616  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1362289496635 42.1266432243797)"
"1123030910000","295","2018","31","3592","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","2382","2","2","0","9870","377210",,,,"-88.1362567577339","42.1265103698598","804202",,"0","618  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1362567577339 42.1265103698598)"
"1123030920000","295","2018","31","3653","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2789","2","2","0","10040","440720",,,,"-88.1358144896758","42.1278512303171","804202",,"0","600  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1358144896758 42.1278512303171)"
"1123030930000","295","2018","31","3658","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","2","2",,"2","3","1","1","1","7","0","0","0",,"0","2789","2","2","0","10050","440710",,,,"-88.1358425688833","42.1277184046392","804202",,"0","602  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1358425688833 42.1277184046392)"
"1123030940000","295","2018","31","3669","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10080","503070",,,,"-88.1337990212036","42.1258666082689","804202",,"0","807  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1337990212036 42.1258666082689)"
"1123030950000","295","2018","31","3756","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10320","503070",,,,"-88.1337974438705","42.1257311946027","804202",,"0","805  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1337974438705 42.1257311946027)"
"1123030960000","295","2018","31","3518","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","3040","2","2","0","9670","437700",,,,"-88.1338215042894","42.1275438293845","804202",,"0","823  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1338215042894 42.1275438293845)"
"1123030970000","295","2018","31","3879","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3494","2","2","0","10660","503070",,,,"-88.1338285065065","42.1274089819274","804202",,"0","821  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1338285065065 42.1274089819274)"
"1123030980000","295","2018","31","3697","10","2","0","3","1","8","3","3","3","1","5","1","1","3",,"0","2","2","2",,"2","3","2","1","2","7","0","0","0",,"0","3040","2","2","0","10160","437700",,,,"-88.1347468644438","42.1256028829752","804202",,"0","728  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1347468644438 42.1256028829752)"
"1133050241034","299","2018","24","593392","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46500","432910","2017-11-08T00:00:00.000","1731249006","465000","-88.1354888050523","42.1165054602449","804202",,"0","8  TORRIN ROCKS COVE  INVERNESS","NCHARS","1","10","1","39","0.03","299",,"1","POINT (-88.1354888050523 42.1165054602449)"
"1123030990000","295","2018","31","3550","10","1","0","3","1","7","2","3","3","1","5","1","0","3",,"1","2","2","2",,"2","3","2","1","2","7","0","0","0",,"0","2172","2","2","0","9760","350820",,,,"-88.1347603514069","42.1254710034233","804202",,"0","722  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1347603514069 42.1254710034233)"
"1123031000000","295","2018","31","3699","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","2382","2","2","0","10170","376910",,,,"-88.1359959952142","42.1273930875895","804202",,"0","606  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1359959952142 42.1273930875895)"
"1123031010000","295","2018","31","3722","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","2382","2","2","0","10230","376850",,,,"-88.1359222726987","42.1275151494747","804202",,"0","604  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1359222726987 42.1275151494747)"
"1123031020000","295","2018","31","3617","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","3494","2","2","0","9940","503070",,,,"-88.1338045680598","42.1261009295213","804202",,"0","809  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1338045680598 42.1261009295213)"
"1123031030000","295","2018","31","3757","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3403","2","2","0","10330","489960",,,,"-88.1338041461299","42.1262353922887","804202",,"0","811  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1338041461299 42.1262353922887)"
"1123031040000","295","2018","31","3745","10","2","0","3","1","6","2","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","2","7","0","0","0","1","0","2880","2","2","0","10290","447600",,,,"-88.1343253544807","42.1263004590422","804202",,"0","808  STONE CANYON CIR INVERNESS","SF","2","12","1","1","1.00",,,"0","POINT (-88.1343253544807 42.1263004590422)"
"1123031050000","295","2018","31","3626","10","2","0","3","1","8","3","1","3","1","5","1","1","3",,"0","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3040","2","2","0","9970","437700",,,,"-88.1343049489822","42.1261668565079","804202",,"0","810  STONE CANYON CIR INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1343049489822 42.1261668565079)"
"1123031060000","295","2018","31","3670","10","2","0","3","1","7","3","1","3","1","5","1","1","3",,"1","2","1","2",,"2","3","3","1","1","7","0","0","0",,"0","3513","2","2","0","10090","503070",,,,"-88.1355649696348","42.1268555240417","804202",,"0","535  BRIDGESTONE CT INVERNESS","SF","3","12","1","1","1.00",,,"0","POINT (-88.1355649696348 42.1268555240417)"
