"id","status","api_source","title","date_created","date_updated","address","house_number","house_unit","street_name","street_type","street_direction","zip_code","latitude","longitude","address_location"
"10416375","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2021-07-13T15:42:26.000","2021-07-14T10:09:59.000",,,,,,,,,,
"11526457","COMPLETED","Iframe","General Payment Question - Water Bill","2022-02-14T22:53:38.000","2022-02-14T22:53:38.000",,,,,,,,,,
"2091617","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2016-11-01T15:42:59.000","2016-11-04T13:25:26.000",,,,,,,,,,
"6298510","COMPLETED","gov.publicstuff.com","Overgrown Grass or Weeds","2019-06-25T12:52:14.000","2019-06-27T09:08:55.000","2000 Wesley","2000",,"Wesley Avenue",,,"60201","42.054105","-87.6916773","
,  
(42.054105, -87.6916773)"
"509291","COMPLETED","www.publicstuff.com","Ask A Question / Send A Message","2014-10-25T01:27:30.000","2015-06-07T09:15:09.000",,,,,,,,"42.045072","-87.687697","
,  
(42.045072, -87.687697)"
"3710030","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2018-01-29T11:58:33.000","2018-01-29T11:59:18.000",,,,,,,,,,
"4432481","COMPLETED","Iframe","Ask A Question / Send A Message","2018-06-29T10:12:52.000","2018-07-02T09:46:34.000","Evanston, IL, USA",,,"Evanston",,,,"42.0450722","-87.6876969","
,  
(42.0450722, -87.6876969)"
"9499220","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2021-02-04T11:59:10.000","2021-02-17T15:52:28.000",,,,,,,,,,
"3173543","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2017-09-12T13:15:11.000","2017-09-12T13:17:45.000",,,,,,,,,,
"2627945","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2017-05-11T12:19:21.000","2017-05-11T12:19:54.000",,,,,,,,,,
"1500254","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2016-04-01T12:41:36.000","2016-04-01T12:42:15.000",,,,,,,,,,
"1795486","COMPLETED","gov.publicstuff.com","Broken Parking Meter","2016-08-02T14:42:21.000","2016-08-03T16:00:40.000","Orrington snd Clark",,,"Orrington Avenue",,,"60201","42.0499037","-87.6798744","
,  
(42.0499037, -87.6798744)"
"11393429","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2022-01-16T17:54:20.000","2022-01-18T09:38:02.000",,,,,,,,,,
"11424262","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2022-01-24T09:07:01.000","2022-01-24T09:07:01.000",,,,,,,,,,
"414093","COMPLETED","www.publicstuff.com","Ask A Question / Send A Message","2014-07-11T10:53:53.000","2015-06-07T09:12:54.000",,,,,,,,"42.045072","-87.687697","
,  
(42.045072, -87.687697)"
"1289508","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2015-12-10T11:21:20.000","2015-12-10T11:22:52.000",,,,,,,,,,
"11328220","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2022-01-03T13:54:58.000","2022-01-03T13:54:58.000",,,,,,,,,,
"3927890","COMPLETED","gov.publicstuff.com","Child Seat Installation or Inspection","2018-03-20T15:13:46.000","2018-03-20T15:14:37.000",,,,,,,,,,
"2299861","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2017-01-27T14:28:45.000","2017-01-30T13:45:56.000","Oak and Grove",,,"Grove Street",,,"60201","42.0456046","-87.6868456","
,  
(42.0456046, -87.6868456)"
"11329633","COMPLETED","gov.publicstuff.com","Ask A Question / Send A Message","2022-01-03T16:45:47.000","2022-01-03T16:45:47.000",,,,,,,,,,
