"arrest_key","relates_incident_number","day_of_the_week","arrest_date","arrest_time","age","sex","race","ethnicity","arrest_type","weapon_code","street_number","street_name","city","location"
"57440","21009869","Thu","2021-11-25T00:00:00.000","1541","53","Male","Black",,"On View",,"1800","WESLEY AV","EVANSTON","
,  
(42.05126211492243, -87.69193616288665)"
"57439","21009856","Thu","2021-11-25T00:00:00.000","1433","27","Male","White",,"On View",,"400","CUSTER AV","EVANSTON","
,  
(42.02567374153297, -87.68040285750322)"
"57438","21009837","Wed","2021-11-24T00:00:00.000","0916","30","Male","White",,,,"900","CENTRAL ST/RIDGE AV","EVANSTON",
"57433","21007675","Tue","2021-11-23T00:00:00.000","1001","18","Male","Black","Not Hispanic","On View",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"57442","21009830","Tue","2021-11-23T00:00:00.000","2341","33","Male","Black",,"On View",,"700","HINMAN AV","EVANSTON","
,  
(42.03120005965063, -87.67720918731086)"
"57437","21009804","Tue","2021-11-23T00:00:00.000","1042","76","Male","Black","Not Hispanic","On View",,"1300","LAKE ST","EVANSTON","
,  
(42.04422055806083, -87.6911278992995)"
"57435","21009254","Tue","2021-11-23T00:00:00.000","1448","37","Male","White",,"On View",,"1800","RICHFIELD AV","HIGHLAND PARK",
"57436","21009792","Mon","2021-11-22T00:00:00.000","1738","46","Male","White","Not Hispanic","Taken into Custody",,"1400","HOWARD ST","EVANSTON","
,  
(42.019473609180395, -87.69283702200437)"
"57441","21009763","Mon","2021-11-22T00:00:00.000","0816","29","Male","Black","Not Hispanic","Taken into Custody",,"600","HOWARD ST","EVANSTON","
,  
(42.01943463768282, -87.6792278341139)"
"57430","21009755","Sun","2021-11-21T00:00:00.000","2306","40","Male","Black",,"On View",,"1400","CHICAGO AV","EVANSTON","
,  
(42.043834145158726, -87.6805179156112)"
"57429","21009719","Sat","2021-11-20T00:00:00.000","1446","24","Female","Black","Not Hispanic","On View",,"600","PITNER AV","EVANSTON","
,  
(42.02970321873427, -87.70567123224407)"
"57432","21009688","Fri","2021-11-19T00:00:00.000","0838","28","Male","Black",,"On View",,"100","RIDGE AV","EVANSTON","
,  
(42.020371528436314, -87.68474597263067)"
"57431","21009650","Wed","2021-11-17T00:00:00.000","2137","55","Male","White",,"On View",,"1000","BROWN AVE","EVANSTON","
,  
(42.036564968659945, -87.70079848297709)"
"57427","21009643","Wed","2021-11-17T00:00:00.000","1712","37","Female","Black","Unknown","On View",,"1600","SHERMAN AV","EVANSTON","
,  
(42.04762534077941, -87.68184688231727)"
"57425","21009549","Sun","2021-11-14T00:00:00.000","0949","40","Female","White",,"Taken into Custody",,"1600","SHERMAN AV","EVANSTON","
,  
(42.04762534077941, -87.68184688231727)"
"57426","21002222","Sun","2021-11-14T00:00:00.000","1938","32","Male","Black","Not Hispanic","Taken into Custody",,"1900","ASBURY AV","EVANSTON","
,  
(42.05288197871548, -87.69005060220009)"
"57424","21009534","Sat","2021-11-13T00:00:00.000","1525","52","Male","Black","Not Hispanic","Taken into Custody",,"7600","N SHERIDAN RD","CHICAGO",
"57423","21009532","Sat","2021-11-13T00:00:00.000","1505","52","Male","Black","Not Hispanic","Taken into Custody","Handgun","7700","N SHERIDAN RD","CHICAGO",
"57415","21009430","Wed","2021-11-10T00:00:00.000","0123","21","Female","Black",,"On View",,"1600","SIMPSON ST","EVANSTON","
,  
(42.05570849849246, -87.69495774898995)"
"57419","21009221","Wed","2021-11-10T00:00:00.000","1110","52","Male","Black",,"Taken into Custody",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"57418","21005751","Wed","2021-11-10T00:00:00.000","2200","50","Male","White",,"Taken into Custody",,"6900","LINCOLN AV","LINCOLNWOOD",
"57422","21009218","Tue","2021-11-09T00:00:00.000","2230","52","Male","Black","Not Hispanic","On View",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"57414","21009431","Tue","2021-11-09T00:00:00.000","2255","34","Male","White",,"On View",,"1600","MAPLE AV","EVANSTON","
,  
(42.047787847667465, -87.68513087112919)"
"57412","21009336","Sun","2021-11-07T00:00:00.000","0006","27","Male","White",,"On View",,"200","ASBURY AV/BRUMMEL ST","EVANSTON",
"57411","21009349","Sun","2021-11-07T00:00:00.000","1157","24","Male","White",,,,"2000","HARRISON ST","EVANSTON","
,  
(42.063325038654476, -87.70091311981778)"
"57420","21008487","Sat","2021-11-06T00:00:00.000","0908","46","Male","Black",,"On View",,"2700","S CALIFORNIA","CHICAGO",
"57409","21009308","Sat","2021-11-06T00:00:00.000","0323","42","Male","Black",,"On View",,"1900","EMERSON ST","EVANSTON","
,  
(42.05206625821078, -87.69968543110309)"
"57410","21009297","Fri","2021-11-05T00:00:00.000","2240","36","Female","Asian",,"On View",,"1400","DARROW AV","EVANSTON","
,  
(42.04375547473112, -87.697764973215)"
"57407","21009183","Thu","2021-11-04T00:00:00.000","0026","39","Female","Black",,"On View",,"700","WESLEY AV","EVANSTON","
,  
(42.0315745528552, -87.69233259020021)"
"57408","21009250","Thu","2021-11-04T00:00:00.000","1237","43","Male","Black","Not Hispanic","On View",,"2200","OAKTON ST","EVANSTON","
,  
(42.026486436562294, -87.70502033042754)"
"57416","21009263","Thu","2021-11-04T00:00:00.000","1838","32","Female","Black",,"Taken into Custody",,"1900","WARREN ST","EVANSTON","
,  
(42.027508516943165, -87.70014329502291)"
"57406","21009183","Thu","2021-11-04T00:00:00.000","0238","50","Male","Black","Not Hispanic","On View",,"700","WESLEY AV","EVANSTON","
,  
(42.0315745528552, -87.69233259020021)"
"57417","21009266","Thu","2021-11-04T00:00:00.000","1917","32","Female","Black",,"Taken into Custody",,"1900","WARREN ST","EVANSTON","
,  
(42.027508516943165, -87.70014329502291)"
"57421","21009261","Thu","2021-11-04T00:00:00.000","1700","32","Female","Black",,"On View",,"1900","WARREN ST","EVANSTON","
,  
(42.027508516943165, -87.70014329502291)"
"57404","21009193","Tue","2021-11-02T00:00:00.000","0800","46","Male","Black",,,,"1600","LAKE ST/FLORENCE AV","EVANSTON",
"57405","21009051","Tue","2021-11-02T00:00:00.000","1240","34","Male","Black",,"Taken into Custody",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"57402","21009132","Sun","2021-10-31T00:00:00.000","1357","16","Male","Black","Not Hispanic","On View","Other Firearm","1900","JACKSON AV","EVANSTON","
,  
(42.053065320921846, -87.69286778381841)"
"57403","21009148","Sun","2021-10-31T00:00:00.000","1222","33","Female","Black","Not Hispanic","On View",,"1800","EMERSON ST/DARROW AV","EVANSTON",
"57400","21009116","Sat","2021-10-30T00:00:00.000","1307","22","Male","White",,"On View",,"1600","DODGE AV","EVANSTON","
,  
(42.04771286124296, -87.69900335431777)"
"57399","21009113","Sat","2021-10-30T00:00:00.000","0112","40","Male","Black",,"On View",,"2000","KEENEY ST","EVANSTON","
,  
(42.02838129782152, -87.7017119087795)"
"57401","21009131","Sat","2021-10-30T00:00:00.000","1725","30","Female","Black","Not Hispanic","On View",,"1900","JACKSON AV","EVANSTON","
,  
(42.053065320921846, -87.69286778381841)"
"57398","21009003","Wed","2021-10-27T00:00:00.000","1152","30","Male","Black",,"Taken into Custody",,"400","DODGE AV","EVANSTON","
,  
(42.02570014600076, -87.69947635973942)"
"57396","21008997","Wed","2021-10-27T00:00:00.000","0825","31","Male","Black","Not Hispanic",,,"1300","FOWLER AV","EVANSTON","
,  
(42.04180028797089, -87.70689243397696)"
"57395","21008992","Wed","2021-10-27T00:00:00.000","0000","32","Female","Black",,"Taken into Custody",,"4800","OAKTON ST","SKOKIE",
"57388","21008994","Wed","2021-10-27T00:00:00.000","0045","24","Male","Black","Not Hispanic",,,"500","RIDGE AV/OAKTON ST","EVANSTON",
"57394","21008987","Tue","2021-10-26T00:00:00.000","1943","33","Male","Asian",,"On View",,"400","RIDGE AV","EVANSTON","
,  
(42.025837474313164, -87.68535997696793)"
"57390","21008969","Tue","2021-10-26T00:00:00.000","0910","53","Male","White","Not Hispanic",,,"1200","EMERSON ST","EVANSTON","
,  
(42.052205927017916, -87.68896508079298)"
"57386","21008970","Tue","2021-10-26T00:00:00.000","1155","33","Male","White",,"Taken into Custody",,"1700","OAK AV","EVANSTON","
,  
(42.04921917600991, -87.68678563450567)"
"57389","21008967","Tue","2021-10-26T00:00:00.000","0809","41","Male","Black","Not Hispanic",,,"1500","MCDANIEL AV","EVANSTON","
,  
(42.04552207924255, -87.70835607726693)"
"57392","21007738","Mon","2021-10-25T00:00:00.000","0850","49","Male","Unknown",,"Taken into Custody",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"56386","21007984","Mon","2021-10-25T00:00:00.000","1739","35","Male","White","Not Hispanic",,,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"57393","21008934","Mon","2021-10-25T00:00:00.000","1738","33","Male","Black",,"Taken into Custody",,"1900","CHURCH ST","EVANSTON","
,  
(42.04836647094488, -87.6998741615417)"
"57391","21008909","Sun","2021-10-24T00:00:00.000","0013","31","Male","White",,"On View",,"1700","MAPLE AV/CHURCH ST","EVANSTON",
"57397","21008851","Fri","2021-10-22T00:00:00.000","0351","26","Female","Black",,"On View",,"800","ASBURY AV","EVANSTON","
,  
(42.03312168416626, -87.68996702311048)"
"56385","21008870","Fri","2021-10-22T00:00:00.000","2000","53","Female","Black",,"On View",,"1800","LEMAR AV","EVANSTON","
,  
(42.05101349557793, -87.70602177510033)"
"56384","21008855","Fri","2021-10-22T00:00:00.000","0700","42","Male","White",,,,"2600","EMERSON ST/MCCORMICK BL","EVANSTON",
"56382","21008854","Fri","2021-10-22T00:00:00.000","0358","41","Male","Black","Not Hispanic","Taken into Custody",,"100","CALLAN AV","EVANSTON","
,  
(42.02031892581231, -87.6792164114233)"
"56383","21008840","Thu","2021-10-21T00:00:00.000","1623","32","Male","Black","Not Hispanic","Taken into Custody",,"900","CHICAGO AV","EVANSTON","
,  
(42.03481295340718, -87.67955038740563)"
"56378","21002040","Wed","2021-10-20T00:00:00.000","1101","29","Male","White","Not Hispanic","Taken into Custody",,"700","MAIN ST","EVANSTON","
,  
(42.03395729976259, -87.68133143545765)"
"57387","21008788","Tue","2021-10-19T00:00:00.000","1938","26","Male","Black",,"On View",,"2000","GREEN BAY RD","EVANSTON","
,  
(42.05489847420959, -87.69097062478913)"
"56376","21008683","Tue","2021-10-19T00:00:00.000","1240","18","Male","Black",,"Taken into Custody",,"300","DEMPSTER ST","EVANSTON","
,  
(42.04113399295212, -87.67593438955272)"
"56375","21008759","Tue","2021-10-19T00:00:00.000","0153","18","Male","Black",,"On View",,"1200","JUDSON AV","EVANSTON","
,  
(42.0401890221812, -87.67694871650141)"
"56377","21008766","Tue","2021-10-19T00:00:00.000","1201","33","Male","White",,,,"500","ELMWOOD AV/OAKTON ST","EVANSTON",
"56372","21008758","Tue","2021-10-19T00:00:00.000","0702","18","Male","Black",,"On View",,,"LEE STREET/SHERIDAN RD","EVANSTON",
"56371","21008746","Mon","2021-10-18T00:00:00.000","2022","18","Male","Black","Not Hispanic","Taken into Custody",,"300","DEMPSTER ST","EVANSTON","
,  
(42.04113399295212, -87.67593438955272)"
"56369","21008709","Sun","2021-10-17T00:00:00.000","2228","15","Female","Black","Not Hispanic","On View",,"2200","W HOWARD","CHICAGO","
,  
(42.019211376364495, -87.705482830181)"
"56373","21008694","Sun","2021-10-17T00:00:00.000","1205","50","Male","White",,"On View",,"2100","GREENWOOD ST","EVANSTON","
,  
(42.04265545859732, -87.702992581756)"
"56374","21008694","Sun","2021-10-17T00:00:00.000","1215","39","Male","White",,"On View",,"2100","GREENWOOD ST","EVANSTON","
,  
(42.04265545859732, -87.702992581756)"
"56370","21008709","Sun","2021-10-17T00:00:00.000","2341","39","Female","Black",,"On View",,"2200","HOWARD ST","CHICAGO","
,  
(42.019211376364495, -87.705482830181)"
"56381","21008662","Sat","2021-10-16T00:00:00.000","0348","56","Male","Black","Not Hispanic","On View","Club/Blackjack/Brass Knuckles","1700","CHURCH ST","EVANSTON","
,  
(42.048416275342845, -87.69696034187463)"
"56368","21008632","Fri","2021-10-15T00:00:00.000","1443","50","Male","Black",,"Taken into Custody",,"300","CALLAN AV","EVANSTON","
,  
(42.02386984856429, -87.67919741988646)"
"56379","21008656","Fri","2021-10-15T00:00:00.000","2112","36","Male","Asian","Not Hispanic","On View",,"1600","SHERMAN AV","EVANSTON","
,  
(42.04762534077941, -87.68184688231727)"
"57413","21008631","Fri","2021-10-15T00:00:00.000","1423","50","Male","Black",,"Taken into Custody",,"300","CALLAN AV","EVANSTON","
,  
(42.02386984856429, -87.67919741988646)"
"56367","21008592","Thu","2021-10-14T00:00:00.000","0837","34","Female","Black","Not Hispanic",,,"1500","MCDANIEL AV","EVANSTON","
,  
(42.04552207924255, -87.70835607726693)"
"56364","21008551","Wed","2021-10-13T00:00:00.000","0355","33","Male","Black","Not Hispanic","Taken into Custody",,"1800","MAPLE AV","EVANSTON","
,  
(42.05105840537129, -87.68475574311886)"
"56361","21008375","Tue","2021-10-12T00:00:00.000","1236","23","Male","Black","Unknown","On View",,"900","MAPLE AV","EVANSTON","
,  
(42.034906964510945, -87.68520641200273)"
"56363","21008513","Tue","2021-10-12T00:00:00.000","0231","27","Male","White","Not Hispanic","On View",,"800","MADISON ST","EVANSTON","
,  
(42.031719313460364, -87.683154039172)"
"56365","21008538","Tue","2021-10-12T00:00:00.000","1637","17","Male","White",,,,"900","RIDGE AV/MAIN ST","EVANSTON",
"56366","21008543","Tue","2021-10-12T00:00:00.000","1853","21","Male","White","Not Hispanic",,,"800","RIDGE AV/WASHINGTON ST","EVANSTON",
"56360","21008461","Sun","2021-10-10T00:00:00.000","2000","23","Male","Black",,"On View",,"400","RIDGE AV","EVANSTON","
,  
(42.025837474313164, -87.68535997696793)"
"56362","21008453","Sun","2021-10-10T00:00:00.000","0850","50","Male","White",,"Taken into Custody",,"1600","HINMAN AV","EVANSTON","
,  
(42.04651398025879, -87.67758631474244)"
"56358","21008452","Sun","2021-10-10T00:00:00.000","0610","18","Male","White",,"On View",,"400","RIDGE AV","EVANSTON","
,  
(42.025837474313164, -87.68535997696793)"
"56355","21008439","Sat","2021-10-09T00:00:00.000","2033","17","Male","Black","Not Hispanic","On View",,"1900","WESLEY AV","EVANSTON","
,  
(42.05309170512867, -87.69146067795558)"
"56353","21008389","Fri","2021-10-08T00:00:00.000","0610","52","Female","Black",,"On View",,"1900","FOSTER ST","EVANSTON","
,  
(42.05381065517562, -87.69965330618373)"
"56350","21005741","Fri","2021-10-08T00:00:00.000","0624","51","Female","Black",,"On View",,"1800","FOSTER ST","EVANSTON","
,  
(42.053839504465664, -87.6981035366024)"
"56354","21008390","Fri","2021-10-08T00:00:00.000","0636","52","Female","Black",,"Taken into Custody",,"1800","FOSTER ST","EVANSTON","
,  
(42.053839504465664, -87.6981035366024)"
"56357","21008409","Fri","2021-10-08T00:00:00.000","1739","39","Male","Black",,"On View",,"400","RIDGE AV","EVANSTON","
,  
(42.025837474313164, -87.68535997696793)"
"56349","21008384","Thu","2021-10-07T00:00:00.000","2122","27","Male","Asian",,"On View",,"1600","CHICAGO AV","EVANSTON","
,  
(42.04696509074048, -87.6792851502086)"
"56348","21008378","Thu","2021-10-07T00:00:00.000","1835","24","Male","White",,"On View",,"2600","BENNETT AV","EVANSTON","
,  
(42.06557382969268, -87.71068540808815)"
"56347","21008372","Thu","2021-10-07T00:00:00.000","1423","36","Male","White",,"On View",,"700","BRUMMEL ST","EVANSTON","
,  
(42.02122349790134, -87.68161554879009)"
"56346","21008349","Wed","2021-10-06T00:00:00.000","1619","32","Female","Black",,"On View",,"500","CUSTER AVE","EVANSTON","
,  
(42.02756801144062, -87.68037978168151)"
"56351","21008191","Wed","2021-10-06T00:00:00.000","1028","32","Male","White","Not Hispanic","Taken into Custody",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"56344","21008323","Wed","2021-10-06T00:00:00.000","0416","52","Male","Black",,"On View",,"1600","OAK AV","EVANSTON","
,  
(42.04779080678063, -87.68681762808806)"
"56345","21008348","Wed","2021-10-06T00:00:00.000","1623","32","Female","Black",,"On View",,"500","CUSTER AV","EVANSTON","
,  
(42.02756801144062, -87.68037978168151)"
"56352","21008325","Wed","2021-10-06T00:00:00.000","1016","52","Male","Black",,"On View",,"1600","OAK AV","EVANSTON","
,  
(42.04779080678063, -87.68681762808806)"
"56342","15034172","Wed","2021-10-06T00:00:00.000","0717","38","Male","Black",,"Taken into Custody",,"2400","HASTINGS AV","EVANSTON","
,  
(42.06152399124883, -87.72316723995128)"
"56343","21008298","Tue","2021-10-05T00:00:00.000","1350","43","Male","White",,,,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"56340","21008286","Tue","2021-10-05T00:00:00.000","0102","52","Male","Black",,"On View",,"1600","OAK AVE","EVANSTON","
,  
(42.04779080678063, -87.68681762808806)"
"56338","21008203","Sat","2021-10-02T00:00:00.000","0223","28","Female","White",,"On View",,"900","SHERIDAN RD","EVANSTON","
,  
(42.03473875341539, -87.67204083883672)"
"56359","21008202","Sat","2021-10-02T00:00:00.000","1516","26","Female","Black","Not Hispanic","On View",,"1800","SHERIDAN RD","EVANSTON","
,  
(42.05052357115454, -87.67573772431412)"
"56380","21008198","Sat","2021-10-02T00:00:00.000","0111","41","Male","Black",,"On View",,"400","ASBURY AV","EVANSTON","
,  
(42.02585323613883, -87.69008895718044)"
"56356","21008202","Sat","2021-10-02T00:00:00.000","0216","26","Male","Black",,"On View","Handgun","1800","SHERIDAN RD","EVANSTON","
,  
(42.05052357115454, -87.67573772431412)"
"56337","21008194","Fri","2021-10-01T00:00:00.000","2330","41","Male","White",,"On View",,"400","RIDGE AV","EVANSTON","
,  
(42.025837474313164, -87.68535997696793)"
"56339","21008169","Fri","2021-10-01T00:00:00.000","1128","22","Male","White","Not Hispanic","On View",,"1300","SHERMAN AV","EVANSTON","
,  
(42.04192875109514, -87.68230834960319)"
"56341","21008261","Thu","2021-09-30T00:00:00.000","0847","20","Male","Black","Not Hispanic","On View",,"1800","HOVLAND CT","EVANSTON","
,  
(42.05115889279845, -87.701262661704)"
"56336","21008151","Thu","2021-09-30T00:00:00.000","1609","35","Male","Black","Not Hispanic","On View",,"1100","RIDGE AV/GREENLEAF ST","EVANSTON",
"56333","21008156","Thu","2021-09-30T00:00:00.000","1746","47","Male","White",,"On View",,"1800","HINMAN AV","EVANSTON","
,  
(42.049785604406864, -87.6760073800894)"
"56332","21008082","Tue","2021-09-28T00:00:00.000","0520","34","Male","Black","Not Hispanic","On View",,"800","EMERSON ST","EVANSTON","
,  
(42.052091902944085, -87.6829361688665)"
"56330","21008083","Tue","2021-09-28T00:00:00.000","0825","30","Male","Black",,"On View",,"1500","ASBURY AV","EVANSTON","
,  
(42.046028783853146, -87.69017157822975)"
"56325","21008041","Mon","2021-09-27T00:00:00.000","0424","28","Male","Black","Not Hispanic","Taken into Custody",,"100","ASBURY AV","EVANSTON","
,  
(42.02053223313827, -87.69015316502616)"
"56331","21008062","Mon","2021-09-27T00:00:00.000","1835","44","Female","Black","Not Hispanic","On View",,"1600","DODGE AV","EVANSTON","
,  
(42.04771286124296, -87.69900335431777)"
"56328","21008073","Mon","2021-09-27T00:00:00.000","2249","23","Male","Black",,,,"7600","SHERIDAN","CHICAGO",
"56329","21008068","Mon","2021-09-27T00:00:00.000","1821","37","Male","White",,,,"300","SHERIDAN RD","EVANSTON","
,  
(42.024780776371415, -87.66622633462742)"
"56324","21008040","Sun","2021-09-26T00:00:00.000","2351","71","Female","White","Not Hispanic","Taken into Custody",,"500","FLORENCE AV","EVANSTON","
,  
(42.02753695135398, -87.69476998500052)"
"56335","21008022","Sun","2021-09-26T00:00:00.000","1425","25","Male","Black",,"On View",,"1400","DODGE AV","EVANSTON","
,  
(42.04374063723177, -87.69908672170615)"
"56334","21007984","Sat","2021-09-25T00:00:00.000","1250","35","Male","White",,"On View",,"800","EMERSON ST","EVANSTON","
,  
(42.052091902944085, -87.6829361688665)"
"56327","21007984","Sat","2021-09-25T00:00:00.000","1326","35","Male","White","Not Hispanic","On View",,"800","EMERSON ST","EVANSTON","
,  
(42.052091902944085, -87.6829361688665)"
"56321","21007982","Fri","2021-09-24T00:00:00.000","1851","36","Female","Black",,"On View",,"1900","JACKSON AV","EVANSTON","
,  
(42.053065320921846, -87.69286778381841)"
"56326","21007986","Fri","2021-09-24T00:00:00.000","2108","25","Female","Unknown",,"On View",,"1300","RIDGE AV","EVANSTON","
,  
(42.04200340988038, -87.68840022531144)"
"56320","21007101","Thu","2021-09-23T00:00:00.000","1641","37","Female","Black","Not Hispanic","Taken into Custody",,"1500","ELMWOOD AV","EVANSTON","
,  
(42.0460107307921, -87.68378492477495)"
"56319","21007822","Thu","2021-09-23T00:00:00.000","2344","26","Male","Black","Not Hispanic","On View",,"200","CALLAN AV","EVANSTON","
,  
(42.022147783790764, -87.6792061081797)"
"56315","21007962","Thu","2021-09-23T00:00:00.000","2306","19","Male","White",,"On View",,"1400","CHICAGO AV/LAKE ST","EVANSTON",
"56317","21007951","Thu","2021-09-23T00:00:00.000","1656","40","Male","Black","Not Hispanic","Taken into Custody",,"800","DAVIS ST","EVANSTON","
,  
(42.04696657437724, -87.68263203697478)"
"56313","21006790","Thu","2021-09-23T00:00:00.000","0930","73","Female","White","Not Hispanic","Taken into Custody",,"700","NATIONAL PARKWAY","SCHAUMBURG",
"56318","21007913","Wed","2021-09-22T00:00:00.000","1438","20","Male","Black",,"On View",,"700","OAKTON ST","EVANSTON","
,  
(42.02657879970738, -87.68135556655409)"
"55314","21007923","Wed","2021-09-22T00:00:00.000","0758","49","Female","Asian",,"On View",,"2100","CHURCH ST","EVANSTON","
,  
(42.04830805849927, -87.70306491611906)"
"55311","21007891","Tue","2021-09-21T00:00:00.000","1129","14","Male","Black","Not Hispanic","On View",,"1000","FOREST AV","EVANSTON","
,  
(42.03657044436272, -87.67500620687801)"
