"field_contact_key","day_of_the_week","field_contact_date","reason_code_description","age","race","sex","pat_down","enforcement","police_beat","street_number","street_name","city"
"11084","Tue","2018-01-16T21:19:00.000","TRAF STOP/GANG NARC","17","White","Male","Yes","NONE","76","1100","LEONARD PL","EVANSTON"
"11022","Tue","2018-01-09T16:15:00.000","STREET STOP","15","White","Male","No","NONE","99","3300","CHURCH ST/MC CORMICK BL","SKOKIE"
"11021","Tue","2018-01-09T16:15:00.000","STREET STOP","15","White","Male","No","NONE","99","3300","CHURCH ST/MC CORMICK BL","SKOKIE"
"11023","Tue","2018-01-09T16:15:00.000","STREET STOP","15","Black","Male","No","NONE","99","3300","CHURCH ST/MC CORMICK BL","SKOKIE"
"11024","Tue","2018-01-09T16:15:00.000","STREET STOP","16","White","Male","No","NONE","99","3300","CHURCH ST/MC CORMICK BL","SKOKIE"
"11015","Sat","2018-01-06T17:34:00.000","TRAFFIC STOP","15","White","Female","Yes","NONE","77","1500","EMERSON ST/ASHLAND AV","EVANSTON"
"11016","Sat","2018-01-06T17:34:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","77","1500","EMERSON ST/ASHLAND AV","EVANSTON"
"11005","Sat","2017-12-30T15:56:00.000","TRAF STOP/GANG NARC","17","Black","Male","Yes","NONE","74","2100","GREENLEAF ST/GREY AV","EVANSTON"
"10997","Tue","2017-12-26T20:16:00.000","OTHER","16","White","Male","Yes","NONE","75","2400","JACKSON AV","EVANSTON"
"10998","Tue","2017-12-26T20:16:00.000","OTHER","17","White","Male","Yes","NONE","75","2400","JACKSON AV","EVANSTON"
"10995","Tue","2017-12-26T20:16:00.000","OTHER","16","White","Male","Yes","NONE","75","2400","JACKSON AV","EVANSTON"
"10996","Tue","2017-12-26T20:16:00.000","OTHER","16",,"Male","Yes","NONE","75","2400","JACKSON AV","EVANSTON"
"10992","Sat","2017-12-23T22:45:00.000","TRAFFIC STOP","17","Asian","Male","Yes","NONE","77","2000","GREEN BAY RD","EVANSTON"
"10968","Thu","2017-12-14T21:21:00.000","TRAFFIC STOP","16","Black","Male","Yes","ARREST","71","700","FLORENCE AV","EVANSTON"
"10971","Thu","2017-12-14T18:16:00.000","TRAFFIC STOP","16","White","Male","Yes","ARREST","71","700","FLORENCE AV","EVANSTON"
"10972","Thu","2017-12-14T18:13:00.000","TRAFFIC STOP","16","White","Male","Yes","ARREST","71","700","FLORENCE AV","EVANSTON"
"11007","Thu","2017-12-14T18:13:00.000","TRAFFIC STOP","16","Black","Male","Yes","ARREST","71","700","FLORENCE AV","EVANSTON"
"10942","Tue","2017-12-05T17:25:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","77","1700","HARTREY AV","EVANSTON"
"10945","Mon","2017-12-04T18:58:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","77","1900","WESLEY AV","EVANSTON"
"10931","Sun","2017-12-03T01:34:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","73","1600","CHICAGO AV","EVANSTON"
"10934","Sun","2017-12-03T01:34:00.000","TRAFFIC STOP","17","White","Male","Yes",,"73","1600","CHICAGO AV","EVANSTON"
"10930","Sat","2017-12-02T14:40:00.000","STREET STOP","10","Black","Male","No","NONE","71","1200","WASHINGTON ST","EVANSTON"
"10921","Wed","2017-11-29T21:46:00.000","TRAFFIC STOP","17","White","Female","Yes","NONE","77","1900","JACKSON AV","EVANSTON"
"10902","Mon","2017-11-27T03:56:00.000","OTHER","13","Black","Male","No","NONE","74","1200","MC DANIEL AV/CRAIN ST","EVANSTON"
"10901","Mon","2017-11-27T03:48:00.000","OTHER","15","Black","Male","No","NONE","74","1200","MC DANIEL AV/CRAIN ST","EVANSTON"
"10891","Tue","2017-11-21T19:04:00.000","STREET STOP/GANG NARC","17","Black","Male","Yes","NONE","77","1900","JACKSON AV","EVANSTON"
"10893","Wed","2017-11-15T18:55:00.000","OTHER","9","Black","Male","No","NONE","77","1900","EMERSON ST","EVANSTON"
"10862","Thu","2017-11-09T10:57:00.000","STREET STOP","17","Black","Male","No","NONE","77","1700","GREY AV","EVANSTON"
"10837","Fri","2017-10-27T21:27:00.000","TRAFFIC STOP","17","Black","Female","Yes","NONE","74","1400","GREY AV","EVANSTON"
"10835","Fri","2017-10-27T21:24:00.000","TRAFFIC STOP","17","Black","Female","Yes","NONE","74","1400","GREY AV","EVANSTON"
"10834","Fri","2017-10-27T21:17:00.000","TRAFFIC STOP","17","Black","Female","Yes","NONE","74","1400","GREY AV","EVANSTON"
"10833","Fri","2017-10-27T18:34:00.000","TRAFFIC STOP","16","Black","Female","Yes","NONE","74","1400","GREY AV","EVANSTON"
"10829","Fri","2017-10-27T18:01:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","77","1900","JACKSON AV","EVANSTON"
"10831","Fri","2017-10-27T18:01:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","77","1900","JACKSON AV","EVANSTON"
"10814","Sat","2017-10-21T01:01:00.000","STREET STOP","16","Black","Male","No","NONE","77","1600","MC DANIEL AV","EVANSTON"
"10781","Wed","2017-10-11T14:55:00.000","STREET STOP/RSO","14","Black","Male","No","NONE","71","1400","DOBSON ST","EVANSTON"
"10757","Thu","2017-10-05T20:19:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","99","3300","DEMPSTER ST/EWING AV","SKOKIE"
"10754","Wed","2017-10-04T23:14:00.000","STREET STOP","16","White","Female","No","NONE","75","2600","COLFAX ST","EVANSTON"
"10755","Wed","2017-10-04T23:14:00.000","STREET STOP","17","White","Female","No","NONE","75","2600","COLFAX ST","EVANSTON"
"10747","Mon","2017-10-02T19:52:00.000","TRAFFIC STOP","16","Asian","Male","Yes","NONE","74","1800","CHURCH ST","EVANSTON"
"10741","Sat","2017-09-30T16:14:00.000","OTHER","13","Black","Male","Yes","NONE","74","1400","LAKE ST","EVANSTON"
"10740","Sat","2017-09-30T16:08:00.000","OTHER","13","Black","Male","Yes","NONE","73","1400","CHICAGO AV","EVANSTON"
"10739","Sat","2017-09-30T16:08:00.000","OTHER","13","Black","Male","Yes","NONE","73","1400","CHICAGO AV","EVANSTON"
"10727","Wed","2017-09-27T14:15:00.000","STREET STOP/GANG NARC","17","Black","Male","Yes",,"76","800","FOSTER ST","EVANSTON"
"10723","Wed","2017-09-27T00:52:00.000","STREET STOP","14","White","Male","No","NONE","78","100","ASBURY AV","EVANSTON"
"10716","Tue","2017-09-26T19:31:00.000","STREET STOP","13","Black","Male","No","NONE","77","1900","EMERSON ST","EVANSTON"
"10718","Tue","2017-09-26T18:09:00.000","STREET STOP","14","Black","Male","Yes","ARREST","77","1900","EMERSON ST","EVANSTON"
"10717","Tue","2017-09-26T18:09:00.000","STREET STOP","14","Black","Male","No","NONE","77","1900","EMERSON ST","EVANSTON"
"10719","Tue","2017-09-26T18:09:00.000","STREET STOP","15","Black","Male","No","NONE","77","1900","EMERSON ST","EVANSTON"
"10703","Sat","2017-09-23T14:47:00.000","SUSPICIOUS PERSON","15","Black","Male","No","NONE","74","1600","DODGE AV","EVANSTON"
"10701","Fri","2017-09-22T19:31:00.000","STREET STOP","16","White","Male","Yes","NONE","75","2600","GROSS POINT RD","EVANSTON"
"10700","Fri","2017-09-22T19:31:00.000","STREET STOP","17","White","Female","No","NONE","75","2600","GROSS POINT RD","EVANSTON"
"10710","Fri","2017-09-22T19:31:00.000","STREET STOP","17","White","Male","Yes","NONE","75","2600","GROSS POINT RD","EVANSTON"
"10698","Fri","2017-09-22T07:57:00.000","GANG/NARCOTIC","16","Black","Male","Yes","NONE","74","1700","CHURCH ST","EVANSTON"
"10697","Fri","2017-09-22T07:57:00.000","GANG/NARCOTIC","17","Black","Male","Yes","NONE","74","1700","CHURCH ST","EVANSTON"
"10699","Fri","2017-09-22T07:57:00.000","GANG/NARCOTIC","17","White","Male","Yes","NONE","74","1700","CHURCH ST","EVANSTON"
"10696","Thu","2017-09-21T23:56:00.000","TRAFFIC STOP","13","White","Female","No","NONE","77","2300","EMERSON ST/LAUREL AV","EVANSTON"
"10702","Thu","2017-09-21T14:19:00.000","STREET STOP","16","Black","Male","Yes","ARREST","77","1900","GREEN BAY RD","EVANSTON"
"10691","Wed","2017-09-20T16:06:00.000","STREET STOP","13","Black","Female","No","NONE","77","2000","DARROW AV","EVANSTON"
"10688","Wed","2017-09-20T16:06:00.000","STREET STOP","12","Black","Female","No","NONE","77","2000","DARROW AV","EVANSTON"
"10689","Wed","2017-09-20T16:06:00.000","STREET STOP","13","Black","Female","No","NONE","77","2000","DARROW AV","EVANSTON"
"10690","Wed","2017-09-20T16:06:00.000","STREET STOP","13","Black","Female","No","NONE","77","2000","DARROW AV","EVANSTON"
"10687","Wed","2017-09-20T16:06:00.000","STREET STOP","12","Black","Female","No","NONE","77","2000","DARROW AV","EVANSTON"
"10680","Mon","2017-09-18T09:43:00.000","STREET STOP","17","Black","Male","No","NONE","77","2100","EMERSON ST","EVANSTON"
"10673","Sun","2017-09-17T17:45:00.000","OTHER","17","White","Male","No","NONE","75","2500","COLFAX ST","EVANSTON"
"10660","Tue","2017-09-12T19:46:00.000","TRAFFIC STOP","17","White","Female","Yes","NONE","77","1300","EMERSON ST","EVANSTON"
"10653","Tue","2017-09-12T15:36:00.000","OTHER","17","White","Male","Yes","NONE","76","800","EMERSON ST","EVANSTON"
"10656","Tue","2017-09-12T00:39:00.000","TRAFFIC STOP","16","Black","Male","Yes","ARREST","77","1300","EMERSON ST","EVANSTON"
"10638","Sun","2017-09-10T02:53:00.000","TRAFFIC STOP","16","Black","Male","Yes","NONE","74","2200","DEMPSTER ST/HARTREY AV","EVANSTON"
"10639","Sun","2017-09-10T00:42:00.000","TRAFFIC STOP","16","Black","Male","Yes","NONE","74","2200","DEMPSTER ST/HARTREY AV","EVANSTON"
"10640","Sun","2017-09-10T00:42:00.000","TRAFFIC STOP","16","Black","Male","Yes","NONE","74","2200","DEMPSTER ST/HARTREY AV","EVANSTON"
"10610","Sun","2017-09-03T21:57:00.000","STREET STOP","16","Black","Male","Yes","ARREST","78","800","DOBSON ST","EVANSTON"
"10642","Sat","2017-09-02T19:56:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","74","2300","MAIN ST","EVANSTON"
"10648","Fri","2017-09-01T23:41:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","77","1900","DODGE AV","EVANSTON"
"10647","Fri","2017-09-01T23:35:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","77","1900","DODGE AV","EVANSTON"
"10646","Fri","2017-09-01T23:20:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","77","1900","DODGE AV","EVANSTON"
"10645","Fri","2017-09-01T23:10:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","77","1900","DODGE AV","EVANSTON"
"10597","Thu","2017-08-31T19:30:00.000","STREET STOP/SUSP PERSON","17","Black","Male","Yes","NONE","77","2000","EMERSON ST","EVANSTON"
"10580","Fri","2017-08-25T22:55:00.000","TRAFFIC STOP","16","Black","Male","Yes","ARREST","99","7400","SEELEY AV","CHICAGO"
"10570","Thu","2017-08-24T21:04:00.000","STREET STOP","8","Black","Male","Yes","NONE","73","900","DAVIS ST","EVANSTON"
"10565","Thu","2017-08-24T20:47:00.000","STREET STOP","10","Black","Male","Yes","NONE","73","900","DAVIS ST","EVANSTON"
"10566","Thu","2017-08-24T18:45:00.000","STREET STOP","12","Black","Male","Yes","NONE","73","900","DAVIS ST","EVANSTON"
"10559","Thu","2017-08-24T02:16:00.000","STREET STOP","17","Black","Male","No","NONE","72","400","SHERIDAN RD","EVANSTON"
"10569","Wed","2017-08-23T21:00:00.000","STREET STOP","17","Black","Male","Yes","NONE","76","900","UNIVERSITY PL","EVANSTON"
"10571","Wed","2017-08-23T21:00:00.000","STREET STOP","16","Black","Male","Yes","NONE","76","900","UNIVERSITY PL","EVANSTON"
"10563","Wed","2017-08-23T13:24:00.000","SUSPICIOUS PERSON","17","Black","Male","No","NONE","76","800","HAMLIN ST","EVANSTON"
"10549","Sun","2017-08-20T10:47:00.000","SUSPICIOUS PERSON","15","Black","Male","No","NONE","78","100","CLYDE AV","EVANSTON"
"10552","Fri","2017-08-18T01:40:00.000","STREET STOP/SUSP PERSON","17","Black","Male","No","NONE","75","1900","MC DANIEL AV","EVANSTON"
"10522","Tue","2017-08-15T17:27:00.000","TRAFFIC STOP","17","Black","Male","No","NONE","78","300","CALLAN AV","EVANSTON"
"10520","Mon","2017-08-14T22:00:00.000","STREET STOP/SUSP PERSON","16","Black","Female","Yes","NONE","99","7500","HOYNE AV","CHICAGO"
"10514","Sun","2017-08-13T17:21:00.000","TRAF STOP/GANG NARC","16","Black","Male","Yes","NONE","77","1600","FOSTER ST","EVANSTON"
"10509","Fri","2017-08-11T16:50:00.000","STREET STOP","17","Black","Female","No","NONE","78","300","CALLAN AV","EVANSTON"
"10492","Tue","2017-08-08T20:39:00.000","STREET STOP","15","White","Male","Yes","NONE","76","1700","ORRINGTON AV","EVANSTON"
"10490","Tue","2017-08-08T20:27:00.000","STREET STOP","13","Black","Male","No","NONE","76","1700","ORRINGTON AV","EVANSTON"
"10484","Tue","2017-08-08T03:48:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","77","1400","FOSTER ST/WESLEY AV","EVANSTON"
"10479","Mon","2017-08-07T01:08:00.000","OTHER","17","Black","Male","No","NONE","77","1800","GREY AV","EVANSTON"
"10469","Fri","2017-08-04T00:20:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","71","900","BROWN AV/MAIN ST","EVANSTON"
"10474","Wed","2017-08-02T17:00:00.000","STREET STOP","13","Black","Male","Yes","NONE","71","400","ASBURY AV","EVANSTON"
"10596","Sat","2017-07-29T03:54:00.000","OTHER","14","Black","Male","No","NONE","77","1700","DARROW AV","EVANSTON"
"10595","Sat","2017-07-29T03:47:00.000","OTHER","15","Black","Male",,,"77","1700","DARROW AV","EVANSTON"
"10594","Sat","2017-07-29T03:42:00.000","OTHER","14","Black","Male","No","NONE","77","1700","DARROW AV","EVANSTON"
"10593","Sat","2017-07-29T03:38:00.000","OTHER","17","Black","Male","No","NONE","77","1700","DARROW AV","EVANSTON"
"10592","Sat","2017-07-29T03:29:00.000","OTHER","14","Black","Male","No","NONE","77","1700","DARROW AV","EVANSTON"
"10426","Wed","2017-07-26T18:55:00.000","STREET STOP","15","Black","Male","No",,"76","800","CLARK ST","EVANSTON"
"10392","Thu","2017-07-20T23:15:00.000","OTHER","17","White","Female","No","NONE","75","2600","COLFAX ST","EVANSTON"
"10378","Wed","2017-07-19T01:41:00.000","STREET STOP","13","Black","Male","Yes","NONE","74","1400","FOWLER AV","EVANSTON"
"10377","Wed","2017-07-19T01:32:00.000","STREET STOP","17","Black","Male","Yes","NONE","74","1400","FOWLER AV","EVANSTON"
"10376","Wed","2017-07-19T00:17:00.000","STREET STOP","15","Black","Male","Yes","NONE","74","1400","FOWLER AV","EVANSTON"
"10375","Mon","2017-07-17T16:00:00.000","GANG/NARCOTIC","15","White","Male","No","NONE","74","1900","DEMPSTER ST","EVANSTON"
"10345","Thu","2017-07-13T00:38:00.000","STREET STOP/SUSP PERSON/GANG NARC","17","Black","Female","No","NONE","76","2600","SHERIDAN RD","EVANSTON"
"10330","Wed","2017-07-12T01:05:00.000","TRAFFIC STOP","15","Black","Female","No","NONE","71","1600","OAKTON ST/FLORENCE AV","EVANSTON"
"10290","Tue","2017-07-04T17:57:00.000","STREET STOP","16","White","Male","Yes","NONE","76","2300","RIDGE AV","EVANSTON"
"10279","Sun","2017-07-02T22:08:00.000","STREET STOP","15","Black","Male","No","NONE","76","1700","ORRINGTON AV","EVANSTON"
"10276","Sun","2017-07-02T05:39:00.000","STREET STOP","14","White","Male","No","NONE","72","700","REBA PL","EVANSTON"
"10277","Sun","2017-07-02T05:39:00.000","STREET STOP","15","White","Male","No","NONE","72","700","REBA PL","EVANSTON"
"10270","Sun","2017-07-02T00:42:00.000","TRAFFIC STOP/SUSP PERSON","17","Black","Male","Yes","NONE","75","1900","CENTRAL ST","EVANSTON"
"10263","Thu","2017-06-29T02:50:00.000","TRAFFIC STOP","16","White","Male","Yes","NONE","71","100","ASBURY AV","EVANSTON"
"10258","Tue","2017-06-27T00:24:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","77","1300","FOSTER ST","EVANSTON"
"10266","Tue","2017-06-27T00:18:00.000","TRAFFIC STOP","17","White","Male","Yes","NONE","77","1300","FOSTER ST","EVANSTON"
"10239","Mon","2017-06-26T04:16:00.000","OTHER","16","Black","Male","No","NONE","75","2400","NOYES ST","EVANSTON"
"10244","Sat","2017-06-24T03:00:00.000","STREET STOP/SUSP PERSON","17","Black","Male","No","NONE","73","1600","CHICAGO AV","EVANSTON"
"10228","Sat","2017-06-24T00:50:00.000","STREET STOP","16","White","Male","No",,"72","500","HINMAN AV/SOUTH BL","EVANSTON"
"10229","Sat","2017-06-24T00:40:00.000","STREET STOP","16","White","Male","No",,"72","500","HINMAN AV/SOUTH BL","EVANSTON"
"10220","Wed","2017-06-21T17:48:00.000","TRAF STOP/GANG NARC","17","Black","Male","Yes","NONE","77","1900","JACKSON AV","EVANSTON"
"10211","Mon","2017-06-19T18:16:00.000","GANG/NARCOTIC","17","White","Male","No","NONE","76","2100","WESLEY AV","EVANSTON"
"10219","Mon","2017-06-19T00:00:00.000","STREET STOP/GANG NARC","17","Black","Male","No","NONE","76","2100","WESLEY AV","EVANSTON"
"10218","Mon","2017-06-19T00:00:00.000","STREET STOP/GANG NARC","17","White","Female","No","NONE","76","2100","WESLEY AV","EVANSTON"
"10175","Thu","2017-06-15T17:55:00.000","OTHER","14","Black","Male","No","NONE","76","1700","ORRINGTON AV","EVANSTON"
"10169","Wed","2017-06-14T11:32:00.000","STREET STOP/SUSP PERSON","17","Black","Male","Yes","NONE","78","700","CASE ST","EVANSTON"
"10168","Wed","2017-06-14T06:37:00.000","STREET STOP","13","Black","Male","No","ARREST","72","1000","MAIN ST","EVANSTON"
