"field_contact_key","day_of_the_week","field_contact_date","reason_code_description","age","race","sex","pat_down","enforcement","police_beat","street_number","street_name","city"
"15345","Mon","2021-11-01T21:21:00.000","TRAFFIC STOP","43","Black","Male","No","NONE","77","1400","EMERSON ST","EVANSTON"
"15344","Sun","2021-10-31T21:56:00.000","TRAFFIC STOP","30","Black","Male","No","NONE","76","1400","SIMPSON ST","EVANSTON"
"15343","Sun","2021-10-31T20:12:00.000","TRAFFIC STOP","50","Black","Male","No","NONE","76","1400","SIMPSON ST","EVANSTON"
"15342","Sat","2021-10-23T16:16:00.000","STREET STOP","53","Black","Male",,"NONE","74","1800","MAIN ST","EVANSTON"
"15341","Sat","2021-10-23T15:48:00.000","STREET STOP/SUSP PERSON","53","Black","Male",,"NONE","71","1800","MAIN ST","EVANSTON"
"15340","Mon","2021-10-11T17:28:00.000","STREET STOP","54","Black","Male",,"NONE","73","1500","CHICAGO AV","EVANSTON"
"15338","Fri","2021-10-08T17:51:00.000","STREET STOP","23","Black","Male",,"NONE","73","1200","CHICAGO AV","EVANSTON"
"15339","Fri","2021-10-01T18:28:00.000","TRAF STOP/GANG NARC","18","Black","Male",,,"74","1400","FOWLER AV","EVANSTON"
"15337","Sat","2021-09-25T05:03:00.000","STREET STOP","55","Black","Male",,"NONE","77","1900","JACKSON AV","EVANSTON"
"15334","Sun","2021-09-12T04:20:00.000","STREET STOP","37","Black","Male","No","NONE","75","2700","HARTZELL ST","EVANSTON"
"15336","Tue","2021-08-31T19:11:00.000","TRAF STOP/GANG NARC","33","Black","Male","Yes","ARREST","78","1000","HOWARD ST","EVANSTON"
"15331","Sun","2021-08-29T19:41:00.000","TRAFFIC STOP","21","White","Male","No","NONE","74","900","DODGE AV","EVANSTON"
"15333","Fri","2021-08-27T01:12:00.000","TRAF STOP/GANG NARC","34","White","Female","No","NONE","74","1400","RIDGE AV","EVANSTON"
"15332","Mon","2021-08-23T17:45:00.000","GANG/NARCOTIC","31","Black","Male","No","NONE","74","1500","MCDANIEL AV","EVANSTON"
"15318","Sun","2021-08-22T00:18:00.000","STREET STOP","24","Black","Male","No","NONE",,"600","HOWARD ST","EVANSTON"
"15319","Thu","2021-08-19T04:07:00.000","SUSPICIOUS PERSON","20","White","Male","No","NONE","75","2200","HARTZELL ST/STEWART AV","EVANSTON"
"15320","Thu","2021-08-19T04:07:00.000","SUSPICIOUS PERSON","23","White","Male","No","NONE","75","2200","HARTZELL ST/STEWART AV","EVANSTON"
"15335","Thu","2021-08-19T04:07:00.000","SUSPICIOUS PERSON","23","White","Male","No","NONE","75","2200","HARTZELL ST/STEWART AV","EVANSTON"
"15326","Wed","2021-08-18T20:51:00.000","TRAFFIC STOP","18","White","Male","No","NONE","74","1200","FOWLER AV","EVANSTON"
"15350","Wed","2021-08-18T20:47:00.000","TRAFFIC STOP","21","White","Male","No","NONE","74","1200","FOWLER AV","EVANSTON"
"15323","Tue","2021-08-17T20:00:00.000","TRAFFIC STOP","17","Black","Male","No","NONE","74","1400","HARTREY AV","EVANSTON"
"15317","Tue","2021-08-10T07:54:00.000","TRAFFIC STOP","38","Black","Male","No","ARREST","72","700","MAIN ST","EVANSTON"
"15329","Fri","2021-08-06T21:26:00.000","STREET STOP","22","Black","Male","No","NONE","77","1800","HOVLAND CT","EVANSTON"
"15328","Fri","2021-08-06T21:19:00.000","STREET STOP","21","White","Female","No","NONE","77","1800","HOVLAND CT","EVANSTON"
"15325","Tue","2021-08-03T20:15:00.000","STREET STOP","20","Black","Male","Yes","ARREST",,"4900","HULL ST","SKOKIE"
"15321","Fri","2021-07-30T16:40:00.000","TRAF STOP/GANG NARC","66","Black","Male","No","NONE","73","1500","MAPLE AV","EVANSTON"
"15322","Fri","2021-07-30T13:45:00.000","STREET STOP/SUSP PERSON/GANG NARC","40","Black","Male","No","NONE","73","1500","MAPLE AV","EVANSTON"
"15348","Fri","2021-07-30T13:45:00.000","STREET STOP/GANG NARC","52","Black","Male","No","NONE","73","1500","MAPLE AV","EVANSTON"
"15330","Tue","2021-07-27T19:18:00.000","TRAFFIC STOP","17","White","Male","No","NONE","77","2000","ASHLAND AV","EVANSTON"
"15324","Sun","2021-07-25T19:26:00.000","TRAFFIC STOP","32","Black","Male",,"ARREST","76","1900","GREEN BAY RD","EVANSTON"
"15316","Sun","2021-07-25T19:00:00.000","TRAFFIC STOP","35","Black","Female","No","NONE","77","1700","DODGE AV","EVANSTON"
"15308","Wed","2021-07-21T20:53:00.000","TRAF STOP/GANG NARC","21","Black","Male",,"NONE","74","1600","DODGE AV","EVANSTON"
"15305","Wed","2021-07-21T20:46:00.000","TRAF STOP/GANG NARC","21","Black","Male",,"NONE","74","1600","DODGE AV","EVANSTON"
"15304","Wed","2021-07-21T20:35:00.000","TRAF STOP/GANG NARC","20","Black","Male",,,"74","1600","DODGE AV","EVANSTON"
"15310","Wed","2021-07-21T18:30:00.000","TRAF STOP/GANG NARC","17","Black","Male",,"NONE",,"3500","GOLF RD","SKOKIE"
"15309","Wed","2021-07-21T18:30:00.000","TRAF STOP/GANG NARC","17","White","Male",,"NONE",,"3500","GOLF RD","SKOKIE"
"15306","Tue","2021-07-20T22:56:00.000","TRAF STOP/GANG NARC","20","Black","Male",,"NONE","78","800","DOBSON ST","EVANSTON"
"15312","Mon","2021-07-19T20:36:00.000","TRAFFIC STOP","54","Black","Male","Yes","NONE","77","2000","EMERSON ST","EVANSTON"
"15307","Mon","2021-07-19T18:22:00.000","OTHER","55","Black","Male","No","NONE","77","2000","ASHLAND AV","EVANSTON"
"15315","Mon","2021-07-19T17:09:00.000","TRAF STOP/GANG NARC","25","Black","Male",,"NONE","74","1300","DODGE AV","EVANSTON"
"15303","Mon","2021-07-19T01:38:00.000","TRAF STOP/GANG NARC","20","Black","Male",,"NONE","72","800","MADISON ST","EVANSTON"
"15313","Wed","2021-07-14T20:54:00.000","TRAFFIC STOP","25","Black","Male",,"NONE",,"3500","W LAWRENCE","CHICAGO"
"15301","Sat","2021-07-10T21:58:00.000","TRAFFIC STOP","23","Black","Male","No","NONE","78","600","MULFORD ST/CALLAN AV","EVANSTON"
"15302","Thu","2021-07-08T22:17:00.000","TRAFFIC STOP","24","White","Male",,"NONE",,"7400","N. CLARK","CHICAGO"
"14300","Thu","2021-07-08T17:11:00.000","STREET STOP","37","Black","Male","No","NONE","77","1800","ASHLAND AV","EVANSTON"
"14299","Thu","2021-07-01T18:05:00.000","STREET STOP/GANG NARC","22","Black","Male",,"ARREST","74","1400","DARROW AV","EVANSTON"
"14301","Wed","2021-06-30T19:33:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","29","White","Male","No",,,"700","CUSTER AV","EVANSTON"
"15311","Sun","2021-06-27T21:33:00.000","TRAF STOP/SUSP PERS/GANG NARC","25","Black","Male","No","NONE","71","2400","MAIN ST","EVANSTON"
"15314","Fri","2021-06-25T21:59:00.000","GANG NARC/RSO","20","Black","Male",,"NONE","74","1200","DEWEY AV","EVANSTON"
"14296","Mon","2021-06-14T23:30:00.000","STREET STOP/GANG NARC","15","Black","Male","Yes","NONE","77","1900","WESLEY AV","EVANSTON"
"14298","Mon","2021-06-14T23:15:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","22","Black","Male","No","NONE",,,"GOLF/MCCORMICK","EVANSTON"
"14295","Sun","2021-06-13T21:57:00.000","OTHER","40","Black","Male","No","NONE","77","2100","DARROW AV","EVANSTON"
"14297","Thu","2021-06-10T20:40:00.000","STREET STOP","46","White","Male","Yes","NONE","71","800","DODGE AV","EVANSTON"
"14290","Tue","2021-06-08T21:34:00.000","TRAF STOP/GANG NARC","65","Black","Male",,"ARREST","74","1600","DODGE AV","EVANSTON"
"14288","Mon","2021-06-07T18:16:00.000","TRAF STOP/GANG NARC","29","Black","Male","Yes","NONE","77","2100","GREEN BAY RD","EVANSTON"
"14294","Sun","2021-06-06T18:00:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","21","Black","Male","No","NONE","77","1900","ASHLAND AV","EVANSTON"
"14287","Wed","2021-06-02T19:50:00.000","STREET STOP","16","Black","Male",,"NONE","74","1700","CHURCH ST","EVANSTON"
"14286","Tue","2021-06-01T20:55:00.000","TRAFFIC STOP","18","Black","Male",,,"77","1700","EMERSON ST","EVANSTON"
"14293","Sat","2021-05-29T23:10:00.000","TRAFFIC STOP","20","Black","Male",,"ARREST",,"1500","DODGE AV","EVANSTON"
"14284","Tue","2021-05-25T11:39:00.000","OTHER","52","Black","Male","No","NONE","73","1600","CHICAGO AV","EVANSTON"
"14289","Mon","2021-05-24T08:53:00.000","OTHER","49","White","Male","No","NONE","73","1200","ELMWOOD AV/CRAIN ST","EVANSTON"
"14283","Sat","2021-05-22T22:08:00.000","STREET STOP/SUSP PERSON","12","White","Male","No","NONE","76","1800","MAPLE AV","EVANSTON"
"14282","Sat","2021-05-22T22:02:00.000","STREET STOP/SUSP PERSON","15","White","Male","No","NONE","76","1800","MAPLE AV","EVANSTON"
"14285","Sat","2021-05-22T21:54:00.000","STREET STOP/SUSP PERSON","13","White","Male","No","NONE","76","1800","MAPLE AV","EVANSTON"
"14281","Sat","2021-05-22T17:16:00.000","STREET STOP/SUSP PERSON","13","White","Male","No","NONE","76","1800","MAPLE AV","EVANSTON"
"14292","Sun","2021-05-16T20:10:00.000","STREET STOP","28","Black","Male","No","NONE","76","1100","EMERSON ST","EVANSTON"
"14280","Sun","2021-05-16T12:55:00.000","TRAFFIC STOP","19","Asian","Male",,"ARREST","77","2100","CHURCH ST/GREY AV","EVANSTON"
"14278","Sun","2021-05-16T11:33:00.000","TRAF STOP/GANG NARC","19","Black","Male",,"NONE","73","700","LAKE ST/SHERMAN AV","EVANSTON"
"14291","Thu","2021-05-13T18:29:00.000","STREET STOP","22","Black","Male","No","NONE","72","900","HINMAN AV","EVANSTON"
"14277","Tue","2021-05-11T20:50:00.000","STREET STOP","28","White","Male","No","NONE","72","600","MAIN ST","EVANSTON"
"14276","Tue","2021-05-11T12:04:00.000","OTHER","54","Black","Male","Yes","NONE","73","800","DAVIS ST","EVANSTON"
"14279","Mon","2021-05-10T14:16:00.000","STREET STOP","28","White","Male","No","NONE","72","900","MAPLE AV","EVANSTON"
"14275","Sat","2021-05-08T04:50:00.000","STREET STOP/SUSP PERSON","57","Black","Male",,"NONE","76","2200","MAPLE AV","EVANSTON"
"14274","Fri","2021-05-07T03:17:00.000","TRAFFIC STOP","40","Black","Male","Yes","ARREST","71","2200","HOWARD ST","EVANSTON"
"14273","Mon","2021-05-03T21:27:00.000","STREET STOP/SUSP PERSON","43","Black","Male","No","NONE","76","1000","CENTRAL ST","EVANSTON"
"14272","Sat","2021-05-01T16:24:00.000","TRAFFIC STOP","21","Black","Male",,"NONE",,,"DAMEN AVE/HOWARD ST","CHICAGO"
"14267","Mon","2021-04-26T01:59:00.000","TRAF STOP/GANG NARC","19","White","Male","Yes","NONE","73","1200","RIDGE AV/CRAIN ST","EVANSTON"
"14269","Mon","2021-04-26T01:59:00.000","TRAF STOP/GANG NARC","18","White","Male","Yes","NONE","73","1200","RIDGE AV/CRAIN ST","EVANSTON"
"14268","Fri","2021-04-23T22:32:00.000","OTHER","41","Black","Male","No","NONE","73","800","DAVIS ST","EVANSTON"
"14266","Fri","2021-04-23T03:13:00.000","STREET STOP/SUSP PERSON","39","Black","Male","No","NONE",,"8800","MCCORMICK","SKOKIE"
"14270","Thu","2021-04-22T17:00:00.000","TRAFFIC STOP","38","White","Male","No","NONE","78","100","ASBURY AV","EVANSTON"
"14265","Sun","2021-04-18T07:08:00.000","TRAFFIC STOP","26","White","Male",,,"71","300","DODGE AV","EVANSTON"
"14264","Sun","2021-04-18T01:11:00.000","OTHER","19","Black","Male","No","NONE","77","1800","BROWN AV","EVANSTON"
"14262","Tue","2021-04-13T01:18:00.000","STREET STOP","51","Black","Male",,"NONE","71","700","GREY AV","EVANSTON"
"14260","Tue","2021-04-06T19:26:00.000","TRAFFIC STOP","21","Black","Male","No",,"77","1900","BROWN AV","EVANSTON"
"14259","Tue","2021-04-06T03:24:00.000","STREET STOP","24","Asian","Male",,"NONE","75","2300","PRAIRIE AV/GRANT ST","EVANSTON"
"14258","Tue","2021-04-06T03:12:00.000","STREET STOP","23","White","Male",,"NONE","75","2300","PRAIRIE AV/GRANT ST","EVANSTON"
"14257","Mon","2021-04-05T11:41:00.000","OTHER","57","Black","Male","No","NONE","73","700","CHURCH ST","EVANSTON"
"14271","Sat","2021-04-03T18:23:00.000","STREET STOP","61","White","Male","No","NONE","72","600","SHERIDAN SQ","EVANSTON"
"14263","Sat","2021-04-03T02:22:00.000","STREET STOP","23","Black","Male",,"NONE","71","1300","OAKTON ST/ASBURY AV","EVANSTON"
"14261","Thu","2021-04-01T17:44:00.000","SUSP PERSON/GANG NARC","23","Black","Male",,"NONE","78","700","DOBSON ST","EVANSTON"
"14256","Thu","2021-04-01T16:28:00.000","TRAF STOP/GANG NARC","35","Black","Male","No","NONE","78","100","CUSTER AV/HOWARD ST","EVANSTON"
"14254","Wed","2021-03-31T17:54:00.000","TRAFFIC STOP","21","Black","Male",,"ARREST",,"4000","GOLF RD/KARLOV AV","SKOKIE"
"14253","Wed","2021-03-31T11:57:00.000","TRAF STOP/GANG NARC","26","White","Female",,"NONE","73","1200","GREENWOOD ST/RIDGE AV","EVANSTON"
"14252","Mon","2021-03-29T16:34:00.000","STREET STOP/SUSP PERSON","35","Black","Male","No","NONE","76","1800","SHERMAN AV/CLARK ST","EVANSTON"
"14255","Sat","2021-03-27T12:08:00.000","STREET STOP","44","Black","Male",,"NONE","76","1400","LEONARD PL","EVANSTON"
"14249","Sat","2021-03-20T13:53:00.000","SUSP PERSON/GANG NARC","22","Black","Male","No","NONE","74","1400","DARROW AV","EVANSTON"
"14250","Sat","2021-03-20T12:00:00.000","SUSP PERSON/GANG NARC","23","Black","Male","No","NONE","74","1400","DARROW AV","EVANSTON"
"14248","Thu","2021-03-18T10:18:00.000","GANG NARC/RSO","30","Black","Male",,"ARREST",,"6600","CLAREMONT","CHICAGO"
"14240","Sat","2021-03-13T11:59:00.000","TRAFFIC STOP","24","Black","Male","Yes","NONE","77","1800","DODGE AV","EVANSTON"
"14244","Sat","2021-03-13T11:59:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","77","1800","DODGE AV","EVANSTON"
"14242","Sat","2021-03-13T07:55:00.000","OTHER","41","White","Male","No","NONE","73","1600","SHERMAN AV","EVANSTON"
"14241","Sat","2021-03-13T01:41:00.000","OTHER","32","Black","Male","No","NONE","77","2000","GREEN BAY RD","EVANSTON"
"14246","Fri","2021-03-12T18:25:00.000","TRAFFIC STOP","32","Black","Male",,,,"800","CHICAGO AV","EVANSTON"
"14245","Fri","2021-03-12T18:25:00.000","TRAFFIC STOP","26","Black","Male",,,,"800","CHICAGO AV","EVANSTON"
"14247","Fri","2021-03-12T18:25:00.000","TRAFFIC STOP","26","Black","Male",,,,"800","CHICAGO AV","EVANSTON"
"14251","Tue","2021-03-09T16:52:00.000","STREET STOP","27","Black","Male",,"ARREST","77","1700","DODGE AV","EVANSTON"
"14236","Tue","2021-03-02T17:57:00.000","TRAF STOP/GANG NARC","32","Black","Male",,"NONE",,"7500","N SHERIDAN RD","CHICAGO"
"14238","Tue","2021-03-02T17:57:00.000","TRAF STOP/GANG NARC","30","Black","Female",,"NONE",,"7500","N SHERIDAN RD","CHICAGO"
"14237","Mon","2021-03-01T21:37:00.000","TRAF STOP/GANG NARC","25","Black","Male","No","NONE",,,"MC CORMICK BL/OAKTON ST","SKOKIE"
"14234","Sat","2021-02-27T15:47:00.000","TRAF STOP/GANG NARC","30","Black","Male",,"NONE","75","2500","GREEN BAY RD","EVANSTON"
"14233","Fri","2021-02-26T09:00:00.000","STREET STOP","41","Black","Male","Yes","NONE","73","1600","MAPLE AV","EVANSTON"
"14239","Thu","2021-02-25T20:22:00.000","TRAFFIC STOP","23","Black","Male","Yes","NONE","71","100","DODGE AV","EVANSTON"
"14232","Wed","2021-02-24T18:13:00.000","TRAF STOP/GANG NARC","22","Black","Male","Yes",,"77","2000","DODGE AV","EVANSTON"
"14231","Sun","2021-02-21T20:00:00.000","TRAF STOP/GANG NARC","32","Black","Male","No","NONE","78","1100","HOWARD ST","EVANSTON"
"14235","Sun","2021-02-21T16:11:00.000","TRAF STOP/GANG NARC","20","Black","Male","No","NONE",,"1700","LEE ST","DES PLAINES"
"14243","Sat","2021-02-20T01:47:00.000","OTHER","59","Black","Male","No","NONE","78","100","RIDGE AV","EVANSTON"
"14230","Thu","2021-02-18T17:28:00.000","TRAFFIC STOP","20","Black","Male",,"NONE","77","1800","DARROW AV","EVANSTON"
"14229","Sat","2021-02-13T05:22:00.000","STREET STOP","38","White","Male",,"NONE","73","1500","SHERMAN AV","EVANSTON"
"14228","Mon","2021-02-08T16:24:00.000","SUSPICIOUS PERSON","18",,"Male","No","NONE","73","1600","MAPLE AV","EVANSTON"
"14226","Tue","2021-02-02T21:29:00.000","STREET STOP/SUSP PERSON","43","Unknown","Male","No","NONE","73","800","DEMPSTER ST","EVANSTON"
"14227","Sat","2021-01-30T00:37:00.000","STREET STOP","17","White","Male","Yes","NONE",,"3000","PAYNE ST","EVANSTON"
"14224","Tue","2021-01-26T23:08:00.000","STREET STOP/SUSP PERSON","34","Black","Male","No","NONE","72","900","ELMWOOD AV","EVANSTON"
"14225","Mon","2021-01-25T01:53:00.000","TRAF STOP/GANG NARC","16","Black","Male","Yes","ARREST","77","1800","DARROW AV","EVANSTON"
"14222","Sat","2021-01-23T23:14:00.000","TRAF STOP/GANG NARC/RSO","33","Black","Male","No","NONE","74","2200","DEMPSTER ST/HARTREY AV","EVANSTON"
"14221","Fri","2021-01-22T18:20:00.000","SUSPICIOUS PERSON","17","White","Male",,"ARREST","75","2500","PROSPECT AV","EVANSTON"
"14223","Wed","2021-01-20T22:00:00.000","STREET STOP","26","Black","Male",,"ARREST","78","300","CUSTER AV","EVANSTON"
"14219","Sat","2021-01-16T14:00:00.000","STREET STOP","39","Black","Male","No","NONE","76","1700","SHERMAN AV","EVANSTON"
"14217","Fri","2021-01-15T18:58:00.000","STREET STOP","19","Black","Male",,"ARREST","78","300","CALLAN AV","EVANSTON"
"14218","Wed","2021-01-13T02:08:00.000","TRAF STOP/SUSP PERS/GANG NARC","21","White","Male",,"NONE","77","1900","EMERSON ST","EVANSTON"
"14220","Wed","2021-01-13T01:16:00.000","STREET STOP","21","White","Male","Yes","NONE","77","2000","EMERSON ST/HOVLAND CT","EVANSTON"
"15327","Wed","2021-01-06T15:55:00.000","STREET STOP/SUSP PERSON","42","Black","Male",,"ARREST","78","300","CUSTER AV","EVANSTON"
"14216","Fri","2021-01-01T07:23:00.000","STREET STOP","19","Black","Male","No","NONE","72","400","MAIN ST","EVANSTON"
"14214","Mon","2020-12-28T18:25:00.000","TRAFFIC STOP","31","Black","Male","Yes","ARREST",,"1600","W. JONQUIL","CHICAGO"
"14215","Mon","2020-12-28T17:00:00.000","TRAFFIC STOP","36","Black","Female","No","NONE",,"1600","W. JONQUIL","CHICAGO"
"14210","Wed","2020-12-23T19:31:00.000","TRAFFIC STOP","15","Black","Male",,"NONE","78","400","CALLAN AV","EVANSTON"
"14212","Wed","2020-12-23T17:50:00.000","TRAFFIC STOP","15","Black","Male",,"NONE","78","400","CALLAN AV","EVANSTON"
"14209","Wed","2020-12-23T17:50:00.000","TRAFFIC STOP","15","Black","Male",,"NONE","78","400","CALLAN AV","EVANSTON"
"14213","Wed","2020-12-23T17:50:00.000","TRAFFIC STOP","15","Black","Male",,"NONE","78","400","CALLAN AV","EVANSTON"
"14211","Wed","2020-12-23T17:50:00.000","TRAFFIC STOP","15","Black","Male",,"NONE","78","400","CALLAN AV","EVANSTON"
"14207","Thu","2020-12-17T21:00:00.000","STREET STOP","26","Black","Male",,"NONE","73","1100","CHICAGO AV","EVANSTON"
"14203","Sat","2020-12-12T18:54:00.000","TRAF STOP/GANG NARC","19","Black","Male",,"NONE","77","1500","LYONS ST/ASHLAND AV","EVANSTON"
"14206","Fri","2020-12-11T18:29:00.000","GANG/NARCOTIC","15","White","Female",,"NONE","72","900","MAIN ST","EVANSTON"
"14205","Fri","2020-12-11T18:25:00.000","GANG/NARCOTIC","40","White","Female",,"ARREST","72","900","MAIN ST","EVANSTON"
"14204","Fri","2020-12-11T18:17:00.000","GANG/NARCOTIC","19","White","Male",,"ARREST","72","900","MAIN ST","EVANSTON"
"14202","Fri","2020-12-11T15:03:00.000","GANG/NARCOTIC","20","White","Male",,"ARREST","72","900","MAIN ST","EVANSTON"
"14201","Fri","2020-12-11T15:03:00.000","GANG/NARCOTIC","17","White","Female",,"NONE","72","900","MAIN ST","EVANSTON"
"14208","Wed","2020-12-09T16:49:00.000","TRAFFIC STOP","40","Black","Male",,"NONE","74","2200","LAKE ST","EVANSTON"
"14199","Tue","2020-12-08T17:08:00.000","TRAFFIC STOP","23","Black","Male","No","NONE","74","1600","DODGE AV","EVANSTON"
"14200","Tue","2020-12-08T17:02:00.000","TRAFFIC STOP","23","Black","Male","No",,"74","1600","DODGE AV","EVANSTON"
"14198","Sat","2020-12-05T13:10:00.000","TRAF STOP/GANG NARC","21","Black","Male",,"ARREST",,"1600","SIMPSON ST","EVANSTON"
"14196","Sun","2020-11-29T20:18:00.000","TRAFFIC STOP","22","Black","Male",,"NONE",,"2100","CHURCH ST","EVANSTON"
"14197","Sun","2020-11-29T20:08:00.000","TRAFFIC STOP","19","Black","Male",,"NONE",,"2100","CHURCH ST","EVANSTON"
"14195","Tue","2020-11-24T14:51:00.000","TRAF STOP/GANG NARC","26","Black","Male",,"NONE","77","1900","WESLEY AV","EVANSTON"
"14194","Mon","2020-11-23T22:17:00.000","OTHER","33","Black","Male",,"ARREST","71","2400","MAIN ST","EVANSTON"
"14193","Mon","2020-11-16T15:25:00.000","SUSPICIOUS PERSON","18","Black","Male","No","NONE","75","2300","HASTINGS AV","EVANSTON"
"14192","Mon","2020-11-16T15:25:00.000","SUSPICIOUS PERSON","15","White","Male","No","NONE","75","2300","HASTINGS AV","EVANSTON"
"14189","Sat","2020-11-07T10:16:00.000","STREET STOP","43","Black","Male",,"NONE","73","800","DAVIS ST","EVANSTON"
"14191","Sat","2020-11-07T02:41:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","27","White","Male",,"NONE","78","300","CALLAN AV","EVANSTON"
"14190","Fri","2020-11-06T16:16:00.000","STREET STOP","72","Black","Female","No","NONE","73","1600","SHERMAN AV","EVANSTON"
"14188","Wed","2020-11-04T07:00:00.000","STREET STOP","46","Black","Male","No","NONE","73","1200","GREENLEAF ST/RIDGE AV","EVANSTON"
"14187","Sat","2020-10-31T19:18:00.000","STREET STOP","63","Black","Male","No","NONE","78","400","RIDGE AV","EVANSTON"
"14184","Fri","2020-10-16T20:25:00.000","SUSPICIOUS PERSON","21","Black","Male",,"NONE","74","2100","LAKE ST/GREY AV","EVANSTON"
"14180","Thu","2020-10-01T23:48:00.000","STREET STOP/SUSP PERSON","21","Black","Male",,"NONE","78","1300","DOBSON ST","EVANSTON"
"14181","Wed","2020-09-30T17:54:00.000","STREET STOP","23","Black","Male","No","ARREST","72","900","SHERMAN AV","EVANSTON"
"14179","Wed","2020-09-30T08:10:00.000","SUSPICIOUS PERSON","39","White","Male","No","NONE","72","900","CHICAGO AV/MAIN ST","EVANSTON"
"14178","Mon","2020-09-28T19:24:00.000","OTHER","26","Black","Male","No","NONE","71","800","DODGE AV","EVANSTON"
"14177","Sun","2020-09-27T23:18:00.000","STREET STOP","18","White","Male","No","NONE",,"1400","SHERMAN AV","EVANSTON"
"14176","Thu","2020-09-17T16:54:00.000","OTHER","44","Black","Male","No","NONE","75","2800","ASBURY AV","EVANSTON"
"14173","Sun","2020-09-13T14:16:00.000","STREET STOP/SUSP PERSON","21","Black","Male","No","NONE","77","1800","LAUREL AV/LYONS ST","EVANSTON"
"14174","Sat","2020-09-12T12:44:00.000","STREET STOP","60","Black","Male","Yes",,"72","500","CHICAGO AV","EVANSTON"
"14182","Sat","2020-09-05T07:58:00.000","GANG/NARCOTIC","36","Black","Female",,"NONE","74","1400","PITNER AV","EVANSTON"
"14183","Sat","2020-09-05T07:58:00.000","GANG/NARCOTIC","39","Black","Male",,"ARREST","74","1400","PITNER AV","EVANSTON"
"14175","Fri","2020-09-04T23:00:00.000","TRAFFIC STOP","19","Black","Male",,"NONE","74","1900","DEMPSTER ST","EVANSTON"
"14172","Fri","2020-08-28T22:40:00.000","TRAFFIC STOP","27","Black","Male","Yes","NONE",,"300","DODGE AV","EVANSTON"
"14167","Fri","2020-08-21T08:52:00.000","STREET STOP/SUSP PERSON","20","Black","Male","No","NONE","72","1000","MAPLE AV","EVANSTON"
"14171","Thu","2020-08-20T20:02:00.000","TRAF STOP/GANG NARC","21","Black","Male",,"ARREST","77","2100","GREEN BAY RD","EVANSTON"
"14166","Sun","2020-08-16T17:38:00.000","OTHER","19","Black","Male","No","NONE","77","1900","WESLEY AV","EVANSTON"
"14165","Sat","2020-08-15T14:36:00.000","OTHER","29","White","Male",,"NONE","75","2700","GREEN BAY RD","EVANSTON"
"14170","Sat","2020-08-08T11:56:00.000","STREET STOP/GANG NARC","35","Black","Female","No","NONE","77","1700","SIMPSON ST","EVANSTON"
"14162","Thu","2020-08-06T11:54:00.000","TRAF STOP/GANG NARC","24","Black","Male","Yes","NONE",,"2600","W JEROME","CHICAGO"
