"field_contact_key","day_of_the_week","field_contact_date","reason_code_description","age","race","sex","pat_down","enforcement","police_beat","street_number","street_name","city"
"15336","Tue","2021-08-31T19:11:00.000","TRAF STOP/GANG NARC","33","Black","Male","Yes","ARREST","78","1000","HOWARD ST","EVANSTON"
"15325","Tue","2021-08-03T20:15:00.000","STREET STOP","20","Black","Male","Yes","ARREST",,"4900","HULL ST","SKOKIE"
"15312","Mon","2021-07-19T20:36:00.000","TRAFFIC STOP","54","Black","Male","Yes","NONE","77","2000","EMERSON ST","EVANSTON"
"14296","Mon","2021-06-14T23:30:00.000","STREET STOP/GANG NARC","15","Black","Male","Yes","NONE","77","1900","WESLEY AV","EVANSTON"
"14297","Thu","2021-06-10T20:40:00.000","STREET STOP","46","White","Male","Yes","NONE","71","800","DODGE AV","EVANSTON"
"14288","Mon","2021-06-07T18:16:00.000","TRAF STOP/GANG NARC","29","Black","Male","Yes","NONE","77","2100","GREEN BAY RD","EVANSTON"
"14276","Tue","2021-05-11T12:04:00.000","OTHER","54","Black","Male","Yes","NONE","73","800","DAVIS ST","EVANSTON"
"14274","Fri","2021-05-07T03:17:00.000","TRAFFIC STOP","40","Black","Male","Yes","ARREST","71","2200","HOWARD ST","EVANSTON"
"14267","Mon","2021-04-26T01:59:00.000","TRAF STOP/GANG NARC","19","White","Male","Yes","NONE","73","1200","RIDGE AV/CRAIN ST","EVANSTON"
"14269","Mon","2021-04-26T01:59:00.000","TRAF STOP/GANG NARC","18","White","Male","Yes","NONE","73","1200","RIDGE AV/CRAIN ST","EVANSTON"
"14244","Sat","2021-03-13T11:59:00.000","TRAFFIC STOP","17","Black","Male","Yes","NONE","77","1800","DODGE AV","EVANSTON"
"14240","Sat","2021-03-13T11:59:00.000","TRAFFIC STOP","24","Black","Male","Yes","NONE","77","1800","DODGE AV","EVANSTON"
"14233","Fri","2021-02-26T09:00:00.000","STREET STOP","41","Black","Male","Yes","NONE","73","1600","MAPLE AV","EVANSTON"
"14239","Thu","2021-02-25T20:22:00.000","TRAFFIC STOP","23","Black","Male","Yes","NONE","71","100","DODGE AV","EVANSTON"
"14232","Wed","2021-02-24T18:13:00.000","TRAF STOP/GANG NARC","22","Black","Male","Yes",,"77","2000","DODGE AV","EVANSTON"
"14227","Sat","2021-01-30T00:37:00.000","STREET STOP","17","White","Male","Yes","NONE",,"3000","PAYNE ST","EVANSTON"
"14225","Mon","2021-01-25T01:53:00.000","TRAF STOP/GANG NARC","16","Black","Male","Yes","ARREST","77","1800","DARROW AV","EVANSTON"
"14220","Wed","2021-01-13T01:16:00.000","STREET STOP","21","White","Male","Yes","NONE","77","2000","EMERSON ST/HOVLAND CT","EVANSTON"
"14214","Mon","2020-12-28T18:25:00.000","TRAFFIC STOP","31","Black","Male","Yes","ARREST",,"1600","W. JONQUIL","CHICAGO"
"14174","Sat","2020-09-12T12:44:00.000","STREET STOP","60","Black","Male","Yes",,"72","500","CHICAGO AV","EVANSTON"
"14172","Fri","2020-08-28T22:40:00.000","TRAFFIC STOP","27","Black","Male","Yes","NONE",,"300","DODGE AV","EVANSTON"
"14163","Thu","2020-08-06T11:54:00.000","TRAF STOP/GANG NARC","23","Black","Male","Yes","NONE",,"2600","W JEROME ST","CHICAGO"
"14162","Thu","2020-08-06T11:54:00.000","TRAF STOP/GANG NARC","24","Black","Male","Yes","NONE",,"2600","W JEROME","CHICAGO"
"14112","Thu","2020-05-14T19:29:00.000","TRAF STOP/GANG NARC","21","Black","Male","Yes","NONE","99",,"HOWARD/ROGERS","CHICAGO"
"14105","Mon","2020-05-11T16:12:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","18","Black","Male","Yes","NONE","99","7700","MARSHFIELD","CHICAGO"
"14103","Sun","2020-05-10T14:39:00.000","TRAF STOP/GANG NARC","22","Black","Male","Yes","ARREST","99","1600","W HOWARD ST","CHICAGO"
"14099","Fri","2020-05-08T11:57:00.000","TRAF STOP/GANG NARC","26","Black","Male","Yes","NONE","74","1200","DODGE AV","EVANSTON"
"14090","Mon","2020-05-04T15:00:00.000","TRAFFIC STOP","22","Black","Male","Yes","ARREST","73","1000","CHURCH ST","EVANSTON"
"14084","Sun","2020-05-03T21:58:00.000","TRAFFIC STOP","19","Black","Male","Yes","ARREST","77","1700","DODGE AV","EVANSTON"
"14089","Wed","2020-04-29T20:56:00.000","TRAFFIC STOP","18","White","Female","Yes",,"78","200","ASBURY AV/BRUMMEL ST","EVANSTON"
"14088","Wed","2020-04-29T19:30:00.000","TRAF STOP/GANG NARC","19","Black","Male","Yes","NONE","77","1900","CHURCH ST/BROWN AV","EVANSTON"
"14083","Tue","2020-04-21T22:17:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","21","Black","Female","Yes",,"78","400","HOWARD ST","EVANSTON"
"14082","Tue","2020-04-21T18:04:00.000","OTHER","38","Black","Male","Yes","NONE","76","1700","SHERMAN AV","EVANSTON"
"14080","Sat","2020-04-18T22:21:00.000","STREET STOP","26","Black","Male","Yes","NONE","77","2100","DEWEY AV","EVANSTON"
"14079","Tue","2020-04-14T22:58:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","23","Black","Male","Yes","ARREST","99","7400","N. WOLCOTT","CHICAGO"
"14075","Mon","2020-03-30T16:15:00.000","TRAF STOP/GANG NARC","25","Black","Male","Yes","NONE","77","2100","EMERSON ST","EVANSTON"
"14073","Tue","2020-03-24T15:38:00.000","TRAF STOP/GANG NARC","18","Black","Male","Yes","ARREST","99","7100","N RIDGE","CHICAGO"
"14067","Thu","2020-03-12T19:59:00.000","TRAFFIC STOP","28","Black","Male","Yes","NONE","99","0","HOWARD ST/ASBURY AV","CHICAGO"
"14068","Mon","2020-03-09T15:18:00.000","TRAF STOP/GANG NARC","19","White","Male","Yes","NONE","78","400","CUSTER AV","EVANSTON"
"14066","Mon","2020-03-09T14:06:00.000","TRAF STOP/GANG NARC","29","Black","Male","Yes",,"72","800","CUSTER AV/WASHINGTON ST","EVANSTON"
"14059","Thu","2020-03-05T20:37:00.000","TRAF STOP/GANG NARC","18","Black","Male","Yes",,"78","400","RIDGE AV","EVANSTON"
"14060","Thu","2020-03-05T17:16:00.000","TRAF STOP/GANG NARC/RSO","22","White","Male","Yes","NONE","77","1600","SIMPSON ST","EVANSTON"
"14053","Tue","2020-03-03T23:50:00.000","STREET STOP","14","Black","Male","Yes",,"74","1700","DEMPSTER ST",
"14057","Tue","2020-03-03T17:28:00.000","TRAF STOP/GANG NARC","20","Black","Male","Yes","ARREST","77","1800","SIMPSON ST",
"14049","Sat","2020-02-29T21:05:00.000","TRAF STOP/GANG NARC","23","White","Male","Yes",,"74","1100","FLORENCE AV","EVANSTON"
"14048","Mon","2020-02-24T20:18:00.000","TRAFFIC STOP","48","Black","Male","Yes","NONE","74","1900","DEMPSTER ST","EVANSTON"
"14045","Mon","2020-02-24T02:18:00.000","TRAFFIC STOP","33","Black","Male","Yes","NONE","72","500","RIDGE AV/SOUTH BL","EVANSTON"
"14047","Sat","2020-02-22T18:27:00.000","TRAF STOP/SUSP PERSON/GANG/RSO","19","Black","Male","Yes","NONE","78","700","CASE ST","EVANSTON"
