"rpmainid","stop_date","stop_time","day_of_the_week","age","race","sex","street_number","street_name","police_beat"
"79870","2021-10-17T00:00:00.000","1634","Sun","24","Black","Male","800","HOWARD ST","78"
"79879","2021-10-17T00:00:00.000","145","Sun","29","Hispanic","Male","1000","FOREST AV","72"
"79884","2021-10-16T00:00:00.000","1800","Sat","37","Hispanic","Male","600","MAIN ST/CHICAGO AV",
"79864","2021-10-16T00:00:00.000","212","Sat","40","Black","Male","900","BROWN AV/MAIN ST","71"
"79872","2021-10-16T00:00:00.000","1505","Sat","47","Hispanic","Male","1900","SHERIDAN RD","76"
"79858","2021-10-15T00:00:00.000","1626","Fri","35","White","Female","1400","MAPLE AV/LAKE ST",
"79861","2021-10-15T00:00:00.000","1947","Fri","66","White","Male","900","HOWARD ST/RIDGE AV",
"79857","2021-10-15T00:00:00.000","1226","Fri","73","White","Female","1400","SIMPSON ST",
"79856","2021-10-15T00:00:00.000","1108","Fri","27","Hispanic","Male","2400","CENTRAL ST",
"79873","2021-10-15T00:00:00.000","726","Fri","51","Hispanic","Female","500","RIDGE AV",
"79860","2021-10-15T00:00:00.000","1934","Fri","71","Hispanic","Male","1300","HOWARD ST/ASBURY AV",
"79863","2021-10-15T00:00:00.000","2112","Fri","36","Asian","Male","800","CHURCH ST/SHERMAN AV",
"79854","2021-10-15T00:00:00.000","643","Fri","48","White","Male","900","MONROE ST",
"79874","2021-10-15T00:00:00.000","743","Fri","40","Black","Male","1500","MCDANIEL AV",
"79875","2021-10-15T00:00:00.000","1553","Fri","19","White","Female","900","LAKE ST/ELMWOOD AV",
"79876","2021-10-15T00:00:00.000","700","Fri","32","White","Female","500","RIDGE AV",
"79871","2021-10-15T00:00:00.000","1143","Fri","55","White","Female","3300","CENTRAL ST",
"79878","2021-10-15T00:00:00.000","710","Fri","77","White","Male","500","RIDGE AV",
"79859","2021-10-15T00:00:00.000","1808","Fri","22","Black","Male","1700","SHERMAN AV/CHURCH ST",
"79877","2021-10-15T00:00:00.000","1030","Fri","20","Hispanic","Male","500","RIDGE AV",
"79855","2021-10-15T00:00:00.000","158","Fri","23","Black","Female","800","LEE ST/SHERMAN AV","72"
"79862","2021-10-15T00:00:00.000","2033","Fri","54","White","Female","1100","MAIN ST/RIDGE AV",
"79881","2021-10-15T00:00:00.000","1836","Fri","44","White","Male","800","CHURCH ST/SHERMAN AV",
"79883","2021-10-15T00:00:00.000","2047","Fri","78","Black","Male","1200","HOWARD ST/BARTON AV",
"79880","2021-10-15T00:00:00.000","1816","Fri","64","Black","Male","1700","MAPLE AV",
"79882","2021-10-15T00:00:00.000","1908","Fri","43","Black","Female",,"RIDGE AV/GREENWOOD ST",
"79844","2021-10-14T00:00:00.000","837","Thu","34","Black","Female","1500","MCDANIEL AV",
"79846","2021-10-14T00:00:00.000","1514","Thu","55","White","Male","1900","EMERSON ST",
"79842","2021-10-14T00:00:00.000","1351","Thu","41","White","Male","700","RIDGE AV",
"79841","2021-10-14T00:00:00.000","453","Thu","20","Black","Male","1200","DAVIS ST","74"
"79845","2021-10-14T00:00:00.000","1541","Thu","46","Hispanic","Female","2300","MCCORMICK BLVD",
"79847","2021-10-14T00:00:00.000","1524","Thu","60","White","Female","2100","PAYNE ST",
"79843","2021-10-14T00:00:00.000","1409","Thu","51","Black","Male","700","RIDGE AV",
"79853","2021-10-14T00:00:00.000","2305","Thu","52","White","Male","900","CHURCH ST","73"
"79852","2021-10-14T00:00:00.000","1820","Thu","83",,"Male","1800","DEMPSTER ST","74"
"79850","2021-10-14T00:00:00.000","1622","Thu","53","Black","Male","2100","ASBURY AV",
"79848","2021-10-14T00:00:00.000","1604","Thu","22","Hispanic","Male","2300","GREEN BAY RD",
"79849","2021-10-14T00:00:00.000","1549","Thu","54","Hispanic","Male","2400","MCCORMICK BLVD",
"79851","2021-10-14T00:00:00.000","1649","Thu","59","White","Male","1000","EMERSON ST",
"79835","2021-10-13T00:00:00.000","953","Wed","61","White","Male","900","LINCOLN ST/RIDGE AV","76"
"79839","2021-10-13T00:00:00.000","1152","Wed","23","Black","Male","500","RIDGE AV","78"
"79832","2021-10-13T00:00:00.000","9","Wed","30","White","Male","1900","CHURCH ST/DODGE AV","77"
"79831","2021-10-13T00:00:00.000","714","Wed","36","Hispanic","Male","1400","RIDGE AV",
"79840","2021-10-13T00:00:00.000","741","Wed","37","Asian","Male","800","LAKE ST",
"79830","2021-10-13T00:00:00.000","721","Wed","86","White","Male","1500","OAK AV",
"79836","2021-10-13T00:00:00.000","926","Wed",,"White","Male","2400","ASBURY AV/LINCOLN ST","75"
"79837","2021-10-13T00:00:00.000","941","Wed","61","White","Female","2400","ASBURY AV/LINCOLN ST","75"
"79838","2021-10-13T00:00:00.000","1139","Wed","77","Asian","Male","600","RIDGE AV","71"
"79827","2021-10-12T00:00:00.000","6","Tue","55","Black","Female","700","HOWARD ST/CUSTER AV",
"79828","2021-10-12T00:00:00.000","1729","Tue","52","White","Male","1300","DEMPSTER ST/ASBURY AV","74"
"79829","2021-10-12T00:00:00.000","1650","Tue","21","White","Male","1100","WASHINGTON ST/RIDGE AV","72"
"79834","2021-10-12T00:00:00.000","2320","Tue","37","Asian","Male","900","CHURCH ST","73"
"79833","2021-10-12T00:00:00.000","1602","Tue","17","Hispanic","Male","900","RIDGE AV/MAIN ST","72"
"79825","2021-10-12T00:00:00.000","104","Tue","27","White","Male","800","MADISON ST/SHERMAN AV","72"
"79824","2021-10-12T00:00:00.000","23","Tue","32","Black","Female","700","HOWARD ST/CUSTER AV",
"79826","2021-10-12T00:00:00.000","839","Tue","42","Black","Male","2400","DEMPSTER ST/FOWLER AV","74"
"79823","2021-10-11T00:00:00.000","835","Mon","44","White","Male","1600","LAKE ST","74"
"79815","2021-10-09T00:00:00.000","1807","Sat","23","Black","Male","600","HOWARD ST","78"
"79818","2021-10-09T00:00:00.000","1444","Sat","48","White","Female","1900","GREEN BAY RD/ASBURY AV",
"79816","2021-10-09T00:00:00.000","101","Sat","22","Black","Female","2000","CHURCH ST","74"
"79817","2021-10-09T00:00:00.000","1902","Sat","16","White","Male","2900","CENTRAL ST",
"79822","2021-10-09T00:00:00.000","236","Sat","57","Black","Male","1100","RIDGE AV","74"
"79819","2021-10-09T00:00:00.000","1705","Sat","26","Hispanic","Male","1700","ORRINGTON AV/CHURCH ST",
"79821","2021-10-08T00:00:00.000","1900","Fri","49","Asian","Male","1100","NOYES ST","76"
"79814","2021-10-08T00:00:00.000","950","Fri","34","White","Female","1900","HOWARD ST/DODGE AV",
"79820","2021-10-08T00:00:00.000","1645","Fri","31","Black","Male","2000","W HOWARD ST",
"79813","2021-10-08T00:00:00.000","912","Fri","68","White","Male","600","CHURCH ST/CHICAGO AV","76"
"79812","2021-10-07T00:00:00.000","1539","Thu","26","White","Male","1300","HOWARD ST/ASBURY AV","78"
"79810","2021-10-06T00:00:00.000","1556","Wed","17","White","Female","900","RIDGE AV/MAIN ST",
"79809","2021-10-06T00:00:00.000","1748","Wed","32","Black","Female","1600","ASBURY AV","74"
"79811","2021-10-06T00:00:00.000","1619","Wed","32","Black","Female","500","CUSTER AV","72"
"79805","2021-10-06T00:00:00.000","830","Wed","34","White","Male","1700","HOWARD ST/DEWEY AV",
"79807","2021-10-06T00:00:00.000","1112","Wed","41","White","Male","900","HOWARD ST/RIDGE AV",
"79800","2021-10-06T00:00:00.000","853","Wed","36","White","Female","1700","HOWARD ST/DEWEY AV",
"79808","2021-10-06T00:00:00.000","1536","Wed","55","White","Male","1000","RIDGE AV/LEE ST","72"
"79798","2021-10-05T00:00:00.000","2027","Tue","17","White","Female","2900","SIMPSON ST",
"79806","2021-10-05T00:00:00.000","1738","Tue","23","Asian","Male","1400","ASBURY AV/GREENWOOD ST",
"79799","2021-10-05T00:00:00.000","2043","Tue","23","Black","Male",,"KARLOV AV/GOLF RD",
"79796","2021-10-05T00:00:00.000","1713","Tue","41","Black","Male","1900","DEMPSTER ST","74"
"79802","2021-10-05T00:00:00.000","1542","Tue","30","White","Male","7500","N RIDGE BL",
"79797","2021-10-05T00:00:00.000","1809","Tue","58","White","Male","1500","CHICAGO AV",
"79803","2021-10-05T00:00:00.000","2021","Tue","30","Black","Male","700","HOWARD ST/CUSTER AV",
"79804","2021-10-05T00:00:00.000","2100","Tue","29","White","Male","1700","MCCORMICK BL/",
"79795","2021-10-05T00:00:00.000","1751","Tue","45","Black","Male","1200","GREENWOOD ST/RIDGE AV",
"79801","2021-10-05T00:00:00.000","1700","Tue","39","Black","Female","900","RIDGE AV/MAIN ST",
"79793","2021-10-05T00:00:00.000","155","Tue","23","Black","Female","2600","LAWNDALE AV","75"
"79792","2021-10-05T00:00:00.000","29","Tue","31","Black","Female","600","CHICAGO AV/KEENEY ST","72"
"79786","2021-10-04T00:00:00.000","739","Mon","51","Hispanic","Male","300","RIDGE AV/MULFORD ST","78"
"79794","2021-10-04T00:00:00.000","2323","Mon","26","Black","Male","100","CUSTER AV/DOBSON ST","78"
"79791","2021-10-04T00:00:00.000","1653","Mon","38","Black","Female","1700","RIDGE AV/CHURCH ST","73"
"79789","2021-10-02T00:00:00.000","1129","Sat","21","White","Male","2100","EMERSON ST/GREY AV","77"
"79790","2021-10-02T00:00:00.000","1835","Sat","16","White","Female","1200","CHURCH ST","73"
"79784","2021-10-02T00:00:00.000","1244","Sat","24","Black","Male","1500","ELMWOOD AV","73"
"79782","2021-10-01T00:00:00.000","1228","Fri","50","Black","Male","1800","EMERSON ST/DARROW AV","77"
"79788","2021-10-01T00:00:00.000","1736","Fri","18","Black","Male","1400","FOWLER AV","74"
"79787","2021-10-01T00:00:00.000","1555","Fri","22","White","Male","1000","RIDGE AV","74"
"79785","2021-10-01T00:00:00.000","1507","Fri","56","White","Male","1100","RIDGE AV/GREENLEAF ST",
"79783","2021-10-01T00:00:00.000","1454","Fri","22","Black","Male","800","RIDGE AV/WASHINGTON ST",
"79781","2021-09-30T00:00:00.000","2300","Thu","39","Black","Male","900","RIDGE AV/MAIN ST","72"
"79776","2021-09-30T00:00:00.000","2321","Thu","30","White","Female",,"W HOWARD ST/N HOYNE AV",
"79777","2021-09-30T00:00:00.000","2354","Thu","24","White","Male","1100","OAKTON ST","71"
"79779","2021-09-30T00:00:00.000","1730","Thu","16","White","Male","1100","MAIN ST/RIDGE AV",
"79778","2021-09-30T00:00:00.000","1702","Thu","21","White","Male","2700","RIDGE AV/INGLESIDE PL","76"
"79774","2021-09-30T00:00:00.000","1515","Thu","44","Black","Female","2400","PRAIRIE AV","75"
"79767","2021-09-30T00:00:00.000","917","Thu","36","White","Male","100","ASHLAND AV/DOBSON ST","71"
"79780","2021-09-30T00:00:00.000","1824","Thu","23","Hispanic","Male","100","RIDGE AV/DOBSON ST",
"79775","2021-09-30T00:00:00.000","1611","Thu","35","Black","Male","900","RIDGE AV/MAIN ST",
"79772","2021-09-29T00:00:00.000","2159","Wed","27","Black","Male","2200","OAKTON ST","71"
"79769","2021-09-29T00:00:00.000","1723","Wed","35","Black","Female","1100","LEE ST/RIDGE AV",
"79773","2021-09-29T00:00:00.000","2002","Wed",,"Asian","Male","1900","GREENLEAF ST/DODGE AV","74"
"79768","2021-09-29T00:00:00.000","1712","Wed","43","Hispanic","Female","900","RIDGE AV",
"79770","2021-09-29T00:00:00.000","2140","Wed","17","White","Male","300","DEMPSTER ST/FOREST AV","73"
"79766","2021-09-29T00:00:00.000","2215","Wed","20","Black","Male","100","RIDGE AV","78"
"79771","2021-09-29T00:00:00.000","1646","Wed","75","White","Male",,"MAIN/ELMWOOD",
"79762","2021-09-29T00:00:00.000","1659","Wed","40","White","Male","500","RIDGE AV/OAKTON ST",
"79763","2021-09-29T00:00:00.000","1752","Wed","39","Black","Male","900","RIDGE CT/MAIN ST",
"79764","2021-09-29T00:00:00.000","1809","Wed","28","Black","Female","1000","AUSTIN ST/RIDGE AV",
"79765","2021-09-29T00:00:00.000","2043","Wed","31","Hispanic","Male","2000","BRIDGE ST/MCCORMICK BL",
"79761","2021-09-29T00:00:00.000","1649","Wed","63","White","Male","900","WASHINGTON ST",
"79757","2021-09-29T00:00:00.000","1108","Wed","44","Black","Female","100","RIDGE AV/HOWARD ST","78"
"79758","2021-09-29T00:00:00.000","1116","Wed","56","White","Male","800","MAIN ST/ELMWOOD AV","72"
"79759","2021-09-29T00:00:00.000","1443","Wed","65","Black","Female","1900","CENTRAL ST","75"
"79760","2021-09-29T00:00:00.000","1625","Wed","54","White","Female","1100","GREENWOOD ST/OAK AV","73"
"79756","2021-09-29T00:00:00.000","922","Wed","48","White","Female","100","DEWEY AV/HOWARD ST","71"
"79743","2021-09-28T00:00:00.000","1158","Tue","78","White","Male","7700","N RIDGE BLVD",
"79752","2021-09-28T00:00:00.000","1820","Tue","63","White","Male","600","SHERIDAN SQ","72"
"79747","2021-09-28T00:00:00.000","1836","Tue","28","White","Male","300","SHERIDAN RD",
"79751","2021-09-28T00:00:00.000","1759","Tue","22","Black","Male","7500","N WESTERN AV",
"79741","2021-09-28T00:00:00.000","1023","Tue","45","Asian","Male","600","DEMPSTER ST/CHICAGO AV","73"
"79748","2021-09-28T00:00:00.000","1926","Tue","29","White","Male","300","SHERIDAN RD",
"79750","2021-09-28T00:00:00.000","1143","Tue","38","Black","Male","100","ASBURY AV",
"79742","2021-09-28T00:00:00.000","1116","Tue","71","White","Male","500","ASBURY AV",
"79755","2021-09-28T00:00:00.000","1907","Tue","24","Black","Male","1800","DEMPSTER ST/DARROW AV",
"79745","2021-09-28T00:00:00.000","1244","Tue","69","White","Male","800","BRUMMEL ST",
"79749","2021-09-28T00:00:00.000","1258","Tue","30","Asian","Male","300","RIDGE AV",
"79753","2021-09-28T00:00:00.000","1848","Tue","24","White","Female","300","SHERIDAN RD",
"79754","2021-09-28T00:00:00.000","1857","Tue","40","Asian","Female","200","SOUTH BLVD",
"79744","2021-09-28T00:00:00.000","1228","Tue","37","White","Female","100","CLYDE AV",
"79746","2021-09-28T00:00:00.000","1528","Tue","37","White","Male","2300","PRAIRIE AV",
"79732","2021-09-27T00:00:00.000","1822","Mon","37","Hispanic","Male","300","SHERIDAN RD",
"79737","2021-09-27T00:00:00.000","2152","Mon","68","White","Female","1000","GROVE ST/MAPLE AV","73"
"79734","2021-09-27T00:00:00.000","1522","Mon","50","White","Female","1600","DODGE AV","74"
"79736","2021-09-27T00:00:00.000","1733","Mon","33","White","Female","1100","DAVIS ST/OAK AV","73"
"79725","2021-09-27T00:00:00.000","2015","Mon","41","Hispanic","Male","1300","HOWARD ST",
"79731","2021-09-27T00:00:00.000","1900","Mon","33","White","Female","100","SOUTH BLVD",
"79724","2021-09-27T00:00:00.000","1915","Mon","27","Black","Male","600","SHERIDAN SQ","72"
"79738","2021-09-27T00:00:00.000","2032","Mon","30","White","Male","800","RIDGE AV","71"
"79727","2021-09-27T00:00:00.000","1934","Mon","19","Black","Male",,"GOLF/MCCORMICK",
"79735","2021-09-27T00:00:00.000","1559","Mon","33","White","Male","1700","SHERMAN AV/CHURCH ST","73"
"79722","2021-09-27T00:00:00.000","1159","Mon","50","Black","Male","100","CLYDE AV",
"79726","2021-09-27T00:00:00.000","1924","Mon","19","Black","Male",,"GOLF/EAST PRAIRIE",
"79728","2021-09-27T00:00:00.000","2011","Mon","19","Black","Male",,"GOLF/SALEM",
"79723","2021-09-27T00:00:00.000","1824","Mon","16","White","Male","2000","DEWEY AV/FOSTER ST","77"
"79730","2021-09-27T00:00:00.000","1533","Mon","55","White","Female","1800","MCCORMICK BLVD",
"79739","2021-09-27T00:00:00.000","2054","Mon","56","White","Male","700","RIDGE AV","71"
"79740","2021-09-27T00:00:00.000","1452","Mon","56","White","Male","2300","GREEN BAY RD",
"79721","2021-09-27T00:00:00.000","1248","Mon","25","Black","Female","200","ASBURY AV",
"79729","2021-09-27T00:00:00.000","2123","Mon","23","Black","Male","7600","SHERIDAN",
"79733","2021-09-27T00:00:00.000","1947","Mon","45","White","Male",,"GOLF/MCCORMICK",
"79720","2021-09-26T00:00:00.000","1526","Sun","73","White","Male","1600","SHERMAN AV","73"
"79714","2021-09-25T00:00:00.000","1007","Sat","30","Black","Male","1900","HOWARD ST",
"79715","2021-09-25T00:00:00.000","1030","Sat","52","White","Female","1400","DODGE AV/GREENWOOD ST","74"
"79713","2021-09-25T00:00:00.000","842","Sat","39","White","Male","2300","HOWARD ST",
"79719","2021-09-25T00:00:00.000","1412","Sat","48","White","Male","1900","GREEN BAY RD",
"79717","2021-09-25T00:00:00.000","1151","Sat","31","White","Male","1000","LAKE ST",
"79710","2021-09-24T00:00:00.000","815","Fri","35","White","Male","100","KEENEY ST/SHERIDAN RD","72"
"79716","2021-09-24T00:00:00.000","2359","Fri","41","Black","Male","1200","FOSTER ST/RIDGE AV","76"
"79712","2021-09-24T00:00:00.000","809","Fri","18","Black","Female","1600","RIDGE AV/DAVIS ST","73"
"79718","2021-09-24T00:00:00.000","1813","Fri","53","White","Female","1600","RIDGE AV/DAVIS ST","73"
"79708","2021-09-23T00:00:00.000","1611","Thu","37","Black","Female","1600","ASBURY AV/DAVIS ST","74"
"79704","2021-09-23T00:00:00.000","1749","Thu","69","White","Male","1600","SHERMAN AV/DAVIS ST","73"
"79707","2021-09-23T00:00:00.000","1800","Thu","67","Black","Female","900","AUSTIN ST","78"
"79709","2021-09-23T00:00:00.000","2041","Thu",,"White","Male","1900","GREEN BAY RD/ASBURY AV","77"
"79706","2021-09-23T00:00:00.000","2042","Thu","47","Black","Male","1400","RIDGE AV/LAKE ST","73"
"79711","2021-09-23T00:00:00.000","1635","Thu","21","White","Female","2000","DEMPSTER ST","74"
"79701","2021-09-23T00:00:00.000","1035","Thu","28","White","Female","1100","LAKE ST/OAK AV","73"
"79703","2021-09-23T00:00:00.000","1605","Thu","68","White","Male","1500","LINCOLN ST/JACKSON AV","75"
"79702","2021-09-23T00:00:00.000","1532","Thu","30","Black","Female","1900","DEMPSTER ST","74"
"79705","2021-09-23T00:00:00.000","1830","Thu","40","Black","Male","400","RIDGE AV/HULL TER",
"79700","2021-09-23T00:00:00.000","830","Thu","30","White","Female","800","EMERSON ST/SHERMAN AV","76"
"78692","2021-09-22T00:00:00.000","6","Wed","56","Black","Male","1900","CHURCH ST/BROWN AV","77"
"78694","2021-09-22T00:00:00.000","736","Wed","26","Black","Female","200","ASBURY AV","71"
"78693","2021-09-22T00:00:00.000","722","Wed","23","Hispanic","Male","1300","MULFORD ST","78"
"78701","2021-09-22T00:00:00.000","1744","Wed","28","Black","Male","800","HOWARD ST/ELMWOOD AV","78"
"78698","2021-09-22T00:00:00.000","1001","Wed","62","Hispanic","Male","100","CLYDE AV","78"
"78699","2021-09-22T00:00:00.000","2241","Wed","54","Asian","Male","2200","MAIN ST","71"
"78700","2021-09-22T00:00:00.000","1759","Wed","59","White","Female","900","OAKTON ST/ELMWOOD AV","72"
"78691","2021-09-21T00:00:00.000","1710","Tue","30","Black","Male","500","HOWARD ST",
"78695","2021-09-21T00:00:00.000","1103","Tue","55","White","Male","600","RIDGE AV",
"78688","2021-09-21T00:00:00.000","658","Tue","33","White","Female","1000","ASBURY AV/LEE ST",
"78690","2021-09-21T00:00:00.000","1051","Tue","48","Black","Male","200","ELMWOOD AV",
"78697","2021-09-21T00:00:00.000","2333","Tue","22","White","Female","800","RIDGE AV/WASHINGTON ST","71"
"78689","2021-09-21T00:00:00.000","646","Tue","37","White","Male","700","ASBURY AV",
"78696","2021-09-21T00:00:00.000","730","Tue","28","Hispanic","Male","900","ASBURY AV",
"78684","2021-09-20T00:00:00.000","1808","Mon","48","Black","Male","1300","HARTREY AV","74"
"78673","2021-09-20T00:00:00.000","133","Mon","28","White","Male","1000","HOWARD ST",
"78678","2021-09-20T00:00:00.000","647","Mon","41","Black","Male","700","ASBURY AV",
"78675","2021-09-20T00:00:00.000","741","Mon","42","White","Female","500","ASBURY AV",
"78687","2021-09-20T00:00:00.000","2322","Mon","26","Asian","Female","1000","SOUTH BL/RIDGE AV","72"
"78674","2021-09-20T00:00:00.000","704","Mon","41","Black","Female","800","ASBURY AV",
"78685","2021-09-20T00:00:00.000","1833","Mon","59","White","Male","1900","GREENWOOD ST/DODGE AV",
"78686","2021-09-20T00:00:00.000","1907","Mon","34","Black","Male",,"GOLF RD/EAST PRAIRIE RD",
"78681","2021-09-20T00:00:00.000","1017","Mon","35","Black","Female","100","CLYDE AV",
"78682","2021-09-20T00:00:00.000","1051","Mon","35","White","Female","200","CALLAN AV",
"78683","2021-09-20T00:00:00.000","1753","Mon","20","White","Male","1500","RIDGE AV/GROVE ST","74"
"78671","2021-09-19T00:00:00.000","1019","Sun","61","White","Male","1000","BRUMMEL ST/RIDGE AV",
"78679","2021-09-19T00:00:00.000","1040","Sun","28","White","Male","300","RIDGE AV/MULFORD ST",
"78676","2021-09-19T00:00:00.000","1253","Sun","50","Hispanic","Female","700","ASBURY AV",
"78672","2021-09-19T00:00:00.000","1144","Sun","44","White","Male","400","DODGE AV",
"78680","2021-09-19T00:00:00.000","1108","Sun","29","White","Male","400","RIDGE AV/HULL TER",
"78677","2021-09-19T00:00:00.000","1241","Sun","53","White","Male","200","ASBURY AV",
"78669","2021-09-18T00:00:00.000","919","Sat","27","White","Female","1900","EMERSON ST/DODGE AV","77"
"78670","2021-09-18T00:00:00.000","1204","Sat","36","Black","Female","1800","EMERSON ST/DARROW AV","77"
"78668","2021-09-17T00:00:00.000","934","Fri",,"Black","Female","800","CHICAGO AV/KEDZIE ST","72"
"78667","2021-09-16T00:00:00.000","2322","Thu","31","Black","Female","1900","EMERSON ST/BROWN AV","77"
"78643","2021-09-16T00:00:00.000","10","Thu","17","White","Female","2000","SIMPSON ST/BROWN AV","77"
"78661","2021-09-16T00:00:00.000","2347","Thu","49","White","Male","1800","GRANT ST/PRAIRIE AV","75"
"78663","2021-09-16T00:00:00.000","1911","Thu","20","White","Male","1900","RIDGE AV",
"78665","2021-09-16T00:00:00.000","1804","Thu","58","White","Female","1000","RIDGE AV",
"78658","2021-09-16T00:00:00.000","1054","Thu","58","White","Female","800","DAVIS ST","73"
"78657","2021-09-16T00:00:00.000","1013","Thu",,"White","Male","1300","LINCOLN ST/ASBURY AV","75"
"78636","2021-09-16T00:00:00.000","8","Thu","62","Black","Male","100","DODGE AV/HOWARD ST","71"
"78637","2021-09-16T00:00:00.000","837","Thu","30","Asian","Male","2000","SIMPSON ST/BROWN AV","77"
"78659","2021-09-16T00:00:00.000","1202","Thu","41","White","Female","1600","KIRK ST",
"78638","2021-09-16T00:00:00.000","955","Thu","36","White","Male","1700","EMERSON ST/DEWEY AV","77"
"78664","2021-09-16T00:00:00.000","1848","Thu","21","Hispanic","Male","1300","RIDGE AV",
"78666","2021-09-16T00:00:00.000","1832","Thu","26","Black","Female","1100","GREENLEAF ST",
"78654","2021-09-16T00:00:00.000","1047","Thu","73","White","Female","1300","LINCOLN ST/ASBURY AV","75"
"78653","2021-09-16T00:00:00.000","921","Thu","20","Black","Female","600","MAIN ST/CHICAGO AV","72"
"78655","2021-09-16T00:00:00.000","1116","Thu","56","White","Male","100","CLYDE AV",
"78656","2021-09-16T00:00:00.000","1031","Thu","20","Asian","Female","1400","LINCOLN ST","75"
"78660","2021-09-16T00:00:00.000","1227","Thu","34","Hispanic","Male","1300","OAKTON ST",
"78662","2021-09-16T00:00:00.000","1821","Thu","27","Hispanic","Male","1100","RIDGE AV",
"78635","2021-09-15T00:00:00.000","2356","Wed","44","Black","Male","500","RIDGE AV","78"
"78633","2021-09-15T00:00:00.000","1911","Wed","27","White","Female","500","SOUTH BLVD",
"78650","2021-09-15T00:00:00.000","1859","Wed","20","White","Female","7700","N SHERIDAN RD",
"78651","2021-09-15T00:00:00.000","1857","Wed","21","Black","Male","600","HOWARD ST",
"78652","2021-09-15T00:00:00.000","1843","Wed","22","Black","Male","100","CUSTER AV/HOWARD ST","78"
"78646","2021-09-15T00:00:00.000","1603","Wed","65","Hispanic","Male","1800","CHURCH ST",
"78647","2021-09-15T00:00:00.000","1810","Wed","45","Asian","Male","700","SHERIDAN RD",
"78648","2021-09-15T00:00:00.000","1822","Wed","52","Asian","Female","600","SHERIDAN SQ",
"78649","2021-09-15T00:00:00.000","1847","Wed","19","Asian","Male","7700","N SHERIDAN RD",
"78634","2021-09-15T00:00:00.000","2339","Wed","39","Black","Female","400","CUSTER AV","78"
"78642","2021-09-15T00:00:00.000","1837","Wed","26","White","Female","7700","N EASTLAKE TER",
"78631","2021-09-14T00:00:00.000","1730","Tue","24","Black","Female","1000","GROVE ST/MAPLE AV",
"78630","2021-09-14T00:00:00.000","1143","Tue","35","Black","Female","1400","KIRK ST",
"78639","2021-09-14T00:00:00.000","1703","Tue","67","White","Female","800","DODGE AV/WASHINGTON ST",
"78632","2021-09-14T00:00:00.000","1837","Tue","33","Black","Female","400","SHERIDAN RD",
"78621","2021-09-14T00:00:00.000","921","Tue","43","White","Male","1900","EMERSON ST/DODGE AV","77"
"78645","2021-09-14T00:00:00.000","1824","Tue","16","White","Male","700","SHERIDAN RD",
"78629","2021-09-14T00:00:00.000","1017","Tue","25","Black","Male","1400","DODGE AV","74"
"78644","2021-09-14T00:00:00.000","2303","Tue","72","Black","Male","500","CHICAGO AV","72"
"78641","2021-09-14T00:00:00.000","1811","Tue","26","White","Female","500","CALLAN AV",
"78622","2021-09-14T00:00:00.000","937","Tue","64","Black","Male","600","DODGE AV/CLEVELAND ST","71"
"78640","2021-09-14T00:00:00.000","1532","Tue","37","White","Male","1100","CHICAGO AV",
"78608","2021-09-13T00:00:00.000","834","Mon","44","Black","Male","1300","HOWARD ST/ASBURY AV",
"78605","2021-09-13T00:00:00.000","51","Mon","23","Black","Male","1500","CHURCH ST","74"
"78602","2021-09-13T00:00:00.000","847","Mon","30","Black","Male","1800","CHURCH ST/DARROW AV","77"
"78610","2021-09-13T00:00:00.000","1102","Mon","16","White","Male","1800","LAKE ST",
"78625","2021-09-13T00:00:00.000","1853","Mon","21","White","Male","600","SHERIDAN RD",
"78603","2021-09-13T00:00:00.000","857","Mon","43","Asian","Male","1500","GROVE ST/ASHLAND AV","74"
"78624","2021-09-13T00:00:00.000","1722","Mon","30","White","Female","200","RIDGE AV/BRUMMEL ST",
"78623","2021-09-13T00:00:00.000","1803","Mon","29","Hispanic","Male","1100","MAIN ST/RIDGE AV",
"78626","2021-09-13T00:00:00.000","1816","Mon","25","Black","Male","1000","CHICAGO AV",
"78620","2021-09-13T00:00:00.000","1726","Mon","50","Black","Male",,"RIDGE/CHASE",
"78627","2021-09-13T00:00:00.000","2035","Mon","44",,"Male","800","RIDGE AV",
"78613","2021-09-13T00:00:00.000","1150","Mon","50","White","Male","1900","CHURCH ST/BROWN AV","77"
"78614","2021-09-13T00:00:00.000","1203","Mon","79","White","Male","1200","CHICAGO AV","73"
"78612","2021-09-13T00:00:00.000","1054","Mon","57","Black","Male","500","HOWARD ST/CHICAGO AV",
"78615","2021-09-13T00:00:00.000","1218","Mon","49","Black","Female","1700","HOWARD ST/DEWEY AV",
"78616","2021-09-13T00:00:00.000","1232","Mon","36","White","Male","300","DEWEY AV",
"78611","2021-09-13T00:00:00.000","1033","Mon","46","Black","Male","500","HOWARD ST/CHICAGO AV",
"78617","2021-09-13T00:00:00.000","1309","Mon","48","Black","Male","100","CLYDE AV",
"78618","2021-09-13T00:00:00.000","1330","Mon","19","White","Male","800","BRUMMEL ST",
"78628","2021-09-13T00:00:00.000","1832","Mon","46","White","Male","600","SHERIDAN RD",
"78619","2021-09-13T00:00:00.000","1742","Mon","22","Hispanic","Male","800","RIDGE AV/WASHINGTON ST",
"78601","2021-09-12T00:00:00.000","1603","Sun","30","Black","Female","1700","EMERSON ST/DEWEY AV","77"
