"yearmonth","year","month","district","country","exports"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Taiwan","0"
"2022-05-01T00:00:00.000","2022","5","Savannah, GA","United Arab Emirates","0"
"2022-05-01T00:00:00.000","2022","5","Washington, DC","China","0"
"2022-05-01T00:00:00.000","2022","5","Chicago, IL","United Kingdom","0"
"2022-05-01T00:00:00.000","2022","5","Los Angeles, CA","Australia(*)","7484"
"2022-05-01T00:00:00.000","2022","5","Pembina, ND","Korea, South","0"
"2022-05-01T00:00:00.000","2022","5","San Francisco, CA","Australia(*)","0"
"2022-05-01T00:00:00.000","2022","5","Savannah, GA","Nicaragua","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","France(*)","0"
"2022-05-01T00:00:00.000","2022","5","Savannah, GA","Poland","0"
"2022-05-01T00:00:00.000","2022","5","Philadelphia, PA","Costa Rica","19065"
"2022-05-01T00:00:00.000","2022","5","Laredo, TX","Mexico","1477260"
"2022-05-01T00:00:00.000","2022","5","Philadelphia, PA","Switzerland(*)","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Egypt","0"
"2022-05-01T00:00:00.000","2022","5","Seattle, WA","Canada","4137228"
"2022-05-01T00:00:00.000","2022","5","Cleveland, OH","Korea, South","0"
"2022-05-01T00:00:00.000","2022","5","San Juan, PR","Dominican Republic","0"
"2022-05-01T00:00:00.000","2022","5","New York, NY","Singapore","48908"
"2022-05-01T00:00:00.000","2022","5","San Francisco, CA","Singapore","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","United Kingdom","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Greece","0"
"2022-05-01T00:00:00.000","2022","5","Philadelphia, PA","Jamaica","0"
"2022-05-01T00:00:00.000","2022","5","Dallas-Ft.Worth, TX","Philippines","0"
"2022-05-01T00:00:00.000","2022","5","Nogales, AZ","Mexico","0"
"2022-05-01T00:00:00.000","2022","5","Portland, OR","Korea, South","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Singapore","3018570"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Nigeria","4494079"
"2022-05-01T00:00:00.000","2022","5","Cleveland, OH","Germany(*)","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Trinidad and Tobago","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Venezuela","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Bahrain","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Egypt","704459"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Philippines","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Peru","5581854"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Gibraltar","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Malaysia","0"
"2022-05-01T00:00:00.000","2022","5","Cleveland, OH","Taiwan","0"
"2022-05-01T00:00:00.000","2022","5","Los Angeles, CA","Korea, South","2337"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Spain","1684222"
"2022-05-01T00:00:00.000","2022","5","San Juan, PR","Pakistan","0"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Israel(*)","84833"
"2022-05-01T00:00:00.000","2022","5","Cleveland, OH","Japan","3379"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Colombia","2876492"
"2022-05-01T00:00:00.000","2022","5","Honolulu, HI","Japan","7548"
"2022-05-01T00:00:00.000","2022","5","Philadelphia, PA","Ireland","0"
"2022-05-01T00:00:00.000","2022","5","San Francisco, CA","Korea, South","0"
"2022-05-01T00:00:00.000","2022","5","Detroit, MI","United Kingdom","0"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","United Arab Emirates","3367690"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Indonesia","211"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","China","1581"
"2022-05-01T00:00:00.000","2022","5","Cleveland, OH","Switzerland(*)","0"
"2022-05-01T00:00:00.000","2022","5","Seattle, WA","Korea, South","5346314"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Turkey","0"
"2022-05-01T00:00:00.000","2022","5","Los Angeles, CA","Hong Kong","1992"
"2022-05-01T00:00:00.000","2022","5","New York, NY","United Kingdom","3316"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Netherlands","4653515"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Kenya","1386111"
"2022-05-01T00:00:00.000","2022","5","Houston-Galveston, TX","Switzerland(*)","1056091"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Turkey","0"
"2022-05-01T00:00:00.000","2022","5","Portland, ME","Canada","4698"
"2022-05-01T00:00:00.000","2022","5","Norfolk, VA","Singapore","0"
"2022-05-01T00:00:00.000","2022","5","Savannah, GA","Philippines","0"
"2022-05-01T00:00:00.000","2022","5","Ogdensburg, NY","Canada","1234903"
