"date","grain","class","subclass","destination","ams_reg","mt","week","month","year"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","GULF","75004","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","GULF","70730","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","GULF","70603","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"COLOMBIA","GULF","39494","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"COLOMBIA","GULF","17758","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"COLOMBIA","GULF","11503","1","1","2021"
"2021-01-07T00:00:00.000","CORN","WHC",,"COLOMBIA","GULF","10871","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"COSTA RICA","GULF","34868","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"EGYPT","GULF","58533","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"HONDURAS","GULF","49094","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAMAICA","GULF","7219","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAMAICA","GULF","7202","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","32880","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","32371","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","29100","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","19910","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","15781","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","9694","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","9384","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","7210","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","4904","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"JAPAN","GULF","4000","1","1","2021"
"2021-01-07T00:00:00.000","CORN","WHC",,"JAPAN","GULF","3168","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"KOREA REP","GULF","69298","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","GULF","33000","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","GULF","31843","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","GULF","31600","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"NICARAGUA","GULF","35200","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"PERU","GULF","45650","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"PERU","GULF","29699","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","INTERIOR","465","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","INTERIOR","318","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"CHINA","INTERIOR","147","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"HONG KONG","INTERIOR","269","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"HONG KONG","INTERIOR","49","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"HONG KONG","INTERIOR","24","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"KOREA REP","INTERIOR","98","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"KOREA REP","INTERIOR","24","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","11576","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","9979","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","9979","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","9779","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","9779","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","9380","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","7883","1","1","2021"
"2021-01-07T00:00:00.000","CORN","WHC",,"MEXICO","INTERIOR","4890","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","3992","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","1996","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","1996","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","1497","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","695","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","599","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","551","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","503","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","503","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","407","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","335","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","335","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","287","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","287","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","287","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","263","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","216","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","216","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","192","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","192","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","168","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","144","1","1","2021"
"2021-01-07T00:00:00.000","CORN","YC",,"MEXICO","INTERIOR","144","1","1","2021"
