"day","month","year","vlsfo_fuel_oil_imo_2020_grade_0_5","marine_gas_oil","intermdiate_fuel_oil_180cst","intermdiate_fuel_oil_380cst"
"2019-01-29T00:00:00.000","January","2019",,"636.50","429.00","400.50"
"2019-01-30T00:00:00.000","January","2019",,"640.50","436.00","407.50"
"2019-01-31T00:00:00.000","January","2019",,"642.50","439.00","410.00"
"2019-02-01T00:00:00.000","February","2019",,"643.50","440.00","410.00"
"2019-02-04T00:00:00.000","February","2019",,"648.50","438.50","414.50"
"2019-02-05T00:00:00.000","February","2019",,"649.50","444.00","417.50"
"2019-02-06T00:00:00.000","February","2019",,"648.00","443.50","417.50"
"2019-02-07T00:00:00.000","February","2019",,"648.00","449.50","420.50"
"2019-02-08T00:00:00.000","February","2019",,"647.00","444.00","420.00"
"2019-02-11T00:00:00.000","February","2019",,"647.00","448.00","419.00"
"2019-02-12T00:00:00.000","February","2019",,"645.50","444.50","420.50"
"2019-02-13T00:00:00.000","February","2019",,"649.00","447.50","424.00"
"2019-02-14T00:00:00.000","February","2019",,"653.50","452.50","429.50"
"2019-02-15T00:00:00.000","February","2019",,"660.50","455.00","431.50"
"2019-02-18T00:00:00.000","February","2019",,"665.50","466.00","437.00"
"2019-02-19T00:00:00.000","February","2019",,"669.00","466.00","437.00"
"2019-02-20T00:00:00.000","February","2019",,"669.00","465.00","437.50"
"2019-02-21T00:00:00.000","February","2019",,"666.50","467.00","439.00"
"2019-02-22T00:00:00.000","February","2019",,"669.50","461.50","434.50"
"2019-02-25T00:00:00.000","February","2019",,"669.50","466.00","436.00"
"2019-02-26T00:00:00.000","February","2019",,"669.50","462.00","433.00"
"2019-02-27T00:00:00.000","February","2019",,"672.50","463.50","435.00"
"2019-02-28T00:00:00.000","February","2019",,"671.00","464.00","435.50"
"2019-03-01T00:00:00.000","March","2019",,"672.50","468.50","438.50"
"2019-03-04T00:00:00.000","March","2019",,"673.50","469.00","440.50"
"2019-03-05T00:00:00.000","March","2019",,"673.50","470.50","441.00"
"2019-03-06T00:00:00.000","March","2019",,"668.50","470.50","441.00"
"2019-03-07T00:00:00.000","March","2019",,"665.50","465.50","436.00"
"2019-03-11T00:00:00.000","March","2019",,"666.50","468.00","438.00"
"2019-03-12T00:00:00.000","March","2019",,"671.00","470.00","440.50"
"2019-03-13T00:00:00.000","March","2019",,"671.00","470.50","441.50"
"2019-03-14T00:00:00.000","March","2019",,"670.50","473.00","443.50"
"2019-03-15T00:00:00.000","March","2019",,"672.00","471.50","442.50"
"2019-03-18T00:00:00.000","March","2019",,"669.50","470.00","441.50"
"2019-03-19T00:00:00.000","March","2019",,"668.50","470.50","440.50"
