"date","week","month","year","railroad","state","all","dedicated_or_shuttle","other","state_point"
"2022-08-10T00:00:00.000","32","8","2022","UP","OK","110","110","0","POINT (-97.508297 35.583449)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","OH","1","0","1","POINT (-82.70936 40.415534)"
"2022-08-10T00:00:00.000","32","8","2022","CN","WI","45","0","45","POINT (-89.732969 44.639954)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","NY","35","0","35","POINT (-75.59655 42.921241)"
"2022-08-10T00:00:00.000","32","8","2022","NS","IN","939","0","0","POINT (-86.2818 39.919991)"
"2022-08-10T00:00:00.000","32","8","2022","NS","GA","15","0","0","POINT (-83.426574 32.638481)"
"2022-08-10T00:00:00.000","32","8","2022","NS","MI","167","0","0","POINT (-85.730977 44.874798)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","OR","26","0","26","POINT (-120.605279 43.940449)"
"2022-08-10T00:00:00.000","32","8","2022","UP","IL","570","333","237","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","NS","OH","810","0","0","POINT (-82.70936 40.415534)"
"2022-08-10T00:00:00.000","32","8","2022","UP","WA","3","0","3","POINT (-120.592492 47.411715)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","MT","716","456","260","POINT (-109.645127 47.033521)"
"2022-08-10T00:00:00.000","32","8","2022","CP","IL","1","0","1","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","ID","15","0","15","POINT (-114.659366 44.389073)"
"2022-08-10T00:00:00.000","32","8","2022","UP","WY","10","0","10","POINT (-107.55145 42.999627)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","WY","36","0","36","POINT (-107.55145 42.999627)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","KY","27","0","27","POINT (-85.290484 37.526683)"
"2022-08-10T00:00:00.000","32","8","2022","NS","MD","1","0","0","POINT (-76.687282 38.946466)"
"2022-08-10T00:00:00.000","32","8","2022","CP","ND","869","439","430","POINT (-100.46931 47.446305)"
"2022-08-10T00:00:00.000","32","8","2022","CN","IA","315","0","315","POINT (-93.500061 42.074659)"
"2022-08-10T00:00:00.000","32","8","2022","NS","FL","5","0","0","POINT (-82.420978 28.260731)"
"2022-08-10T00:00:00.000","32","8","2022","CN","IL","554","0","554","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","GA","11","0","11","POINT (-83.426574 32.638481)"
"2022-08-10T00:00:00.000","32","8","2022","UP","NE","1663","1019","644","POINT (-99.810595 41.527099)"
"2022-08-10T00:00:00.000","32","8","2022","UP","MT","1","0","1","POINT (-109.645127 47.033521)"
"2022-08-10T00:00:00.000","32","8","2022","UP","TX","47","0","47","POINT (-99.317341 31.447238)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","IA","873","438","435","POINT (-93.500061 42.074659)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","MO","248","230","18","POINT (-92.477244 38.3675)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","CA","3","0","3","POINT (-119.662127 37.211164)"
"2022-08-10T00:00:00.000","32","8","2022","UP","KS","1482","950","532","POINT (-98.38018 38.484729)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","MI","134","90","44","POINT (-85.730977 44.874798)"
"2022-08-10T00:00:00.000","32","8","2022","NS","KY","6","0","0","POINT (-85.290484 37.526683)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","IA","16","0","16","POINT (-93.500061 42.074659)"
"2022-08-10T00:00:00.000","32","8","2022","UP","CA","39","0","39","POINT (-119.662127 37.211164)"
"2022-08-10T00:00:00.000","32","8","2022","CP","NY","3","0","3","POINT (-75.59655 42.921241)"
"2022-08-10T00:00:00.000","32","8","2022","NS","IL","433","0","0","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","OH","814","610","204","POINT (-82.70936 40.415534)"
"2022-08-10T00:00:00.000","32","8","2022","UP","MN","772","523","249","POINT (-94.198308 46.349153)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","IN","2","0","2","POINT (-86.2818 39.919991)"
"2022-08-10T00:00:00.000","32","8","2022","NS","TN","1","0","0","POINT (-86.343226 35.842998)"
"2022-08-10T00:00:00.000","32","8","2022","CP","MN","906","438","468","POINT (-94.198308 46.349153)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","TX","18","0","18","POINT (-99.317341 31.447238)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","CO","37","0","37","POINT (-105.547832 38.998552)"
"2022-08-10T00:00:00.000","32","8","2022","UP","IA","1085","941","144","POINT (-93.500061 42.074659)"
"2022-08-10T00:00:00.000","32","8","2022","UP","MO","321","212","109","POINT (-92.477244 38.3675)"
"2022-08-10T00:00:00.000","32","8","2022","NS","MO","132","0","0","POINT (-92.477244 38.3675)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","ND","1589","1019","570","POINT (-100.46931 47.446305)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","WA","352","337","15","POINT (-120.592492 47.411715)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","NE","13","0","13","POINT (-99.810595 41.527099)"
"2022-08-10T00:00:00.000","32","8","2022","CP","MI","7","0","7","POINT (-85.730977 44.874798)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","KS","936","678","258","POINT (-98.38018 38.484729)"
"2022-08-10T00:00:00.000","32","8","2022","UP","OR","362","305","57","POINT (-120.605279 43.940449)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","IN","592","350","242","POINT (-86.2818 39.919991)"
"2022-08-10T00:00:00.000","32","8","2022","NS","VA","4","0","0","POINT (-78.666382 37.510861)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","IL","632","492","140","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","UP","ID","305","212","93","POINT (-114.659366 44.389073)"
"2022-08-10T00:00:00.000","32","8","2022","NS","PA","1","0","0","POINT (-77.838886 40.896694)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","MN","1108","926","182","POINT (-94.198308 46.349153)"
"2022-08-10T00:00:00.000","32","8","2022","UP","UT","5","0","5","POINT (-111.678222 39.323779)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","NE","1663","1352","311","POINT (-99.810595 41.527099)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","IL","1138","1021","117","POINT (-89.148632 40.124144)"
"2022-08-10T00:00:00.000","32","8","2022","UP","CO","121","82","39","POINT (-105.547832 38.998552)"
"2022-08-10T00:00:00.000","32","8","2022","CP","IA","30","0","30","POINT (-93.500061 42.074659)"
"2022-08-10T00:00:00.000","32","8","2022","UP","AZ","10","0","10","POINT (-111.664616 34.293239)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","WI","15","0","15","POINT (-89.732969 44.639954)"
"2022-08-10T00:00:00.000","32","8","2022","KCS","Total","669","474","195",
"2022-08-10T00:00:00.000","32","8","2022","BNSF","OK","136","136","0","POINT (-97.508297 35.583449)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","SD","1315","784","531","POINT (-100.230491 44.43614)"
"2022-08-10T00:00:00.000","32","8","2022","NS","DE","7","0","0","POINT (-75.452394 38.994926)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","TN","4","0","4","POINT (-86.343226 35.842998)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","MI","1","0","1","POINT (-85.730977 44.874798)"
"2022-08-10T00:00:00.000","32","8","2022","NS","NC","22","0","0","POINT (-79.130883 35.52603)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","FL","2","0","2","POINT (-82.420978 28.260731)"
"2022-08-10T00:00:00.000","32","8","2022","CSX","NC","109","84","25","POINT (-79.130883 35.52603)"
"2022-08-10T00:00:00.000","32","8","2022","BNSF","AZ","7","0","7","POINT (-111.664616 34.293239)"
"2022-08-10T00:00:00.000","32","8","2022","UP","WI","69","0","69","POINT (-89.732969 44.639954)"
"2022-08-10T00:00:00.000","32","8","2022","CP","ID","4","0","4","POINT (-114.659366 44.389073)"
