"date","week","month","year","company","month_bid_on","year_bid_on","train_type","bid","year_month_bid_for"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","8","2023","Shuttle",,"2023-08"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","7","2023","Shuttle",,"2023-07"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","8","2023","Non_Shuttle",,"2023-08"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","9","2022","Shuttle","-47.92","2022-09"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","1","2023","Shuttle",,"2023-01"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","4","2023","Non_Shuttle",,"2023-04"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","9","2022","Non_Shuttle",,"2022-09"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","12","2022","Non_Shuttle",,"2022-12"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","1","2023","Shuttle",,"2023-01"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","2","2023","Shuttle",,"2023-02"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","2","2023","Non_Shuttle",,"2023-02"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","12","2022","Shuttle",,"2022-12"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","10","2022","Shuttle","1925","2022-10"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","8","2023","Shuttle",,"2023-08"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","9","2022","Non_Shuttle",,"2022-09"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","2","2023","Non_Shuttle",,"2023-02"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","5","2023","Shuttle",,"2023-05"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","11","2022","Shuttle","800","2022-11"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","4","2023","Shuttle",,"2023-04"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","10","2022","Non_Shuttle",,"2022-10"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","3","2023","Shuttle",,"2023-03"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","10","2022","Non_Shuttle",,"2022-10"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","5","2023","Shuttle",,"2023-05"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","2","2023","Shuttle",,"2023-02"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","1","2023","Non_Shuttle",,"2023-01"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","12","2022","Non_Shuttle",,"2022-12"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","4","2023","Shuttle",,"2023-04"
"2022-09-01T00:00:00.000","35","8","2022","UP-Pool","6","2023","Non_Shuttle",,"2023-06"
"2022-09-01T00:00:00.000","35","8","2022","BNSF-GF","7","2023","Shuttle",,"2023-07"
