"date","week","month","year","country","commodity","type","outstanding_sales_total"
"2022-08-11T00:00:00.000","32","8","2022","THAILAND","Wheat","White","48500"
"2022-08-11T00:00:00.000","32","8","2022","TAIWAN","Wheat","HRW","32220"
"2022-08-11T00:00:00.000","32","8","2022","ROMANIA","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","MOROCCO","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","PANAMA","Wheat","HRW","17377"
"2022-08-11T00:00:00.000","32","8","2022","JORDAN","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","NIGERIA","Wheat","SRW","49400"
"2022-08-11T00:00:00.000","32","8","2022","PERU","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","VIETNAM","Wheat","HRW","5690"
"2022-08-11T00:00:00.000","32","8","2022","BELIZE","Wheat","HRS","3850"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Wheat","HRS","148175"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Corn",,"1598208"
"2022-08-11T00:00:00.000","32","8","2022","BARBADOS","Wheat","HRS","5800"
"2022-08-11T00:00:00.000","32","8","2022","BRAZIL","Wheat","HRW","50000"
"2022-08-11T00:00:00.000","32","8","2022","CHILE","Wheat","White","55000"
"2022-08-11T00:00:00.000","32","8","2022","TUNISIA","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","UNITED KINGDOM","Corn",,"274"
"2022-08-11T00:00:00.000","32","8","2022","TUNISIA","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","VENEZUELA","Wheat","HRW","7500"
"2022-08-11T00:00:00.000","32","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","HRS","65000"
"2022-08-11T00:00:00.000","32","8","2022","UNITED KINGDOM","Soybeans",,"60000"
"2022-08-11T00:00:00.000","32","8","2022","CANADA","Wheat","SRW","0"
"2022-08-11T00:00:00.000","32","8","2022","VENEZUELA","Corn",,"27530"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Wheat","SRW","79836"
"2022-08-11T00:00:00.000","32","8","2022","BANGLADESH","Soybeans",,"110000"
"2022-08-11T00:00:00.000","32","8","2022","THAILAND","Soybeans",,"27430"
"2022-08-11T00:00:00.000","32","8","2022","VIETNAM","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","BRAZIL","Wheat","SRW","40500"
"2022-08-11T00:00:00.000","32","8","2022","TAIWAN","Corn",,"53887"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Wheat","White","329920"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Wheat","HRW","266620"
"2022-08-11T00:00:00.000","32","8","2022","VIETNAM","Wheat","HRS","58962"
"2022-08-11T00:00:00.000","32","8","2022","BELIZE","Wheat","HRW","3000"
"2022-08-11T00:00:00.000","32","8","2022","SPAIN","Corn",,"10000"
"2022-08-11T00:00:00.000","32","8","2022","BARBADOS","Wheat","SRW","2900"
"2022-08-11T00:00:00.000","32","8","2022","CHILE","Wheat","SRW","24500"
"2022-08-11T00:00:00.000","32","8","2022","VENEZUELA","Soybeans",,"6000"
"2022-08-11T00:00:00.000","32","8","2022","CAMBODIA","Soybeans",,"15"
"2022-08-11T00:00:00.000","32","8","2022","COLOMBIA","Wheat","HRS","0"
"2022-08-11T00:00:00.000","32","8","2022","BARBADOS","Soybeans",,"9800"
"2022-08-11T00:00:00.000","32","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","White","65000"
"2022-08-11T00:00:00.000","32","8","2022","BARBADOS","Corn",,"12700"
"2022-08-11T00:00:00.000","32","8","2022","TRINIDAD AND TOBAGO","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","CANADA","Wheat","White","3337"
"2022-08-11T00:00:00.000","32","8","2022","VIETNAM","Wheat","White","36000"
"2022-08-11T00:00:00.000","32","8","2022","SURINAM","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","TURKEY","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","SPAIN","Soybeans",,"131000"
"2022-08-11T00:00:00.000","32","8","2022","BAHRAIN","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","SRW","138347"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Soybeans",,"6309336"
"2022-08-11T00:00:00.000","32","8","2022","BELIZE","Wheat","SRW","3850"
"2022-08-11T00:00:00.000","32","8","2022","ALGERIA","Soybeans",,"126000"
"2022-08-11T00:00:00.000","32","8","2022","VIETNAM","Soybeans",,"61449"
"2022-08-11T00:00:00.000","32","8","2022","BURMA","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","UNKNOWN","Wheat","Durum","49380"
"2022-08-11T00:00:00.000","32","8","2022","BELGIUM-LUXEMBOURG","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","CHILE","Wheat","HRW","92500"
"2022-08-11T00:00:00.000","32","8","2022","CHILE","Wheat","HRS","0"
"2022-08-11T00:00:00.000","32","8","2022","TAIWAN","Soybeans",,"239848"
"2022-08-11T00:00:00.000","32","8","2022","SINGAPORE","Soybeans",,"4951"
"2022-08-11T00:00:00.000","32","8","2022","YEMEN","Wheat","White","110000"
"2022-08-11T00:00:00.000","32","8","2022","HAITI","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","EGYPT","Wheat","HRS","0"
"2022-08-11T00:00:00.000","32","8","2022","CUBA","Soybeans",,"25600"
"2022-08-11T00:00:00.000","32","8","2022","ECUADOR","Wheat","SRW","53000"
"2022-08-11T00:00:00.000","32","8","2022","CHINA, PEOPLES REPUBLIC OF","Soybeans",,"10754686"
"2022-08-11T00:00:00.000","32","8","2022","GUATEMALA","Wheat","HRS","0"
"2022-08-11T00:00:00.000","32","8","2022","CANADA","Soybeans",,"14538"
"2022-08-11T00:00:00.000","32","8","2022","EL SALVADOR","Wheat","SRW","0"
"2022-08-11T00:00:00.000","32","8","2022","DOMINICAN REPUBLIC","Corn",,"26073"
"2022-08-11T00:00:00.000","32","8","2022","HONDURAS","Wheat","SRW","43000"
"2022-08-11T00:00:00.000","32","8","2022","ITALY","Wheat","Durum","60000"
"2022-08-11T00:00:00.000","32","8","2022","JAPAN","Wheat","HRS","146824"
"2022-08-11T00:00:00.000","32","8","2022","GUYANA","Wheat","HRS","0"
"2022-08-11T00:00:00.000","32","8","2022","COLOMBIA","Soybeans",,"91000"
"2022-08-11T00:00:00.000","32","8","2022","INDONESIA","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","GUATEMALA","Wheat","HRW","0"
"2022-08-11T00:00:00.000","32","8","2022","COLOMBIA","Wheat","HRW","56000"
"2022-08-11T00:00:00.000","32","8","2022","GUYANA","Wheat","SRW","0"
"2022-08-11T00:00:00.000","32","8","2022","EUROPEAN UNION - 27","Corn",,"125274"
"2022-08-11T00:00:00.000","32","8","2022","HONDURAS","Soybeans",,"6768"
"2022-08-11T00:00:00.000","32","8","2022","EUROPEAN UNION - 27","Wheat","Durum","60000"
"2022-08-11T00:00:00.000","32","8","2022","COSTA RICA","Wheat","SRW","15000"
"2022-08-11T00:00:00.000","32","8","2022","HAITI","Wheat","HRW","0"
"2022-08-11T00:00:00.000","32","8","2022","COSTA RICA","Soybeans",,"120400"
"2022-08-11T00:00:00.000","32","8","2022","HONDURAS","Corn",,"219866"
"2022-08-11T00:00:00.000","32","8","2022","COSTA RICA","Wheat","HRW","0"
"2022-08-11T00:00:00.000","32","8","2022","EL SALVADOR","Wheat","HRW","7000"
"2022-08-11T00:00:00.000","32","8","2022","JAMAICA","Wheat","HRW","7400"
"2022-08-11T00:00:00.000","32","8","2022","JAMAICA","Wheat","SRW","27100"
"2022-08-11T00:00:00.000","32","8","2022","JAPAN","Wheat","White","174057"
"2022-08-11T00:00:00.000","32","8","2022","EL SALVADOR","Corn",,"112073"
"2022-08-11T00:00:00.000","32","8","2022","GERMANY","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","JAPAN","Wheat","HRW","200107"
"2022-08-11T00:00:00.000","32","8","2022","GUATEMALA","Wheat","White","33592"
"2022-08-11T00:00:00.000","32","8","2022","JAMAICA","Wheat","HRS","31500"
"2022-08-11T00:00:00.000","32","8","2022","COLOMBIA","Wheat","SRW","83100"
"2022-08-11T00:00:00.000","32","8","2022","GREECE","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","HONG KONG","Soybeans",,"245"
"2022-08-11T00:00:00.000","32","8","2022","HONG KONG","Wheat","White","0"
"2022-08-11T00:00:00.000","32","8","2022","IRELAND","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","KOREA, REPUBLIC OF","Wheat","HRW","80325"
"2022-08-11T00:00:00.000","32","8","2022","GHANA","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","HONDURAS","Wheat","HRS","43000"
"2022-08-11T00:00:00.000","32","8","2022","DOMINICAN REPUBLIC","Wheat","SRW","24896"
"2022-08-11T00:00:00.000","32","8","2022","HONDURAS","Wheat","HRW","55000"
"2022-08-11T00:00:00.000","32","8","2022","DOMINICAN REPUBLIC","Wheat","HRW","42376"
"2022-08-11T00:00:00.000","32","8","2022","IRELAND","Corn",,"10000"
"2022-08-11T00:00:00.000","32","8","2022","EGYPT","Soybeans",,"340000"
"2022-08-11T00:00:00.000","32","8","2022","GUATEMALA","Wheat","SRW","13306"
"2022-08-11T00:00:00.000","32","8","2022","INDONESIA","Wheat","White","70000"
"2022-08-11T00:00:00.000","32","8","2022","CHINA, PEOPLES REPUBLIC OF","Corn",,"4103547"
"2022-08-11T00:00:00.000","32","8","2022","HONG KONG","Corn",,"264"
"2022-08-11T00:00:00.000","32","8","2022","EUROPEAN UNION - 27","Wheat","HRS","20000"
"2022-08-11T00:00:00.000","32","8","2022","COLOMBIA","Corn",,"197575"
"2022-08-11T00:00:00.000","32","8","2022","GUYANA","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","EL SALVADOR","Soybeans",,"20"
"2022-08-11T00:00:00.000","32","8","2022","EGYPT","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","EUROPEAN UNION - 27","Soybeans",,"257000"
"2022-08-11T00:00:00.000","32","8","2022","GEORGIA, REPUBLIC OF","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","INDONESIA","Soybeans",,"118514"
"2022-08-11T00:00:00.000","32","8","2022","GUYANA","Wheat","HRW","0"
"2022-08-11T00:00:00.000","32","8","2022","DOMINICAN REPUBLIC","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","CANADA","Corn",,"129125"
"2022-08-11T00:00:00.000","32","8","2022","CHILE","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","FRANCE","Soybeans",,"0"
"2022-08-11T00:00:00.000","32","8","2022","KOREA, REPUBLIC OF","Wheat","HRS","176395"
"2022-08-11T00:00:00.000","32","8","2022","CUBA","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","ECUADOR","Corn",,"0"
"2022-08-11T00:00:00.000","32","8","2022","GUATEMALA","Corn",,"117027"
"2022-08-11T00:00:00.000","32","8","2022","ECUADOR","Wheat","HRW","0"
"2022-08-11T00:00:00.000","32","8","2022","ITALY","Wheat","HRS","20000"
"2022-08-11T00:00:00.000","32","8","2022","COSTA RICA","Corn",,"245327"
"2022-08-04T00:00:00.000","31","8","2022","CHILE","Wheat","White","55000"
"2022-08-04T00:00:00.000","31","8","2022","HONDURAS","Corn",,"212866"
"2022-08-04T00:00:00.000","31","8","2022","IRELAND","Corn",,"10000"
"2022-08-04T00:00:00.000","31","8","2022","HONG KONG","Corn",,"972"
"2022-08-04T00:00:00.000","31","8","2022","CHILE","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","VIETNAM","Soybeans",,"64302"
"2022-08-04T00:00:00.000","31","8","2022","ITALY","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","LEEWARD-WINDWARD ISLANDS","Corn",,"1500"
"2022-08-04T00:00:00.000","31","8","2022","FRANCE","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","INDONESIA","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","VENEZUELA","Soybeans",,"6000"
"2022-08-04T00:00:00.000","31","8","2022","CHILE","Wheat","HRW","92500"
"2022-08-04T00:00:00.000","31","8","2022","MOROCCO","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","EUROPEAN UNION - 27","Wheat","HRS","60000"
"2022-08-04T00:00:00.000","31","8","2022","INDONESIA","Soybeans",,"108991"
"2022-08-04T00:00:00.000","31","8","2022","COLOMBIA","Wheat","SRW","79100"
"2022-08-04T00:00:00.000","31","8","2022","HONG KONG","Soybeans",,"245"
"2022-08-04T00:00:00.000","31","8","2022","JAMAICA","Corn",,"30400"
"2022-08-04T00:00:00.000","31","8","2022","JORDAN","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","GUATEMALA","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","COSTA RICA","Wheat","SRW","15000"
"2022-08-04T00:00:00.000","31","8","2022","EUROPEAN UNION - 27","Soybeans",,"257000"
"2022-08-04T00:00:00.000","31","8","2022","LEBANON","Soybeans",,"10000"
"2022-08-04T00:00:00.000","31","8","2022","CANADA","Wheat","White","3513"
"2022-08-04T00:00:00.000","31","8","2022","MEXICO","Soybeans",,"1434128"
"2022-08-04T00:00:00.000","31","8","2022","GUATEMALA","Corn",,"86600"
"2022-08-04T00:00:00.000","31","8","2022","GEORGIA, REPUBLIC OF","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","ITALY","Corn",,"105000"
"2022-08-04T00:00:00.000","31","8","2022","GUYANA","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","BRAZIL","Wheat","HRW","77500"
"2022-08-04T00:00:00.000","31","8","2022","EGYPT","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","SRW","140468"
"2022-08-04T00:00:00.000","31","8","2022","JAPAN","Corn",,"1070893"
"2022-08-04T00:00:00.000","31","8","2022","EL SALVADOR","Wheat","HRW","7000"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Corn",,"5516"
"2022-08-04T00:00:00.000","31","8","2022","JAPAN","Soybeans",,"489521"
"2022-08-04T00:00:00.000","31","8","2022","GERMANY","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","COLOMBIA","Wheat","HRW","55500"
"2022-08-04T00:00:00.000","31","8","2022","BELIZE","Wheat","HRS","3850"
"2022-08-04T00:00:00.000","31","8","2022","EL SALVADOR","Wheat","SRW","0"
"2022-08-04T00:00:00.000","31","8","2022","ECUADOR","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","White","65000"
"2022-08-04T00:00:00.000","31","8","2022","VIETNAM","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","MALAYSIA","Corn",,"1642"
"2022-08-04T00:00:00.000","31","8","2022","HONDURAS","Soybeans",,"6768"
"2022-08-04T00:00:00.000","31","8","2022","GUATEMALA","Wheat","SRW","7500"
"2022-08-04T00:00:00.000","31","8","2022","CHINA, PEOPLES REPUBLIC OF","Wheat","HRS","65000"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Soybeans",,"37302"
"2022-08-04T00:00:00.000","31","8","2022","BRAZIL","Wheat","SRW","40500"
"2022-08-04T00:00:00.000","31","8","2022","ISRAEL","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","COLOMBIA","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","BELIZE","Wheat","HRW","3000"
"2022-08-04T00:00:00.000","31","8","2022","CHILE","Wheat","SRW","24500"
"2022-08-04T00:00:00.000","31","8","2022","EL SALVADOR","Corn",,"102399"
"2022-08-04T00:00:00.000","31","8","2022","ECUADOR","Wheat","SRW","53000"
"2022-08-04T00:00:00.000","31","8","2022","DOMINICAN REPUBLIC","Wheat","SRW","24896"
"2022-08-04T00:00:00.000","31","8","2022","COSTA RICA","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","BARBADOS","Wheat","HRS","5800"
"2022-08-04T00:00:00.000","31","8","2022","MALAYSIA","Soybeans",,"45229"
"2022-08-04T00:00:00.000","31","8","2022","BARBADOS","Wheat","SRW","2900"
"2022-08-04T00:00:00.000","31","8","2022","EUROPEAN UNION - 27","Corn",,"125216"
"2022-08-04T00:00:00.000","31","8","2022","IRELAND","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","GUATEMALA","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","GREECE","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","DOMINICAN REPUBLIC","Wheat","HRW","27376"
"2022-08-04T00:00:00.000","31","8","2022","MEXICO","Corn",,"3883318"
"2022-08-04T00:00:00.000","31","8","2022","GHANA","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","EL SALVADOR","Soybeans",,"20"
"2022-08-04T00:00:00.000","31","8","2022","BELIZE","Wheat","SRW","3850"
"2022-08-04T00:00:00.000","31","8","2022","CANADA","Wheat","SRW","0"
"2022-08-04T00:00:00.000","31","8","2022","EUROPEAN UNION - 27","Wheat","Durum","60000"
"2022-08-04T00:00:00.000","31","8","2022","HAITI","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","CANADA","Corn",,"134915"
"2022-08-04T00:00:00.000","31","8","2022","JAMAICA","Wheat","HRS","31500"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Wheat","HRW","80325"
"2022-08-04T00:00:00.000","31","8","2022","GUYANA","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","NIGERIA","Wheat","HRS","0"
"2022-08-04T00:00:00.000","31","8","2022","MEXICO","Wheat","HRW","394874"
"2022-08-04T00:00:00.000","31","8","2022","INDONESIA","Wheat","White","70000"
"2022-08-04T00:00:00.000","31","8","2022","GUYANA","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","JAMAICA","Wheat","HRW","7400"
"2022-08-04T00:00:00.000","31","8","2022","NIGERIA","Wheat","SRW","49400"
"2022-08-04T00:00:00.000","31","8","2022","COSTA RICA","Soybeans",,"120400"
"2022-08-04T00:00:00.000","31","8","2022","MEXICO","Wheat","SRW","252242"
"2022-08-04T00:00:00.000","31","8","2022","NICARAGUA","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","GUYANA","Wheat","SRW","0"
"2022-08-04T00:00:00.000","31","8","2022","CANADA","Soybeans",,"16240"
"2022-08-04T00:00:00.000","31","8","2022","JAPAN","Wheat","HRW","204717"
"2022-08-04T00:00:00.000","31","8","2022","CHILE","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","HAITI","Wheat","HRW","0"
"2022-08-04T00:00:00.000","31","8","2022","COSTA RICA","Corn",,"240327"
"2022-08-04T00:00:00.000","31","8","2022","CUBA","Soybeans",,"25600"
"2022-08-04T00:00:00.000","31","8","2022","BELGIUM-LUXEMBOURG","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","DOMINICAN REPUBLIC","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","DOMINICAN REPUBLIC","Corn",,"4073"
"2022-08-04T00:00:00.000","31","8","2022","ITALY","Wheat","Durum","60000"
"2022-08-04T00:00:00.000","31","8","2022","EGYPT","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","MALAYSIA","Wheat","SRW","3000"
"2022-08-04T00:00:00.000","31","8","2022","GUATEMALA","Wheat","White","33592"
"2022-08-04T00:00:00.000","31","8","2022","CHINA, PEOPLES REPUBLIC OF","Soybeans",,"10179841"
"2022-08-04T00:00:00.000","31","8","2022","BANGLADESH","Soybeans",,"110000"
"2022-08-04T00:00:00.000","31","8","2022","CAMBODIA","Soybeans",,"15"
"2022-08-04T00:00:00.000","31","8","2022","CHINA, PEOPLES REPUBLIC OF","Corn",,"4169041"
"2022-08-04T00:00:00.000","31","8","2022","BARBADOS","Corn",,"12700"
"2022-08-04T00:00:00.000","31","8","2022","LEEWARD-WINDWARD ISLANDS","Wheat","SRW","300"
"2022-08-04T00:00:00.000","31","8","2022","ITALY","Wheat","HRS","20000"
"2022-08-04T00:00:00.000","31","8","2022","BURMA","Soybeans",,"0"
"2022-08-04T00:00:00.000","31","8","2022","COLOMBIA","Corn",,"160000"
"2022-08-04T00:00:00.000","31","8","2022","MALAYSIA","Wheat","White","910"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Wheat","White","138052"
"2022-08-04T00:00:00.000","31","8","2022","HONG KONG","Wheat","White","0"
"2022-08-04T00:00:00.000","31","8","2022","MALAYSIA","Wheat","HRS","3600"
"2022-08-04T00:00:00.000","31","8","2022","COLOMBIA","Soybeans",,"85000"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Wheat","HRS","176395"
"2022-08-04T00:00:00.000","31","8","2022","KOREA, REPUBLIC OF","Wheat","SRW","200"
"2022-08-04T00:00:00.000","31","8","2022","EGYPT","Soybeans",,"342000"
"2022-08-04T00:00:00.000","31","8","2022","JAPAN","Wheat","White","179411"
"2022-08-04T00:00:00.000","31","8","2022","LEEWARD-WINDWARD ISLANDS","Wheat","HRS","5450"
"2022-08-04T00:00:00.000","31","8","2022","JAMAICA","Wheat","SRW","27100"
"2022-08-04T00:00:00.000","31","8","2022","ECUADOR","Corn",,"0"
"2022-08-04T00:00:00.000","31","8","2022","BARBADOS","Soybeans",,"9800"
"2022-08-04T00:00:00.000","31","8","2022","JAPAN","Wheat","HRS","146824"
"2022-08-04T00:00:00.000","31","8","2022","NIGERIA","Wheat","HRW","174000"
"2022-08-04T00:00:00.000","31","8","2022","HONDURAS","Wheat","HRW","55000"
"2022-08-04T00:00:00.000","31","8","2022","MOROCCO","Wheat","SRW","0"
