"record_type","vin","registration_class","city","state","zip","county","model_year","make","body_type","fuel_type","unladen_weight","maximum_gross_weight","passengers","reg_valid_date","reg_expiration_date","color","scofflaw_indicator","suspension_indicator","revocation_indicator"
"TRL","9935436","LTR","COXSACKIE","NY","12051","GREENE","1970","COMET","LTRL","NONE",,"1500",,"2021-10-25T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","993473","LTR","BLASDELL","NY","14219","ERIE","1963","TE/NE","LTRL","NONE",,"1123",,"2022-07-22T00:00:00.000","2022-12-31T00:00:00.000","BL/WH","N","N","N"
"TRL","993464060254060","LTR","SHERBURNE","NY","13460","CHENANGO","1995","UTILI","LTRL","NONE",,"7000",,"2022-05-09T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","993379003159022","PAS","SARANAC","NY","12981","CLINTON","1960","CHEVR","PICK","GAS",,"3501",,"2022-03-15T00:00:00.000","2024-04-28T00:00:00.000","GR","N","N","N"
"TRL","99337H","LTR","ALDEN","NY","14004","ERIE","1984","HOMEM","LTRL","NONE",,"1000",,"2021-11-26T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"SNOW","9932334","SNO","LIVERPOOL","NY","13088","ONONDAGA","1999","AR/CA","SNOW",,,,,"2022-06-09T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","993231","PSD","WHITE PLAINS","NY","00000","WESTCHESTER","1973","WAYNE","RD/S","GAS","14200",,,"1973-06-14T00:00:00.000",,"YW","N","N","N"
"BOAT","993218","BOT","LIVERPOOL","NY","13090","ONONDAGA","1971","STARC","BOAT","GAS",,,,"2020-05-04T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"TRL","9932","SEM","GASPORT","NY","14067","NIAGARA","1974","DORSE","SEMI","NONE","11000",,,"2021-11-17T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","993191","BOT","BEMUS POINT","NY","14712","CHAUTAUQUA","1971","STARC","BOAT","GAS",,,,"2020-02-03T00:00:00.000","2023-01-31T00:00:00.000",,"N","N","N"
"SNOW","9931794","SNO","DELMAR","NY","12054","ALBANY","1999","ARCA","SNOW",,,,,"2022-07-13T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"SNOW","9931717","SNO","HOPEWELL JUNCT","NY","12533","DUTCHESS","1999","AR/CA","SNOW",,,,,"2022-07-19T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","9931481","PSD","MINEOLA","NY","11501","NASSAU","1993","ODB","TRLR","NONE","27000",,,"2014-10-09T00:00:00.000",,"GR","N","N","N"
"VEH","9931480","PSD","MINEOLA","NY","11501","NASSAU","1993","ODB","TRLR","NONE","27000",,,"2014-09-29T00:00:00.000",,"GR","N","N","N"
"BOAT","993119","BOT","FARMINGTON","NY","14425","ONTARIO","1970","ST/CR","BOAT","NONE",,,,"2020-04-08T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","993084","BOT","MAYFIELD","NY","12117","FULTON","1971","STARC","BOAT","GAS",,,,"2021-07-01T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"BOAT","993D393","BOT","PULASKI","NY","13142","OSWEGO","1993","SE/RA","BOAT","GAS",,,,"2021-05-12T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"TRL","993","TRL","GOUVERNEUR","NY","13642","ST LAWRENCE","1960","TRUCO","UTIL","NONE",,"4000",,"2021-12-09T00:00:00.000","2022-12-31T00:00:00.000","OR","N","N","N"
"BOAT","992999","BOT","MC DONOUGH","NY","13801","CHENANGO","1969","ST/CR","BOAT","ELECTRIC",,,,"2022-04-27T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"BOAT","992900","BOT","ROUSES POINT","NY","12979","CLINTON","1972","STARC","BOAT","GAS",,,,"2021-04-27T00:00:00.000","2024-03-31T00:00:00.000",,"N","N","N"
"BOAT","992892","BOT","MONTICELLO","NY","12701","SULLIVAN","1972","STARC","BOAT","OTHER",,,,"2022-06-08T00:00:00.000","2025-07-31T00:00:00.000",,"N","N","N"
"TRL","9928410500TRS5040","LTR","ROCHESTER","NY","14610","MONROE","1993","QUICK","LTRL","NONE",,"4840",,"2021-11-26T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","99284","LTR","FULTON","NY","13069","OSWEGO","1970","COX","LTRL","NONE",,"2000",,"2022-04-20T00:00:00.000","2022-12-31T00:00:00.000","TN","N","N","N"
"BOAT","992838","BOT","AMSTERDAM","NY","12010","MONTGOMERY","1972","ST/CR","BOAT","GAS",,,,"2021-10-26T00:00:00.000","2024-09-30T00:00:00.000",,"N","N","N"
"SNOW","9928304","SNO","WILMINGTON","DE","19807","OUT-OF-STATE","1999","AR/CA","SNOW",,,,,"2022-06-29T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"BOAT","992806","BOT","FAYETVILLE","NY","13066","ONONDAGA","1972","ST/CR","BOAT","GAS",,,,"2022-05-11T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"TRL","99277","TRL","LEROY","NY","14482","GENESEE","1969","COX","TRLR","NONE",,"1500",,"2021-11-22T00:00:00.000","2022-12-31T00:00:00.000","TN","N","N","N"
"BOAT","992743","BOT","WEBSTER","NY","14580","MONROE","1972","STARC","BOAT","GAS",,,,"2020-06-25T00:00:00.000","2023-07-31T00:00:00.000",,"N","N","N"
"VEH","9927309","PAS","CADYVILLE","NY","12918","CLINTON","1924","FORD","4DSD","GAS","1900",,,"2022-07-25T00:00:00.000","2024-07-24T00:00:00.000","BK","N","N","N"
"SNOW","9927017","SNO","ARMONK","NY","10504","WESTCHESTER","1999","AR/CA","SNOW",,,,,"2022-06-29T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"VEH","992604","PAS","ALLEGANY","NY","14706","CATTARAUGUS","1952","STUDE","4DSD","GAS","2900",,,"2021-08-31T00:00:00.000","2023-08-30T00:00:00.000","LT GR","N","N","N"
"BOAT","9926DF","BOT","ENDICOTT","NY","13760","BROOME","1971","STARC","BOAT","GAS",,,,"2022-05-14T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"TRL","992593","TRL","NYACK","NY","10960","ROCKLAND","1999","COMBO","TRLR","NONE",,"6000",,"2021-11-23T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"VEH","992570370086","SRF","MT KISCO","NY","10549","WESTCHESTER","1935","CHEVR","2DSD","GAS","2640",,,"2022-06-23T00:00:00.000","2024-08-01T00:00:00.000","RD","N","N","N"
"BOAT","992559","BOT","WINDSOR","NY","13865","BROOME","1973","ST/CR","BOAT","GAS",,,,"2021-06-23T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","992556","BOT","SARANAC LAKE","NY","12983","FRANKLIN","1972","STARC","BOAT","GAS",,,,"2021-06-22T00:00:00.000","2024-08-31T00:00:00.000",,"N","N","N"
"BOAT","992549","BOT","GOUVERNEUR","NY","13642","ST LAWRENCE","1971","ST/CR","BOAT","GAS",,,,"2022-05-25T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"SNOW","9925287","SNO","ARCADE","NY","14009","WYOMING","1999","AR/CA","SNOW",,,,,"2022-07-11T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9924879","SNO","HUBBARDSVILLE","NY","13355","MADISON","1999","AR/CA","SNOW",,,,,"2022-07-05T00:00:00.000","2023-08-31T00:00:00.000","DK GY","N","N","N"
"VEH","9924273","HIS","NORTHPORT","NY","11768","SUFFOLK","1936","PACKA","4DSD","GAS","4800",,,"2021-10-02T00:00:00.000","2022-08-29T00:00:00.000","BK","N","N","N"
"BOAT","992427","BOT","SPRING VALLEY","NY","10977","ROCKLAND","1973","STARC","BOAT","GAS",,,,"2020-05-04T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"TRL","99235","LTR","DARIEN","NY","14040","GENESEE","1970","COX","BOAT","NONE",,"1000",,"2021-10-27T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","9923295","HIS","MEXICO","NY","13114","OSWEGO","1936","PACKA","4DSD","GAS","3560",,,"2021-12-06T00:00:00.000","2022-09-27T00:00:00.000","BK","N","N","N"
"TRL","9923","SEM","BLUE POINT","NY","11715","SUFFOLK","1963","ROGER","SEMI","NONE","45500",,,"2021-10-08T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"BOAT","992247","BOT","MIDDLETOWN","NY","10940","ORANGE","1971","STARC","BOAT","GAS",,,,"2020-10-19T00:00:00.000","2023-09-30T00:00:00.000",,"N","N","N"
"VEH","992241133608144","PAS","WEST BABYLON","NY","11704","SUFFOLK","1950","CHEVR","PICK","GAS",,"3501",,"2021-07-16T00:00:00.000","2023-07-15T00:00:00.000","BL","N","N","N"
"VEH","99224083","HIS","ALBANY","NY","12208","ALBANY","1936","PACKA","CONV","GAS","3560",,,"2021-08-11T00:00:00.000","2022-09-24T00:00:00.000","BK","N","N","N"
"BOAT","992223","BOT","EAST MORICHES","NY","11940","SUFFOLK","1971","STARC","BOAT","GAS",,,,"2021-06-25T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"VEH","99219720","HIS","OLD BETHPAGE","NY","11804","NASSAU","1936","PACKA","SEDN","GAS","2900",,,"2022-03-28T00:00:00.000","2023-05-10T00:00:00.000","BK","N","N","N"
"VEH","99218943","HIS","HAUPPAUGE","NY","11788","SUFFOLK","1936","PACKA","4DSD","GAS","3400",,,"2022-02-28T00:00:00.000","2023-03-25T00:00:00.000","GR","N","N","N"
"BOAT","992182","BOT","NORWICH","NY","13815","CHENANGO","1972","ST/CR","BOAT","GAS",,,,"2020-06-16T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","992159","BOT","RIPLEY","NY","14775","CHAUTAUQUA","1971","STARC","BOAT","GAS",,,,"2020-04-15T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","9921","BOT","LOWVILLE","NY","13367","LEWIS","1968","MFG","BOAT","GAS",,,,"2021-07-01T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"VEH","9920","PSD","MONTICELLO","NY","12701","SULLIVAN","1968","OSHKO","RBM","DIESEL","35930",,,"2014-10-16T00:00:00.000",,"YW","N","N","N"
"VEH","992I0995","HIS","SCHENECTADY","NY","12306","SCHENECTADY","1936","PACKA","4DSD","GAS","3600",,,"2021-11-25T00:00:00.000","2022-12-18T00:00:00.000","GY","N","N","N"
"TRL","99198","LTR","MORRISVILLE","NY","13408","MADISON","1969","PUMA","LTRL","NONE",,"1500",,"2022-04-12T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","991974","BOT","CENTER MORICHE","NY","11934","SUFFOLK","1971","STARC","BOAT","GAS",,,,"2022-07-21T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"BOAT","991943","BOT","LYONS","NY","14489","WAYNE","1974","STARC","BOAT","GAS",,,,"2020-06-12T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"TRL","991918","TRL","HEWLETT","NY","11557","NASSAU","2008","BATTS","TRLR","NONE",,"3000",,"2022-06-14T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","991917","TRL","HEWLETT","NY","11557","NASSAU","2008","BATTS","TRLR","NONE",,"3000",,"2022-06-14T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","991895","BOT","SELDEN","NY","11784","SUFFOLK","1971","ST/CR","BOAT","GAS",,,,"2021-01-08T00:00:00.000","2024-03-31T00:00:00.000",,"N","N","N"
"BOAT","991894","BOT","JOHNSTOWN","NY","12095","FULTON","1972","STARC","BOAT","GAS",,,,"2022-06-30T00:00:00.000","2025-07-31T00:00:00.000",,"N","N","N"
"BOAT","9918","BOT","ESPERANCE","NY","12066","SCHOHARIE","1970","DU/NA","BOAT","GAS",,,,"2020-01-14T00:00:00.000","2022-12-31T00:00:00.000",,"N","N","N"
"BOAT","99179H","BOT","CATO","NY","13033","CAYUGA","1971","ST/CR","BOAT","GAS",,,,"2020-03-30T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"SNOW","9917714","SNO","HANNIBAL","NY","13074","OSWEGO","1999","AR/CA","SNOW",,,,,"2022-06-23T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","99177","PAS","STONY BROOK","NY","11790","SUFFOLK","1960","VOLGA","4DSD","GAS","3196",,,"2021-04-22T00:00:00.000","2022-12-02T00:00:00.000","GR","N","N","N"
"SNOW","9917672","SNO","HUNTINGTON","NY","11743","SUFFOLK","1999","ARCTI","SNOW",,,,,"2022-07-24T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"SNOW","9917369","SNO","WITHERBEE","NY","12998","ESSEX","1999","AR/CA","SNOW",,,,,"2022-07-07T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"SNOW","9917311","SNO","MORIAH","NY","12960","ESSEX","1999","AR/CA","SNOW",,,,,"2022-07-11T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"TRL","99171","LTR","BRIDGEPORT","NY","13030","MADISON","1970","COX","LTRL","NONE",,"1100",,"2021-10-13T00:00:00.000","2022-12-31T00:00:00.000","TN","N","N","N"
"VEH","99160606571","PAS","CHATHAM","NY","12037","COLUMBIA","1941","FORD","PICK","GAS",,"5001",,"2022-04-25T00:00:00.000","2024-04-24T00:00:00.000","BL","N","N","N"
"VEH","991567","PSD","SCHENECTADY","NY","12305","SCHENECTADY","2003","BATTS","TRLR","NONE","2000",,,"2014-10-07T00:00:00.000",,"WH","N","N","N"
"VEH","991566","PSD","SCHENECTADY","NY","12305","SCHENECTADY","2003","BATTS","TRLR","NONE","2000",,,"2014-10-07T00:00:00.000",,"WH","N","N","N"
"TRL","99147","LTR","BROADALBIN","NY","12025","FULTON","1958","MASTE","LTRL","NONE",,"1100",,"2022-03-04T00:00:00.000","2022-12-31T00:00:00.000","YW/GR","N","N","N"
"TRL","991468111990040","LTR","WINTHROP","NY","13697","ST LAWRENCE","1988","EZLOA","LTRL","NONE",,"2000",,"2022-04-26T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9914348","SNO","PERRY","NY","14530","WYOMING","1999","AR/CA","SNOW",,,,,"2022-07-14T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"VEH","991321","PAS","CLYDE","NY","14433","WAYNE","1927","FORD","4DSD","GAS","2000",,,"2021-07-13T00:00:00.000","2023-07-12T00:00:00.000","MR","N","N","N"
"TRL","9913","LTR","CANAJOHARIE","NY","13317","MONTGOMERY","1976","TRAIL","LTRL","NONE",,"1500",,"2022-04-29T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","991268","BOT","MEDINA","NY","14103","ORLEANS","1973","STARC","BOAT","GAS",,,,"2021-05-21T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"TRL","991266","LTR","LAKE GEORGE","NY","12845","WARREN","1989","STONE","TRLR","NONE",,"2000",,"2022-04-17T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","991263","LTR","CHEEKTOWAGA","NY","14227","ERIE","1991","STONE","UTIL","NONE",,"4600",,"2022-01-03T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","991262","LTR","NIAGARA FALLS","NY","14305","NIAGARA","1989","STONE","LTRL","NONE",,"2100",,"2021-12-01T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","991260","LTR","ROCHESTER","NY","14623","MONROE","1989","STONE","LTRL","NONE",,"3000",,"2022-03-15T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","991256","TRL","GLENS FALLS","NY","12801","WARREN","1989","STONE","TRLR","NONE",,"3880",,"2021-10-25T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","991253051153028","TRL","UTICA","NY","13502","ONEIDA","2000","HOMEM","TRLR","NONE",,"4000",,"2021-10-27T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"TRL","991252","LTR","VESTAL","NY","13850","BROOME","1989","STONE","LTRL","NONE",,"6000",,"2021-12-14T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","991250470194","BOT","CROGHAN","NY","13327","LEWIS","1999","BA/TR","BOAT","GAS",,,,"2022-05-20T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"SNOW","9912488","SNO","NEWARK","NY","14513","WAYNE","1999","AR/CA","SNOW",,,,,"2022-07-06T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"TRL","991248","LTR","ELMIRA","NY","14902","CHEMUNG","1989","STONE","FLAT","NONE",,"5000",,"2021-12-07T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","991235","BOT","WEEDSPORT","NY","13166","CAYUGA","1973","STARC","BOAT","GAS",,,,"2020-07-10T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","991208","BOT","BUFFALO","NY","14215","ERIE","1973","ST/CR","BOAT","GAS",,,,"2020-10-22T00:00:00.000","2023-09-30T00:00:00.000",,"N","N","N"
"BOAT","991180","BOT","QUEENSBURY","NY","12804","WARREN","1973","STARC","BOAT","GAS",,,,"2022-06-02T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"TRL","99118","LTR","CORINTH","NY","12822","SARATOGA","1979","CMW","LTRL","NONE",,"3000",,"2021-12-27T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9911768","SNO","GREENFIELD CEN","NY","12833","SARATOGA","1999","AR/CA","SNOW",,,,,"2022-07-20T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"BOAT","991174","BOT","EAST MARION","NY","11939","SUFFOLK","1971","STARC","BOAT","GAS",,,,"2021-07-26T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"SNOW","9911482","SNO","BLUE MOUNTAIN","NY","12812","HAMILTON","1999","AR/CA","SNOW",,,,,"2022-07-21T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"TRL","99111616","LTR","JOHNSON CITY","NY","13790","BROOME","1999","LO/WO","LTRL","NONE",,"2000",,"2021-11-09T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","991060","PSD","SOUTHAMPTON","NY","11969","SUFFOLK","1915","FORD","CONV","GAS","1450",,,"2014-07-24T00:00:00.000",,"RD","N","N","N"
"BOAT","991047","BOT","NEW YORK","NY","10014","NEW YORK","1972","STARC","BOAT","GAS",,,,"2020-06-10T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"VEH","99104","PAS","STONY BROOK","NY","11790","SUFFOLK","1946","BMW","2DSD","GAS","2200",,,"2021-04-22T00:00:00.000","2023-05-08T00:00:00.000","BK","N","N","N"
"VEH","991018981","HIS","RONKONKOMA","NY","11779","SUFFOLK","1946","MERCU","2DSD","GAS","3220",,,"2022-06-29T00:00:00.000","2023-06-28T00:00:00.000","BL","N","N","N"
"VEH","991A206736","HIS","MASSAPEQUA","NY","11758","NASSAU","1946","MERCU","SUBN","GAS","3660",,,"2022-06-26T00:00:00.000","2023-06-26T00:00:00.000","TN","N","N","N"
"TRL","991","LTR","ROCHESTER","NY","14611","MONROE","1988","AD/AT","LTRL","NONE",,"1000",,"2021-12-16T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"TRL","99097","LTR","STAATSBURG","NY","12580","DUTCHESS","1979","KROWN","LTRL","NONE",,"1500",,"2022-06-09T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9909439","SNO","HADLEY","NY","12835","SARATOGA","1999","AR/CA","SNOW",,,,,"2022-06-30T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"SNOW","9909392","SNO","FRANKFORT","NY","13340","HERKIMER","1999","AR/CA","SNOW",,,,,"2022-07-27T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9909165","SNO","KINGSTON","NY","12401","ULSTER","1999","AR/CA","SNOW",,,,,"2022-06-03T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"BOAT","99091","BOT","CUTLER BAY","FL","33157","OUT-OF-STATE","1971","STARC","BOAT","GAS",,,,"2022-04-15T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"SNOW","9908849","SNO","CORTLAND","NY","13045","CORTLAND","1999","AR/CA","SNOW",,,,,"2022-07-11T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"TRL","99082510","TRL","CARTHAGE","NY","13619","JEFFERSON","1999","LONET","TRLR","NONE",,"7000",,"2022-06-06T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"SNOW","9908069","SNO","CORTLAND","NY","13045","CORTLAND","1999","AR/CA","SNOW",,,,,"2022-07-11T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","99075","COM","LOWVILLE","NY","13367","LEWIS","1947","WILLY","UTIL","GAS",,"3000",,"2021-05-19T00:00:00.000","2022-09-07T00:00:00.000","BL","N","N","N"
"VEH","9907101614","PAS","BOSTON","NY","14025","ERIE","1974","PORSC","2DSD","GAS","2310",,,"2022-07-19T00:00:00.000","2024-08-28T00:00:00.000","GY","N","N","N"
"VEH","990702","PSD","MAINE","NY","13802","BROOME","1999","BADGE","P/SH","DIESEL","44260",,,"2014-07-28T00:00:00.000",,"YW","N","N","N"
"SNOW","9906911","SNO","LITTLE FALLS","NY","13365","HERKIMER","1999","AR/CA","SNOW",,,,,"2022-06-29T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","990662746","PAS","OLD WESTBURY","NY","11568","NASSAU","1946","FORD","PICK","GAS",,"5102",,"2020-10-30T00:00:00.000","2022-11-10T00:00:00.000","RD","N","N","N"
"VEH","990649161270061","PAS","ONTARIO","NY","14519","WAYNE","1932","FORD","2DSD","GAS","2100",,,"2021-04-12T00:00:00.000","2023-05-28T00:00:00.000","BK","N","N","N"
"TRL","990632042867040","LTR","BUFFALO","NY","14219","ERIE","1974","VEGA","LTRL","NONE",,"1000",,"2022-06-02T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9905437","SNO","ADIRONDACK","NY","12808","WARREN","1999","AR/CA","SNOW",,,,,"2022-05-31T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"VEH","99053","PAS","ERIEVILLE","NY","13061","MADISON","1947","JEEP","SUBN","GAS","2700",,,"2022-06-30T00:00:00.000","2022-09-13T00:00:00.000","GR","N","N","N"
"SNOW","9905207","SNO","BALLSTON SPA","NY","12020","SARATOGA","1999","AR/CA","SNOW",,,,,"2022-07-20T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","990515","PSD","SLOATSBURG","NY","10974","ROCKLAND","1967","WAYNE","RD/S","GAS","12350",,,"1973-08-09T00:00:00.000",,"YW","N","N","N"
"VEH","990507","PSD","BRADFORD","NY","14815","STEUBEN","1999","BADGE","P/SH","DIESEL","44500",,,"2020-09-25T00:00:00.000",,"YW","N","N","N"
"BOAT","990458","BOT","CLAYTON","NY","13624","JEFFERSON","1971","STARC","BOAT","GAS",,,,"2021-04-06T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"VEH","99034038","PAS","DERBY","NY","14047","ERIE","1957","DODGE","2DSD","GAS","3650",,,"2020-11-03T00:00:00.000","2022-11-25T00:00:00.000","RD/WH","N","N","N"
"TRL","99033","LTR","WATERLOO","NY","13165","SENECA","1978","SHORE","LTRL","NONE",,"2970",,"2022-03-17T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","990306","PSD","WYOMING","NY","14591","WYOMING","1999","BADGE","P/SH","DIESEL","44500",,,"2014-10-09T00:00:00.000",,"YW","N","N","N"
"VEH","990303","PSD","GOSHEN","NY","10924","ORANGE","1999","BADGE","RBM","DIESEL","40000",,,"2014-07-25T00:00:00.000",,"YW","N","N","N"
"VEH","990301","PSD","OSWEGO","NY","13126","OSWEGO","1999","BADGE","RBM","DIESEL","48000",,,"2014-07-29T00:00:00.000",,"YW","N","N","N"
"TRL","99030","LTR","WOLCOTT","NY","14590","WAYNE","1978","SHORE","LTRL","NONE",,"2500",,"2022-05-26T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"BOAT","9903","BOT","PITTSFORD","NY","14534","MONROE","1965","MFG","BOAT","GAS",,,,"2019-10-04T00:00:00.000","2022-09-30T00:00:00.000",,"N","N","N"
"VEH","99028065","PAS","SPRINGVILLE","NY","14141","ERIE","1956","DODGE","4DSD","GAS","3520",,,"2022-05-24T00:00:00.000","2024-06-14T00:00:00.000","RD/BK","N","N","N"
"TRL","99026","TRL","AMHERST","NY","14226","ERIE","1978","SHORE","TRLR","NONE",,"2000",,"2021-11-30T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","99024001","HIS","EAST SETAUKET","NY","11733","SUFFOLK","1970","SAAB","2DSD","GAS","2500",,,"2021-08-30T00:00:00.000","2022-10-12T00:00:00.000","RD","N","N","N"
"TRL","99022026","LTR","NAPLES","FL","34119","OUT-OF-STATE","1972","SHIPM","TRLR","NONE",,"990",,"2022-05-31T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","990159","PSD","HUDSON FALLS","NY","12839","WASHINGTON","1965","WAYNE","RD/S","GAS","12100",,,"2014-07-15T00:00:00.000",,"YW","N","N","N"
"TRL","99006012070940137","TRL","BATAVIA","NY","14020","GENESEE","1994","CUSTO","TRLR","NONE",,"9900",,"2022-04-07T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"TRL","99006012070940135","TRL","NORTH ROSE","NY","14516","WAYNE","1994","CUSTO","TRLR","NONE",,"8000",,"2022-03-25T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"TRL","9900390","LTR","BABYLON","NY","11702","SUFFOLK","1979","ARCTI","LTRL","NONE",,"1440",,"2021-11-16T00:00:00.000","2022-12-31T00:00:00.000","BL","N","N","N"
"TRL","9900195","LTR","KINGSTON","NY","12401","ULSTER","1979","ARTIC","TRLR","NONE",,"1500",,"2021-10-25T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","9900190","LTR","PORT JERVIS","NY","12771","ORANGE","1978","AR/CA","LTRL","NONE",,"1450",,"2022-05-16T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","99001S","TRL","CLIFTON PARK","NY","12065","SARATOGA","1999","STAR","TRLR","NONE",,"3020",,"2021-11-19T00:00:00.000","2022-12-31T00:00:00.000","BL","N","N","N"
"SNOW","99000874","SNO","ARMONK","NY","10504","WESTCHESTER","1999","AR/CA","SNOW",,,,,"2022-06-29T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"TRL","990005072508020P","TRL","LOCKPORT","NY","14094","NIAGARA","1999","OD/PR","TRLR","NONE",,"3500",,"2021-10-15T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"TRL","9900031306106511P","TRL","JEFFERSON","NY","12093","SCHOHARIE","1999","OD/PR","TRLR","NONE",,"2990",,"2021-11-23T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"BOAT","99000050143","BOT","SILVER BAY","NY","12874","WARREN","1967","GLASP","BOAT","GAS",,,,"2021-03-31T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
