"month","count"
"2014-01-01T00:00:00.000","653"
"2014-02-01T00:00:00.000","665"
"2014-03-01T00:00:00.000","725"
"2014-04-01T00:00:00.000","735"
"2014-05-01T00:00:00.000","731"
"2014-06-01T00:00:00.000","682"
"2014-07-01T00:00:00.000","653"
"2014-08-01T00:00:00.000","669"
"2014-09-01T00:00:00.000","651"
"2014-10-01T00:00:00.000","672"
"2014-11-01T00:00:00.000","651"
"2014-12-01T00:00:00.000","738"
"2015-01-01T00:00:00.000","653"
"2015-02-01T00:00:00.000","636"
"2015-03-01T00:00:00.000","766"
"2015-04-01T00:00:00.000","745"
"2015-05-01T00:00:00.000","863"
"2015-06-01T00:00:00.000","783"
"2015-07-01T00:00:00.000","754"
"2015-08-01T00:00:00.000","712"
"2015-09-01T00:00:00.000","743"
"2015-10-01T00:00:00.000","871"
"2015-11-01T00:00:00.000","839"
"2015-12-01T00:00:00.000","721"
"2016-01-01T00:00:00.000","822"
"2016-02-01T00:00:00.000","787"
"2016-03-01T00:00:00.000","814"
"2016-04-01T00:00:00.000","778"
"2016-05-01T00:00:00.000","897"
"2016-06-01T00:00:00.000","835"
"2016-07-01T00:00:00.000","797"
"2016-08-01T00:00:00.000","851"
"2016-09-01T00:00:00.000","815"
"2016-10-01T00:00:00.000","858"
"2016-11-01T00:00:00.000","795"
"2016-12-01T00:00:00.000","758"
"2017-01-01T00:00:00.000","818"
"2017-02-01T00:00:00.000","750"
"2017-03-01T00:00:00.000","762"
"2017-04-01T00:00:00.000","714"
"2017-05-01T00:00:00.000","834"
"2017-06-01T00:00:00.000","769"
"2017-07-01T00:00:00.000","729"
"2017-08-01T00:00:00.000","867"
"2017-09-01T00:00:00.000","834"
"2017-10-01T00:00:00.000","872"
"2017-11-01T00:00:00.000","762"
"2017-12-01T00:00:00.000","784"
"2018-01-01T00:00:00.000","743"
"2018-02-01T00:00:00.000","736"
"2018-03-01T00:00:00.000","813"
"2018-04-01T00:00:00.000","748"
"2018-05-01T00:00:00.000","741"
"2018-06-01T00:00:00.000","722"
"2018-07-01T00:00:00.000","822"
"2018-08-01T00:00:00.000","828"
"2018-09-01T00:00:00.000","772"
"2018-10-01T00:00:00.000","924"
"2018-11-01T00:00:00.000","708"
"2018-12-01T00:00:00.000","793"
"2019-01-01T00:00:00.000","823"
"2019-02-01T00:00:00.000","739"
"2019-03-01T00:00:00.000","780"
"2019-04-01T00:00:00.000","730"
"2019-05-01T00:00:00.000","800"
"2019-06-01T00:00:00.000","756"
"2019-07-01T00:00:00.000","794"
"2019-08-01T00:00:00.000","846"
"2019-09-01T00:00:00.000","806"
"2019-10-01T00:00:00.000","814"
"2019-11-01T00:00:00.000","709"
"2019-12-01T00:00:00.000","670"
"2020-01-01T00:00:00.000","746"
"2020-02-01T00:00:00.000","707"
"2020-03-01T00:00:00.000","653"
"2020-04-01T00:00:00.000","418"
"2020-05-01T00:00:00.000","545"
"2020-06-01T00:00:00.000","618"
"2020-07-01T00:00:00.000","662"
"2020-08-01T00:00:00.000","665"
"2020-09-01T00:00:00.000","662"
"2020-10-01T00:00:00.000","714"
"2020-11-01T00:00:00.000","706"
"2020-12-01T00:00:00.000","721"
"2021-01-01T00:00:00.000","733"
"2021-02-01T00:00:00.000","673"
"2021-03-01T00:00:00.000","801"
"2021-04-01T00:00:00.000","781"
"2021-05-01T00:00:00.000","776"
"2021-06-01T00:00:00.000","691"
"2021-07-01T00:00:00.000","756"
"2021-08-01T00:00:00.000","709"
"2021-09-01T00:00:00.000","729"
"2021-10-01T00:00:00.000",
"2021-11-01T00:00:00.000",
"2021-12-01T00:00:00.000",
