"id","event_number","event_case_number","type_of_engagement","sub_engagement","classification","display_address","crime_date","crime_time","latitude","longitude","location","submit_an_anonymous_tip","neighborhood_name","council_district","event_subtype_type_of_event"
"A4732179","E2021164048",,"BURGLARY COMMERCIAL","PROACTIVE","Directed Patrol","6XXX 9TH AV N","2021-09-01T00:20:53.000","00:20:00","27.78167381596857","-82.7188271983697","
,  
(27.78167381596857, -82.7188271983697)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"1","PROACTIVE - BURGLARY COMMERCIAL"
"A4732180","E2021164049",,"DISABLED VEHICLE","COMPLAINT","All Other - Non-Criminal","ROOSEVELT BLVD N/DR MARTIN LUTHER KING JR ST N","2021-09-01T00:21:28.000","00:21:00","27.870088053072784","-82.64708929580449","
,  
(27.870088053072784, -82.64708929580449)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - DISABLED VEHICLE"
"A4732182","E2021164051",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","4TH AV N/55TH ST N","2021-09-01T00:31:18.000","00:31:00","27.77548013229591","-82.70806191634709","
,  
(27.77548013229591, -82.70806191634709)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","LIVE OAK NBRHD ASSN","7","PROACTIVE - BURGLARY VEHICLE"
"A4732185","E2021164054",,"PARK WALK TALK","PROACTIVE","Park Walk Talk",,"2021-09-01T00:35:00.000","00:35:00","27.787049345808423","-82.65679068526175","
,  
(27.787049345808423, -82.65679068526175)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","WOODLAWN OAKS NBRHD ASSN","4","PROACTIVE - PARK WALK TALK"
"A4732186","E2021164055",,"BICYCLE STOP","COMPLAINT",,"34TH AV N/17TH ST N","2021-09-01T00:36:47.000","00:36:00","27.802934853843713","-82.65659853536731","
,  
(27.802934853843713, -82.65659853536731)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"4","COMPLAINT - BICYCLE STOP"
"A4732188","E2021164057",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","EMERSON AV S/48TH ST S","2021-09-01T00:44:34.000","00:44:00","27.76552241735824","-82.69846123726","
,  
(27.76552241735824, -82.69846123726)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CHILDS PARK NBRHD ASSN","7","PROACTIVE - BURGLARY VEHICLE"
"A4824701","E2022005371",,"DOMESTIC QUARREL","COMPLAINT","All Other - Non-Criminal","6XX 58TH ST S","2022-01-09T00:11:22.000","00:11:00","27.764203570790897","-82.71165615199054","
,  
(27.764203570790897, -82.71165615199054)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,,"COMPLAINT - DOMESTIC QUARREL"
"A4726329","E2021158238",,"MV RECKLESS DRIVING","COMPLAINT","Traffic Incident","PARK BLVD/43RD ST","2021-08-23T00:53:57.000","00:53:00","27.839317634243685","-82.69184138053944","
,  
(27.839317634243685, -82.69184138053944)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,,"COMPLAINT - MV RECKLESS DRIVING"
"A473218932492","E2021164058","C2021032492","CALL FOR ASSISTANCE","COMPLAINT","All Other - Non-Criminal","1XXX 34TH ST N","2021-09-01T00:46:30.000","00:46:00","27.789014752132427","-82.6781059259131","
,  
(27.789014752132427, -82.6781059259131)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","NORTH KENWOOD NBRHD ASSN","8","COMPLAINT - CALL FOR ASSISTANCE"
"A4732190","E2021164059",,"CHECKING VEH","COMPLAINT","All Other - Non-Criminal","1XXXX DR MARTIN LUTHER KING JR ST N","2021-09-01T00:47:51.000","00:47:00","27.86568565026507","-82.64858278816793","
,  
(27.86568565026507, -82.64858278816793)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - CHECKING VEH"
"A4732191","E2021164060",,"DP OTHER","PROACTIVE","Directed Patrol","4XXX 13TH AV S","2021-09-01T00:50:36.000","00:50:00","27.758194598859806","-82.69305300893959","
,  
(27.758194598859806, -82.69305300893959)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CHILDS PARK NBRHD ASSN","7","PROACTIVE - DP OTHER"
"A4732192","E2021164061",,"DP OTHER","PROACTIVE","Directed Patrol","3XXX 15TH AV S","2021-09-01T00:51:36.000","00:51:00","27.75595746531063","-82.67994777522607","
,  
(27.75595746531063, -82.67994777522607)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CHILDS PARK NBRHD ASSN","7","PROACTIVE - DP OTHER"
"A4732193","E2021164062",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","3RD AV S/79TH ST S","2021-09-01T00:51:51.000","00:51:00","27.766409201651783","-82.74714696139137","
,  
(27.766409201651783, -82.74714696139137)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CAUSEWAY ISLES NBRHD ASSN","1","PROACTIVE - BURGLARY VEHICLE"
"A4732194","E2021164063",,"NARC DRUG LAW VIOL","COMPLAINT","Drugs / Narcotics Violation","2XXX 34TH ST N","2021-09-01T00:53:48.000","00:53:00","27.794632558130488","-82.67899446035491","
,  
(27.794632558130488, -82.67899446035491)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","PONCE DE LEON NBRHD ASSN","8","COMPLAINT - NARC DRUG LAW VIOL"
"A4732195","E2021164064",,"ASSIST OUTSIDE AGENCY","COMPLAINT","All Other - Non-Criminal","5XXX 38TH AV N","2021-09-01T00:57:36.000","00:57:00","27.80607697225567","-82.70868401734106","
,  
(27.80607697225567, -82.70868401734106)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","1","COMPLAINT - ASSIST OUTSIDE AGENCY"
"A4732196","E2021164065",,"AUTO THEFT","PROACTIVE","Directed Patrol","8TH AV S/48TH ST S","2021-09-01T01:04:01.000","01:04:00","27.761627786289402","-82.69842400022563","
,  
(27.761627786289402, -82.69842400022563)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CHILDS PARK NBRHD ASSN","7","PROACTIVE - AUTO THEFT"
"A4732197","E2021164066",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","2XXX 43RD ST N","2021-09-01T01:08:28.000","01:08:00","27.79366952423626","-82.69180568940197","
,  
(27.79366952423626, -82.69180568940197)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","8","PROACTIVE - BURGLARY VEHICLE"
"A4732198","E2021164067",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","3XXX 55TH ST N","2021-09-01T01:11:50.000","01:11:00","27.8036176216573","-82.7082164438748","
,  
(27.8036176216573, -82.7082164438748)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","1","PROACTIVE - BURGLARY VEHICLE"
"A4732199","E2021164068",,"ARREST ON WARRANTS","COMPLAINT","Disorderly Conduct","2XXX QUEENSBORO AV S","2021-09-01T01:11:55.000","01:11:00","27.75306048357122","-82.66021945762235","
,  
(27.75306048357122, -82.66021945762235)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","MELROSE MERCY NBRHD ASSN","6","COMPLAINT - ARREST ON WARRANTS"
"A4732200","E2021164069",,"CHECKING VEH","COMPLAINT","All Other - Non-Criminal","1XXX 94TH AV N","2021-09-01T01:12:42.000","01:12:00","27.85689932827128","-82.64822099842542","
,  
(27.85689932827128, -82.64822099842542)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - CHECKING VEH"
"A4732201","E2021164070",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","5XXX 26TH AV N","2021-09-01T01:12:53.000","01:12:00","27.795398900825276","-82.70822501083428","
,  
(27.795398900825276, -82.70822501083428)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","1","PROACTIVE - BURGLARY VEHICLE"
"A473220232493","E2021164071","C2021032493","CRIMINAL MISCHIEF","COMPLAINT","Vandalism","1XXX DR MARTIN LUTHER KING JR ST S","2021-09-01T01:12:56.000","01:12:00","27.755931437026973","-82.64639742947139","
,  
(27.755931437026973, -82.64639742947139)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","BARTLETT PARK NBRHD ASSN","6","COMPLAINT - CRIMINAL MISCHIEF"
"A4732203","E2021164072",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","5XXX 24TH TER N","2021-09-01T01:13:58.000","01:13:00","27.794018724608275","-82.70864289101198","
,  
(27.794018724608275, -82.70864289101198)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","1","PROACTIVE - BURGLARY VEHICLE"
"A4732204","E2021164073",,"CITIZENS CONTACT","COMPLAINT","All Other - Non-Criminal","CENTRAL AV/34TH ST N","2021-09-01T01:16:52.000","01:16:00","27.77095913871184","-82.67939164948238","
,  
(27.77095913871184, -82.67939164948238)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CENTRAL OAK PARK NBRHD ASSN","7","COMPLAINT - CITIZENS CONTACT"
"A4732206","E2021164075",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","MONTANA AV NE/CHANCELLOR ST NE","2021-09-01T01:33:36.000","01:33:00","27.818269434408812","-82.6035600266235","
,  
(27.818269434408812, -82.6035600266235)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","SHORE ACRES CIVIC ASSN","3","PROACTIVE - BURGLARY VEHICLE"
"A4732207","E2021164076",,"BURGLARY COMMERCIAL","PROACTIVE","Directed Patrol","3XXX 34TH ST S","2021-09-01T01:34:09.000","01:34:00","27.73255331353709","-82.678717367004","
,  
(27.73255331353709, -82.678717367004)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"7","PROACTIVE - BURGLARY COMMERCIAL"
"A4732208","E2021164077",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","15TH AV NE/CHERRY ST NE","2021-09-01T01:34:14.000","01:34:00","27.786521501690185","-82.628964953176","
,  
(27.786521501690185, -82.628964953176)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","HISTORIC OLD NORTHEAST NBRHD ASSN","4","PROACTIVE - BURGLARY VEHICLE"
"A4732209","E2021164078",,"TRAFFIC STOP","COMPLAINT","Traffic Incident","32ND AV N/18TH ST N","2021-09-01T01:38:25.000","01:38:00","27.801108790870504","-82.65826405844614","
,  
(27.801108790870504, -82.65826405844614)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"4","COMPLAINT - TRAFFIC STOP"
"A473221032494","E2021164079","C2021032494","AGGRAVATED BATTERY","COMPLAINT","Aggravated Assault","3XXX 28TH ST N","2021-09-01T01:40:31.000","01:40:00","27.803085952335607","-82.67150263397025","
,  
(27.803085952335607, -82.67150263397025)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","STATION VIEW NBRHD ASSN","8","COMPLAINT - AGGRAVATED BATTERY"
"A4732211","E2021164080",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","OHIO AV NE/VENETIAN BLVD NE","2021-09-01T01:50:13.000","01:50:00","27.823478955554457","-82.60858847170661","
,  
(27.823478955554457, -82.60858847170661)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"3","PROACTIVE - BURGLARY VEHICLE"
"A4732212","E2021164081",,"DISORDERLY JUVENILE","COMPLAINT","Disorderly Conduct","6XX 40TH ST N","2021-09-01T01:50:58.000","01:50:00","27.778184762585212","-82.68775852230051","
,  
(27.778184762585212, -82.68775852230051)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CENTRAL OAK PARK NBRHD ASSN","8","COMPLAINT - DISORDERLY JUVENILE"
"A4732214","E2021164083",,"NOISE NUISANCE","COMPLAINT","Disorderly Conduct","3XX 112TH AV N","2021-09-01T01:54:18.000","01:54:00","27.87270459041602","-82.6368875418935","
,  
(27.87270459041602, -82.6368875418935)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - NOISE NUISANCE"
"A4732217","E2021164086",,"TRAFFIC STOP","COMPLAINT","Traffic Incident","4TH AV N/16TH ST N","2021-09-01T02:00:00.000","02:00:00","27.77637248465938","-82.65486176413474","
,  
(27.77637248465938, -82.65486176413474)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"6","COMPLAINT - TRAFFIC STOP"
"A4732218","E2021164087",,"PERSON DOWN","COMPLAINT","All Other - Non-Criminal","1X 2ND ST N","2021-09-01T02:01:17.000","02:01:00","27.771747381943797","-82.63572333110037","
,  
(27.771747381943797, -82.63572333110037)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DOWNTOWN NBRHD ASSN","6","COMPLAINT - PERSON DOWN"
"A4732219","E2021164088",,"TROUBLE W/INDIVIDUAL","COMPLAINT","Disorderly Conduct","8XXX DR MARTIN LUTHER KING JR ST N","2021-09-01T02:05:19.000","02:05:00","27.84560046118655","-82.64637139310898","
,  
(27.84560046118655, -82.64637139310898)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - TROUBLE W/INDIVIDUAL"
"A4732222","E2021164091",,"DP OTHER","PROACTIVE","Directed Patrol","7XX 38TH AV S","2021-09-01T02:13:58.000","02:13:00","27.73424645403528","-82.64271438896509","
,  
(27.73424645403528, -82.64271438896509)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","LAKEWOOD TERRACE NBRHD ASSN","6","PROACTIVE - DP OTHER"
"A4732223","E2021164092",,"CITIZENS CONTACT","COMPLAINT","All Other - Non-Criminal","3XXX 34TH TER S","2021-09-01T02:21:00.000","02:21:00","27.736276037421618","-82.68627711998424","
,  
(27.736276037421618, -82.68627711998424)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CLAM BAYOU NBRHD ASSN","7","COMPLAINT - CITIZENS CONTACT"
"A4732225","E2021164094",,"MENTAL PERSON","COMPLAINT","All Other - Non-Criminal","3XXX 15TH ST N","2021-09-01T02:25:58.000","02:25:00","27.806549861148085","-82.65354240774495","
,  
(27.806549861148085, -82.65354240774495)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","MAGNOLIA HEIGHTS NBRHD ASSN","4","COMPLAINT - MENTAL PERSON"
"A4732227","E2021164096",,"CALL FOR OFFICER","COMPLAINT","All Other - Non-Criminal","8XX 21ST AV S","2021-09-01T02:31:35.000","02:31:00","27.749497422997184","-82.64529896393874","
,  
(27.749497422997184, -82.64529896393874)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","BARTLETT PARK NBRHD ASSN","6","COMPLAINT - CALL FOR OFFICER"
"A4732228","E2021164097",,"BUSINESS CONTACT","COMPLAINT","All Other - Non-Criminal","3XXX 54TH AV S","2021-09-01T02:33:05.000","02:33:00","27.719015470406806","-82.67579917016339","
,  
(27.719015470406806, -82.67579917016339)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","GREATER PINELLAS POINT CIVIC ASSN","5","COMPLAINT - BUSINESS CONTACT"
"A4732229","E2021164098",,"SUSPICIOUS CIRCUMSTA","COMPLAINT","Disorderly Conduct","3XXX 82ND WAY N","2021-09-01T02:33:13.000","02:33:00","27.800131262442683","-82.7546804013895","
,  
(27.800131262442683, -82.7546804013895)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","JUNGLE TERRACE CIVIC ASSN","1","COMPLAINT - SUSPICIOUS CIRCUMSTA"
"A4732230","E2021164099",,"DP OTHER","PROACTIVE","Directed Patrol","ANASTASIA WAY S/FAIRWAY AV S","2021-09-01T02:37:26.000","02:37:00","27.72359363179142","-82.65381343600954","
,  
(27.72359363179142, -82.65381343600954)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","LAKEWOOD ESTATES CIVIC ASSN","5","PROACTIVE - DP OTHER"
"A4732231","E2021164100",,"CALL FOR OFFICER","COMPLAINT","All Other - Non-Criminal","DELMAR TER S/3RD ST S","2021-09-01T02:39:40.000","02:39:00","27.7664106174683","-82.6370497844731","
,  
(27.7664106174683, -82.6370497844731)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DOWNTOWN NBRHD ASSN","6","COMPLAINT - CALL FOR OFFICER"
"A4732232","E2021164101",,"BURGLARY COMMERCIAL","PROACTIVE","Directed Patrol","3XXX 34TH ST S","2021-09-01T02:39:55.000","02:39:00","27.73231700006488","-82.68034806842323","
,  
(27.73231700006488, -82.68034806842323)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"7","PROACTIVE - BURGLARY COMMERCIAL"
"A4732233","E2021164102",,"LOITERING","COMPLAINT","Disorderly Conduct","1XXX CENTRAL AV","2021-09-01T02:41:45.000","02:41:00","27.771262028316045","-82.65367152993726","
,  
(27.771262028316045, -82.65367152993726)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DOWNTOWN NBRHD ASSN","6","COMPLAINT - LOITERING"
"A4732234","E2021164103",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","1XXX 38TH ST S","2021-09-01T02:42:09.000","02:42:00","27.759492688637888","-82.68481489696889","
,  
(27.759492688637888, -82.68481489696889)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CHILDS PARK NBRHD ASSN","7","PROACTIVE - BURGLARY VEHICLE"
"A4732235","E2021164104",,"TROUBLE W/INDIVIDUAL","COMPLAINT","Disorderly Conduct","1XXXX GANDY BLVD N","2021-09-01T02:45:26.000","02:45:00","27.86831796689268","-82.62110475789243","
,  
(27.86831796689268, -82.62110475789243)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"2","COMPLAINT - TROUBLE W/INDIVIDUAL"
"A4732236","E2021164105",,"BUSINESS CONTACT","COMPLAINT","All Other - Non-Criminal","6XXX 4TH ST N","2021-09-01T02:47:34.000","02:47:00","27.828143693947272","-82.63786784871758","
,  
(27.828143693947272, -82.63786784871758)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","EDGEMOOR NBRHD ASSN","3","COMPLAINT - BUSINESS CONTACT"
"A4732237","E2021164106",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","4XXX 32ND TER N","2021-09-01T02:55:50.000","02:55:00","27.80138751044865","-82.6918267368207","
,  
(27.80138751044865, -82.6918267368207)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DISSTON HEIGHTS CIVIC ASSN","8","PROACTIVE - BURGLARY VEHICLE"
"A4732238","E2021164107",,"DP OTHER","PROACTIVE","Directed Patrol","4XXX 34TH ST S","2021-09-01T03:01:39.000","03:01:00","27.72582866244602","-82.68028921283985","
,  
(27.72582866244602, -82.68028921283985)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"5","PROACTIVE - DP OTHER"
"A4732239","E2021164108",,"DP OTHER","PROACTIVE","Directed Patrol","7XX 38TH AV S","2021-09-01T03:02:02.000","03:02:00","27.73424645403528","-82.64271438896509","
,  
(27.73424645403528, -82.64271438896509)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","LAKEWOOD TERRACE NBRHD ASSN","6","PROACTIVE - DP OTHER"
"A4732240","E2021164109",,"CHECKING VEH","COMPLAINT","All Other - Non-Criminal","LAMPARILLA WAY S/25TH ST S","2021-09-01T03:03:29.000","03:03:00","27.743747340589863","-82.66702342915059","
,  
(27.743747340589863, -82.66702342915059)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"7","COMPLAINT - CHECKING VEH"
"A4732241","E2021164110",,"TRAFFIC STOP","COMPLAINT","Traffic Incident","4XX 5TH AV N","2021-09-01T03:06:27.000","03:06:00","27.77768390802239","-82.63973174213753","
,  
(27.77768390802239, -82.63973174213753)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","HISTORIC UPTOWN NBRHDS","6","COMPLAINT - TRAFFIC STOP"
"A4732242","E2021164111",,"CITIZENS CONTACT","COMPLAINT","All Other - Non-Criminal","1XXX 27TH ST S","2021-09-01T03:08:24.000","03:08:00","27.753639245500608","-82.67026831299","
,  
(27.753639245500608, -82.67026831299)","https://app.citizenobserver.com/tips/new?alert_group_id=2995",,"7","COMPLAINT - CITIZENS CONTACT"
"A4732243","E2021164112",,"PERSON DOWN","COMPLAINT","All Other - Non-Criminal","1XXX CENTRAL AV","2021-09-01T03:09:15.000","03:09:00","27.77097021416424","-82.65022802553521","
,  
(27.77097021416424, -82.65022802553521)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DOWNTOWN NBRHD ASSN","6","COMPLAINT - PERSON DOWN"
"A473224432495","E2021164113","C2021032495","CRIMINAL MISCHIEF","COMPLAINT","Vandalism","1XXX CENTRAL AV","2021-09-01T03:12:47.000","03:12:00","27.770919086527464","-82.65232122605643","
,  
(27.770919086527464, -82.65232122605643)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","DOWNTOWN NBRHD ASSN","6","COMPLAINT - CRIMINAL MISCHIEF"
"A4732245","E2021164114",,"DP OTHER","PROACTIVE","Directed Patrol","17TH AV S/16TH ST S","2021-09-01T03:14:29.000","03:14:00","27.75326616704519","-82.65456575127065","
,  
(27.75326616704519, -82.65456575127065)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","THIRTEENTH ST HEIGHTS NBRHD ASSN","6","PROACTIVE - DP OTHER"
"A4732246","E2021164115",,"DP OTHER","PROACTIVE","Directed Patrol","3XXX CENTRAL AV","2021-09-01T03:20:52.000","03:20:00","27.770796947434242","-82.6799317963982","
,  
(27.770796947434242, -82.6799317963982)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CENTRAL OAK PARK NBRHD ASSN","7","PROACTIVE - DP OTHER"
"A4732247","E2021164116",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","5TH AV N/53RD ST N","2021-09-01T03:21:02.000","03:21:00","27.77718552141275","-82.70536703944573","
,  
(27.77718552141275, -82.70536703944573)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","LIVE OAK NBRHD ASSN","7","PROACTIVE - BURGLARY VEHICLE"
"A4732248","E2021164117",,"SUSPICIOUS PERSON","COMPLAINT","Disorderly Conduct","3XXX 24TH ST N","2021-09-01T03:24:48.000","03:24:00","27.80182136442205","-82.66511359791033","
,  
(27.80182136442205, -82.66511359791033)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","ST PETE HEIGHTS NBRHD ASSN","8","COMPLAINT - SUSPICIOUS PERSON"
"A473224932496","E2021164118","C2021032496","BATTERY SIMPLE","COMPLAINT","Assault Other","4XX 34TH ST N","2021-09-01T03:25:31.000","03:25:00","27.77580981292955","-82.67966609512841","
,  
(27.77580981292955, -82.67966609512841)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","CENTRAL OAK PARK NBRHD ASSN","7","COMPLAINT - BATTERY SIMPLE"
"A4732252","E2021164121",,"CHECKING VEH","COMPLAINT","All Other - Non-Criminal",,"2021-09-01T03:27:47.000","03:27:00","27.710255875035763","-82.68175327619345","
,  
(27.710255875035763, -82.68175327619345)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","GREATER PINELLAS POINT CIVIC ASSN","5","COMPLAINT - CHECKING VEH"
"A4732253","E2021164122",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","26TH AV S/22ND ST S","2021-09-01T03:29:02.000","03:29:00","27.744748798399204","-82.6629702869888","
,  
(27.744748798399204, -82.6629702869888)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","HIGHLAND OAKS NBRHD ASSN","7","PROACTIVE - BURGLARY VEHICLE"
"A4732254","E2021164123",,"BURGLARY VEHICLE","PROACTIVE","Directed Patrol","49TH AV N/7TH ST N","2021-09-01T03:29:36.000","03:29:00","27.816687060389025","-82.64271664505642","
,  
(27.816687060389025, -82.64271664505642)","https://app.citizenobserver.com/tips/new?alert_group_id=2995","ARCADIA GARDENS NBRHD ASSN","3","PROACTIVE - BURGLARY VEHICLE"
